,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1080,1143,1209,1080,1274,1156,1238,564.47,542.74,479.04
1,Revenue Growth (YoY),-10.69%,5.87%,-5.10%,-6.58%,2.91%,104.79%,128.11%,17.83%,3.10%,56.09%
2,Cost of Revenue,498.95,608.11,483.95,538.96,539.86,525.87,511.19,304.22,235.91,269.08
3,Gross Profit,580.84,535.27,725.08,540.98,734.16,630.09,726.87,260.25,306.83,209.96
4,"Selling, General & Admin",338.36,373.8,360.48,401.64,343.25,401.05,309.63,130.65,96.34,112.48
5,Other Operating Expenses,60.06,10.55,6.57,-20.27,26.93,9.72,20.61,17.97,4.49,9.16
6,Operating Expenses,398.41,404.91,367.05,390.09,370.17,410.77,330.23,148.61,100.83,121.64
7,Operating Income,182.43,130.36,358.02,150.89,363.99,219.32,396.64,111.64,206,88.33
8,Interest Expense,-68.42,-74.4,-100.5,-91,-72.74,-71.12,-59.44,-46.97,-40.04,-42.79
9,Interest & Investment Income,26.15,37.6,44.88,37.35,41.19,50.84,42.82,23.44,16.18,20.93
10,Earnings From Equity Investments,-,-2.09,-,0.37,-0.01,0.04,-0.06,15.62,2.47,0.19
11,Currency Exchange Gain (Loss),9.2,-1.95,-,-4.09,-,-2.51,1.53,-26.09,1.72,-1.78
12,Other Non Operating Income (Expenses),32.01,29.43,34.45,85.04,33.87,119.14,36.09,61.27,49.11,78.83
13,EBT Excluding Unusual Items,181.37,118.94,336.86,178.57,366.3,315.72,417.57,138.91,235.45,143.71
14,Merger & Restructuring Charges,-,-,-,-29.5,-,-3.6,-,-5.52,-,-
15,Impairment of Goodwill,-,-66.73,-,-,-,-,-,-,-,-
16,Gain (Loss) on Sale of Investments,4.18,-6.21,-,-25.95,-,-15.83,-,2.85,-2.85,-7.38
17,Gain (Loss) on Sale of Assets,0.38,0.14,-0.14,0.04,-0.04,1,-,0.07,7.03,-0.39
18,Asset Writedown,-,-21.4,-,-,-,-,-,-,-,-
19,Other Unusual Items,-,-39.75,-,57.09,-,-53.05,-,-232.41,-,-
20,Pretax Income,185.93,-15,336.72,180.25,366.26,244.24,417.57,-96.1,239.63,135.94
21,Income Tax Expense,72.77,170.37,30.18,16.06,17.17,25.65,28.57,13.51,3.21,5.64
22,Earnings From Continuing Operations,113.17,-185.37,306.55,164.18,349.09,218.59,388.99,-109.61,236.42,130.31
23,Minority Interest in Earnings,-8.36,31.63,-13.94,-13.52,-9.69,-25.56,-5.13,4.76,-0.11,4.18
24,Net Income,104.8,-153.74,292.61,150.67,339.4,193.02,383.86,-104.85,236.32,134.48
25,Net Income to Common,104.8,-153.74,292.61,150.67,339.4,193.02,383.86,-104.85,236.32,134.48
26,Net Income Growth,-64.18%,-,-13.79%,-21.94%,-11.58%,-,62.44%,-,14.09%,17.02%
27,Shares Outstanding (Basic),4218,4218,4218,4218,4218,4218,4218,4219,4046,4018
28,Shares Outstanding (Diluted),4218,4218,4218,4218,4218,4218,4218,4219,4046,4018
29,Shares Change (YoY),-,-,-,-,-,-0.02%,4.24%,5.00%,0.58%,-0.09%
30,EPS (Basic),0.02,-0.04,0.07,0.04,0.08,0.05,0.09,-0.02,0.06,0.03
31,EPS (Diluted),0.02,-0.04,0.07,0.04,0.08,0.05,0.09,-0.02,0.06,0.03
32,EPS Growth,-64.18%,-,-13.79%,-21.94%,-11.58%,-,55.84%,-,13.40%,17.42%
33,Free Cash Flow,-990.39,656.65,-403.85,795.71,-463.62,649.96,-429,475.19,-227.81,614.52
34,Free Cash Flow Per Share,-0.23,0.16,-0.10,0.19,-0.11,0.15,-0.10,0.11,-0.06,0.15
35,Operating Margin,16.89%,11.40%,29.61%,13.97%,28.57%,18.97%,32.04%,19.78%,37.96%,18.44%
36,Profit Margin,9.71%,-13.45%,24.20%,13.95%,26.64%,16.70%,31.01%,-18.57%,43.54%,28.07%
37,Free Cash Flow Margin,-91.72%,57.43%,-33.40%,73.68%,-36.39%,56.23%,-34.65%,84.18%,-41.97%,128.28%
38,EBITDA,309.93,239.95,487.23,259.98,488.83,326.55,503.96,173.71,271.82,147.84
39,D&A For EBITDA,127.5,109.6,129.21,109.09,124.84,107.23,107.32,62.07,65.82,59.52
40,EBIT,182.43,130.36,358.02,150.89,363.99,219.32,396.64,111.64,206,88.33
