,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Operating Revenue,559.1,530.31,349.88,334.85,433.7,384.61,286.56,222.38,405.08,297.24,301.96,253.97,309.08,254.06,207.2,213.87,236.33,150.31,82.71,128.59,Upgrade
1,Other Revenue,-11.61,11.61,-,27.86,-14.3,14.3,-,23.2,-1.38,1.38,-,3.6,-1.1,1.1,-,5.46,-3.79,3.79,-,3.78,Upgrade
2,Revenue,547.49,541.92,349.88,362.71,419.39,398.91,286.56,245.58,403.7,298.61,301.96,257.57,307.98,255.16,207.2,219.33,232.54,154.1,82.71,132.37,Upgrade
3,Revenue Growth (YoY),30.54%,35.85%,22.10%,47.69%,3.89%,33.59%,-5.10%,-4.65%,31.08%,17.03%,45.73%,17.43%,32.44%,65.59%,150.52%,65.70%,46.53%,9.77%,-25.48%,40.47%,Upgrade
4,Cost of Revenue,114.67,112.86,83.61,92.66,83.05,95.79,68.86,70.49,78.12,61.7,59.77,62.85,60.48,57.94,47.74,57.27,60.42,43.88,26.3,38.26,Upgrade
5,Gross Profit,432.83,429.07,266.26,270.05,336.35,303.12,217.7,175.09,325.58,236.92,242.19,194.72,247.5,197.23,159.46,162.06,172.12,110.22,56.41,94.11,Upgrade
6,"Selling, General & Admin",227.05,221.36,188.71,166.71,180.17,178.86,164.06,132.08,187.84,145.23,130.23,120.46,130.2,111.85,94.02,103.98,102.69,61.15,53.51,70.48,Upgrade
7,Research & Development,60.78,40.63,38.07,45.75,43.84,49.03,28.68,55.17,39.85,28.29,22.31,26.18,23.99,18.25,20.02,14.9,16.59,18.6,13.1,13.08,Upgrade
8,Other Operating Expenses,4.19,3.12,1.4,-5.4,-6.24,7.16,-2.41,6.09,-1.45,-0.77,2.78,7.16,1.6,2.92,2.13,0.92,1.44,1.07,-0.28,7.56,Upgrade
9,Operating Expenses,291.77,269.83,226.99,205.73,217.66,238.32,191.53,190.37,228.15,174.42,155.64,151.78,156.46,134.91,115.44,118.8,122.59,82.17,65.16,90.57,Upgrade
