,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,506.89,1169,510.88,1040,995.93,1041,707.27,416.65,763.49,630.42
1,Short-Term Investments,131.74,9.07,13.34,17.27,19.15,14.95,390.42,14.32,5.82,142.93
2,Trading Asset Securities,-,-,-,-,-,-,-,-,0.06,-
3,Cash & Short-Term Investments,638.63,1178,524.22,1057,1015,1056,1098,430.97,769.37,773.34
4,Cash Growth,21.82%,11.45%,-48.36%,0.13%,-7.53%,145.01%,42.67%,-44.27%,-12.98%,-32.97%
5,Accounts Receivable,221.09,434.8,192.82,838.45,204.06,235.09,306.09,687.09,755.9,215.48
6,Other Receivables,939.68,205.86,875.11,234.43,1974,1164,951.03,465.87,669.61,375.78
7,Receivables,1161,640.65,1068,1073,2178,1399,1257,1153,1426,591.26
8,Inventory,3137,2535,2798,3974,3202,2843,3416,5489,7201,4630
9,Other Current Assets,514.67,767.04,1246,1280,2499,2307,2226,3568,6374,2247
10,Total Current Assets,5451,5121,5636,7384,8894,7605,7997,10640,15769,8242
11,"Property, Plant & Equipment",10593,10345,10051,10131,9806,9675,8914,8515,7465,7069
12,Long-Term Investments,85.2,86.84,151.34,226.11,374.41,313.55,235.59,132.12,141.08,205.97
13,Goodwill,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61
14,Other Intangible Assets,9.75,8.59,8.54,8.81,8.62,7.09,7.85,8.73,4.07,2.57
15,Long-Term Deferred Tax Assets,-,-,-,-,2.65,0.26,45.32,134.4,65.97,15.3
16,Other Long-Term Assets,799.92,568.52,433.98,544.44,486.49,327.92,678.07,1030,888.45,488.35
17,Total Assets,17039,16230,16381,18394,19672,18029,17978,20562,24434,16124
18,Accounts Payable,456.19,623.35,1042,765.79,538,688.53,628.03,554.94,754.52,477.75
19,Accrued Expenses,-,285.42,-,344.36,10.91,562.05,2.07,570.14,-,466.63
20,Short-Term Debt,2223,502.5,2.5,1003,1203,2.5,402.5,2.5,265.77,113.2
21,Current Portion of Long-Term Debt,2107,3991,4446,5852,7059,5964,5404,8134,12741,6301
22,Current Portion of Leases,34.22,38.52,40.21,47.64,44.61,27.65,20.52,13.71,26.58,17
23,Current Income Taxes Payable,0.58,0.04,3.92,139.66,142.28,289.31,0.19,0.99,2.24,17.08
24,Current Unearned Revenue,268.77,269.39,265.06,352.54,272.81,424.34,298.58,408.15,477.92,324.92
25,Other Current Liabilities,925.29,546.19,801.75,761.61,2032,550.53,1703,448.16,1002,465.71
26,Total Current Liabilities,6015,6256,6602,9266,11302,8509,8458,10133,15270,8183
27,Long-Term Debt,1008,232.55,279.77,327.86,244.75,326.95,461.41,352.75,727.06,1472
28,Long-Term Leases,362.78,327.54,338.99,327.62,333.73,366.13,312.23,315.09,294.56,145.06
29,Long-Term Unearned Revenue,117.5,121.15,124.52,128.12,131.51,133.86,142.21,147.66,152.02,153.39
30,Long-Term Deferred Tax Liabilities,45.39,46.52,62.92,82.02,32.16,85.1,31.23,31.45,11.74,10.11
31,Total Liabilities,7548,6984,7408,10132,12044,9421,9405,10980,16455,9964
32,Common Stock,1669,1669,1669,1669,1669,1669,1669,1669,1669,1669
33,Additional Paid-In Capital,-,1354,1355,1.84,1.84,575.44,575.44,1244,1646,1646
34,Retained Earnings,-,5132,4798,5267,4449,4911,4945,5371,3430,1547
35,Comprehensive Income & Other,7710,977.27,1018,1175,1366,1305,1224,1126,1132,1195
36,Total Common Equity,9379,9132,8840,8114,7486,8460,8413,9409,7877,6057
37,Minority Interest,111.68,113.83,133.58,149.16,141.99,148.9,159.45,173.01,101.96,103.58
38,Shareholders' Equity,9491,9246,8974,8263,7628,8609,8573,9582,7979,6160
39,Total Liabilities & Equity,17039,16230,16381,18394,19672,18029,17978,20562,24434,16124
40,Total Debt,5735,5092,5107,7558,8884,6687,6600,8818,14055,8048
41,Net Cash (Debt),-5096,-3914,-4583,-6500,-7869,-5631,-5502,-8387,-13286,-7275
42,Net Cash Per Share,-1.11,-0.85,-1.07,-1.67,-2.02,-1.44,-1.41,-2.15,-3.40,-1.86
43,Filing Date Shares Outstanding,4582,4582,4582,3902,3902,3902,3902,3902,3902,3902
44,Total Common Shares Outstanding,4582,4582,4582,3902,3902,3902,3902,3902,3902,3902
45,Working Capital,-563.6,-1135,-965.96,-1882,-2408,-903.27,-461.38,507.69,499.22,58.29
46,Book Value Per Share,2.05,1.99,1.93,2.08,1.92,2.17,2.16,2.41,2.02,1.55
47,Tangible Book Value,9269,9023,8731,8004,7377,8352,8305,9300,7772,5953
48,Tangible Book Value Per Share,2.02,1.97,1.91,2.05,1.89,2.14,2.13,2.38,1.99,1.53
49,Buildings,-,8318,-,7642,-,6390,-,5366,-,4556
50,Machinery,-,4079,-,3870,-,3187,-,2669,-,2181
51,Construction In Progress,-,124.34,-,306.09,-,1256,-,1337,-,1105
52,Leasehold Improvements,-,39.11,-,40.35,-,34.11,-,30.26,-,19.81
