,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+14 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+14 Quarters
0,Market Capitalization,83,74,127,39,38,38,50,36,39,48,52,57,64,45,50,39,57,39,41,56,91,Upgrade
1,Market Cap Growth,96.30%,96.30%,152.78%,7.69%,-3.57%,-20.59%,-2.70%,-36.59%,-39.13%,6.25%,2.78%,46.43%,12.20%,14.29%,24.14%,-30.00%,-36.92%,-67.06%,-66.67%,-37.50%,-27.78%,Upgrade
2,Enterprise Value,69,75,122,37,35,44,56,37,40,55,60,54,61,40,46,6,24,14,15,64,99,Upgrade
3,Last Close Price,0.06,0.05,0.09,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.04,0.05,0.03,0.04,0.03,0.03,0.02,0.02,0.03,0.05,Upgrade
4,PE Ratio,-,-,-,-12.25,-,-,-,-,-,-,-,-,-,-,-,-6.84,-,-,-,-,-,Upgrade
5,PS Ratio,0.75,0.68,1.17,0.36,0.42,0.42,0.55,0.39,0.36,0.46,0.55,0.67,0.78,0.58,0.69,0.51,0.64,0.37,0.33,0.42,0.67,Upgrade
6,PB Ratio,0.89,0.85,1.47,0.45,0.43,0.43,0.56,0.41,-,0.47,0.49,0.54,-,0.38,0.41,0.32,-,0.28,0.29,0.40,-,Upgrade
7,P/TBV Ratio,0.80,0.80,1.38,0.43,0.40,0.40,0.53,0.38,-,0.46,0.48,0.54,-,0.38,0.41,0.32,-,0.29,0.29,0.40,-,Upgrade
8,P/FCF Ratio,12.25,9.42,32.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,10.56,9.25,31.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.62,0.69,1.11,0.34,0.39,0.49,0.61,0.39,0.37,0.53,0.63,0.63,0.74,0.52,0.63,0.08,0.27,0.13,0.13,0.48,0.74,Upgrade
11,EV/EBITDA Ratio,11.55,-,96.99,78.08,-8.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.73,Upgrade
12,EV/EBIT Ratio,-,-,-,-11.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,10.23,9.51,30.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.07,0.07,0.19,0.19,0.21,0.21,0.30,0.30,-,0.24,0.31,0.31,-,0.21,0.19,0.19,-,0.24,0.27,0.27,-,Upgrade
15,Debt / EBITDA Ratio,1.06,2.15,3.33,4.56,6.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,0.94,0.80,4.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Quick Ratio,1.31,1.31,-,1.17,-,1.14,-,1.33,-,1.38,-,1.69,-,2.11,-,2.59,-,4.85,-,4.54,-,Upgrade
18,Current Ratio,1.76,1.76,-,1.61,-,1.56,-,1.71,-,1.74,-,2.04,-,2.59,-,3.31,-,5.47,-,5.11,-,Upgrade
19,Return on Equity (ROE),-4.11%,-1.86%,3.01%,-2.57%,-6.44%,-7.86%,-,-,-9.72%,-12.52%,-,-,-11.66%,-12.25%,-,-,-7.54%,-5.68%,-,-,Upgrade,
20,Return on Capital (ROIC),-2.08%,-0.78%,0.32%,-1.08%,-2.96%,-3.53%,-,-,-4.55%,-5.79%,-,-,-6.58%,-6.64%,-,-,-3.95%,-2.76%,-,-,Upgrade,
21,Return on Capital Employed (ROCE),-,-,-,-3.35%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Earnings Yield,-0.80%,-1.11%,-1.49%,-8.16%,-17.70%,-19.39%,-16.52%,-26.32%,-43.29%,-45.20%,-43.03%,-40.30%,-17.73%,-17.20%,-14.50%,-14.63%,-20.70%,-26.11%,-24.03%,-13.58%,-2.91%,Upgrade
23,FCF Yield,8.16%,10.61%,3.09%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.49%,-,-,-,-,Upgrade
25,Buyback Yield / Dilution,-900.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
26,Total Shareholder Return,-900.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.49%,-,-,-,-,Upgrade,
