,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,81,53,70,68,105,168,286,231,209,70,100,93,105,98,120,132,140,170,70,85,103,Upgrade
1,Market Cap Growth,-68.63%,-68.63%,-75.38%,-70.48%,-50.00%,140.43%,186.00%,148.39%,99.05%,-28.57%,-16.67%,-29.55%,-25.00%,-42.35%,71.43%,55.29%,35.92%,142.86%,-12.50%,-20.56%,32.05%,Upgrade
2,Enterprise Value,65,31,49,42,78,141,259,210,188,44,74,63,75,68,90,92,100,137,37,45,63,Upgrade
3,Last Close Price,0.07,0.05,0.06,0.06,0.10,0.15,0.26,0.21,0.19,0.07,0.10,0.09,0.10,0.10,0.12,0.13,0.14,0.17,0.07,0.08,0.10,Upgrade
4,PE Ratio,-,-,-,-,-,-86.71,-,-29.40,-,-,-,-,-,-,-35.75,-,-,30.23,17.09,-,130.54,Upgrade
5,PS Ratio,8.71,6.24,5.95,5.71,8.54,16.06,36.91,37.88,70.51,15.89,90.01,14.21,30.28,18.32,8.27,9.10,6.64,7.08,3.42,4.95,6.29,Upgrade
6,PB Ratio,3.43,2.46,3.28,2.46,3.78,5.55,9.57,7.73,9.24,3.10,-,3.31,3.29,3.07,-,3.88,3.09,3.75,-,2.04,2.36,Upgrade
7,P/TBV Ratio,2.46,2.46,3.28,2.46,3.78,5.55,9.57,7.73,9.24,3.10,-,3.31,3.29,3.07,-,3.88,3.09,3.75,-,2.04,2.36,Upgrade
8,P/FCF Ratio,45.40,-,-,13.30,40.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,18.40,-,-,10.97,33.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,7.64,3.68,4.12,3.50,6.38,13.44,33.36,34.44,63.45,9.99,66.59,-,21.64,-,6.20,-,4.73,5.70,1.80,2.65,3.87,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-88.27,-,-37.53,-,-,-,-,-,-,-26.70,-,-,23.22,8.34,32.13,64.09,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-81.34,-,-36.53,-,-,-,-,-,-,-24.83,-,-,24.20,8.77,37.51,77.02,Upgrade
13,EV/FCF Ratio,36.34,-,-,8.15,30.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
