,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,17.67,17.67,21.37,21.37,23.97,-,22.93,-,17.48,-,14.7,-,18.9,-,21.11,-,24.67,-,32.77,-,Upgrade
1,Short-Term Investments,0.01,0.01,0.47,0.47,0.36,-,0.36,-,-,-,0.39,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,0.04,0.04,-,-,10.43,-,11.56,-,14.32,-,19.82,-,21.19,-,21.27,-,17.91,-,3,-,Upgrade
3,Cash & Short-Term Investments,17.72,17.72,21.84,21.84,34.75,34.86,34.86,31.8,31.8,-,34.91,40.09,40.09,-,42.38,42.58,42.58,-,35.76,39.53,Upgrade
4,Cash Growth,-49.03%,-49.18%,-37.34%,-31.32%,9.28%,-,-0.15%,-20.68%,-20.68%,-,-17.62%,-5.83%,-5.83%,-,18.49%,7.70%,7.70%,-,-14.69%,-13.97%,Upgrade
5,Accounts Receivable,3.08,3.08,4.78,4.78,4.5,-,2.36,-,1.56,-,1.85,-,1.13,-,1.15,-,2.66,-,4.33,-,Upgrade
6,Other Receivables,0.03,0.03,0.56,0.56,0.03,-,0.04,-,0.02,-,0,-,0,-,1.02,-,1.16,-,0.97,-,Upgrade
7,Receivables,3.11,3.11,5.33,5.33,4.52,-,2.4,-,1.58,-,1.85,-,1.13,-,2.17,-,3.83,-,5.3,-,Upgrade
8,Prepaid Expenses,0.35,0.35,0.46,0.46,0.3,-,0.27,-,0.59,-,0.36,-,0.61,-,0.47,-,0.37,-,0.47,-,Upgrade
9,Total Current Assets,21.17,21.17,27.63,27.63,39.58,-,37.53,-,33.97,-,37.13,-,41.84,-,45.01,-,46.77,-,41.53,-,Upgrade
10,"Property, Plant & Equipment",2.49,2.49,1.01,1.01,0.07,-,0.13,-,0.18,-,0.3,-,1.02,-,1.74,-,2.45,-,3.22,-,Upgrade
11,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,-,0.13,-,-,-,Upgrade
12,Other Long-Term Assets,0.33,0.33,-,-,-,-,-,-,0.01,-,-,-,0.02,-,0.4,-,0.42,-,0.38,-,Upgrade
13,Total Assets,23.99,23.99,28.65,28.65,39.65,-,37.65,-,34.16,-,37.43,-,42.87,-,47.28,-,49.77,-,45.12,-,Upgrade
14,Accrued Expenses,0.36,0.36,0.36,0.36,0.35,-,0.22,-,0.49,-,0.19,-,0.48,-,0.2,-,1.07,-,0.22,-,Upgrade
15,Short-Term Debt,-,-,-,-,7.62,-,6.08,-,9.03,-,8.74,-,9.36,-,10.99,-,0.31,-,-,-,Upgrade
16,Current Portion of Leases,0.98,0.98,0.15,0.15,0.72,-,1.14,-,1.11,-,0.16,-,0.79,-,1.25,-,1.22,-,1.19,-,Upgrade
17,Current Income Taxes Payable,0.01,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Current Unearned Revenue,-,-,0.22,0.22,0.22,-,0.02,-,0.02,-,0.08,-,0.08,-,-,-,0.38,-,0.05,-,Upgrade
19,Other Current Liabilities,0.13,0.13,-,-,0.15,-,0.04,-,0.04,-,0.02,-,0.09,-,0.05,-,0.05,-,0.02,-,Upgrade
20,Total Current Liabilities,1.47,1.47,0.72,0.72,9.06,-,7.49,-,10.69,-,9.19,-,10.81,-,12.48,-,3.02,-,1.48,-,Upgrade
21,Long-Term Leases,0.64,0.64,-,-,-,-,0.15,-,0.72,-,-,-,-,-,0.16,-,0.79,-,1.41,-,Upgrade
22,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.25,-,0.25,-,-,-,Upgrade
23,Total Liabilities,2.5,2.5,0.97,0.97,9.31,-,7.77,-,11.55,-,9.36,-,10.98,-,13.28,-,4.45,-,3.55,-,Upgrade
24,Common Stock,11,11,11,11,11,-,11,-,10,-,10,-,10,-,10,-,10,-,10,-,Upgrade
25,Additional Paid-In Capital,35.97,35.97,35.97,35.97,35.97,-,35.97,-,27.3,-,27.3,-,27.3,-,27.3,-,27.3,-,27.3,-,Upgrade
26,Retained Earnings,-29.49,-29.49,-23.29,-23.29,-20.63,-,-21.09,-,-18.69,-,-13.24,-,-9.41,-,-7.3,-,4.03,-,0.27,-,Upgrade
27,Comprehensive Income & Other,4,4,4,4,4,-,4,-,4,-,4,-,4,-,4,-,4,-,4,-,Upgrade
28,Shareholders' Equity,21.49,21.49,27.68,27.68,30.34,29.88,29.88,22.61,22.61,-,28.06,31.89,31.89,-,34,45.32,45.32,-,41.57,43.7,Upgrade
29,Total Liabilities & Equity,23.99,23.99,28.65,28.65,39.65,-,37.65,-,34.16,-,37.43,-,42.87,-,47.28,-,49.77,-,45.12,-,Upgrade
