,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,647,503,497,1362,1979,1366,1571,873,811,834,885,Upgrade
1,Market Cap Growth,-63.08%,-63.08%,-74.90%,-0.28%,25.93%,56.44%,93.78%,4.65%,-8.33%,1.42%,16.92%,Upgrade
2,Enterprise Value,1318,1190,-516,328,1236,472,455,-403,12,46,311,Upgrade
3,Last Close Price,1.39,1.08,1.28,3.51,5.10,3.52,4.05,2.25,2.07,2.13,2.22,Upgrade
4,PE Ratio,11.17,10.14,6.47,15.09,27.52,13.61,17.95,14.04,11.14,11.61,6.97,Upgrade
5,PS Ratio,0.22,0.20,0.20,0.60,0.86,0.55,0.79,0.67,0.60,0.63,0.55,Upgrade
6,PB Ratio,0.30,0.16,0.16,0.65,0.93,0.64,0.72,0.42,0.39,0.45,0.47,Upgrade
7,P/TBV Ratio,0.30,0.30,0.30,0.74,1.06,0.64,0.71,0.42,0.39,0.45,0.47,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,-,1.90,3.19,12.28,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-,-,1.82,2.96,9.54,Upgrade
10,EV/Sales Ratio,0.53,0.48,-,0.15,0.54,0.19,0.23,-,0.01,0.03,0.19,Upgrade
11,EV/EBITDA Ratio,4.95,4.62,-,2.21,8.96,3.74,4.10,-,0.14,0.46,1.93,Upgrade
12,EV/EBIT Ratio,8.94,8.07,-,3.06,12.07,4.40,5.08,-,0.21,0.63,2.23,Upgrade
13,EV/FCF Ratio,-,-,-,-,-,-,-,-,0.03,0.17,4.32,Upgrade
14,Debt / Equity Ratio,0.36,0.36,0.37,0.11,0.12,0.16,0.19,0.17,0.16,0.19,0.19,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-,0.78,1.38,4.84,Upgrade
16,Return on Capital Employed (ROCE),3.72%,3.72%,3.50%,5.09%,4.74%,5.02%,4.06%,1.89%,2.85%,3.88%,7.36%,Upgrade
17,Earnings Yield,7.66%,9.86%,15.46%,6.63%,3.63%,7.35%,5.57%,7.12%,8.98%,8.61%,14.35%,Upgrade
18,FCF Yield,-,-,-,-,-,-26.05%,28.04%,52.52%,31.37%,8.14%,Upgrade,
19,Buyback Yield / Dilution,-2.69%,-5.38%,-,-,-,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,-2.69%,-5.38%,-,-,-,-,-,-,-,-,-,Upgrade
