,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+13 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+13 Quarters
0,Operating Revenue,126.64,91.84,104.31,113.66,109.35,98.16,92.42,46.4,68.78,112.55,124.29,127.5,75.83,123,112.15,134.88,97.67,49.54,21.93,30.76,Upgrade
1,Other Revenue,-4.23,4.23,-,6.77,-3.26,3.26,-,5.8,-2.95,2.95,-,-,-3.53,3.53,-,0.27,-0.04,0.04,-,0.13,Upgrade
2,Revenue,122.41,96.08,104.31,120.43,106.09,101.42,92.42,52.2,65.83,115.5,124.29,127.5,72.29,126.54,112.15,135.15,97.63,49.58,21.93,30.88,Upgrade
3,Revenue Growth (YoY),15.39%,-5.27%,12.86%,130.71%,61.14%,-12.19%,-25.64%,-59.06%,-8.93%,-8.73%,10.83%,-5.66%,-25.96%,155.24%,411.33%,337.61%,712.46%,144.78%,171.68%,-9.01%,Upgrade
4,Cost of Revenue,74.17,56.66,66.47,64.9,56.98,49.78,45.04,25.85,25.27,64.9,69.27,60.12,44.25,72.72,66.88,86.35,46.82,24.96,17.74,23.19,Upgrade
5,Gross Profit,48.24,39.42,37.85,55.53,49.11,51.64,47.38,26.35,40.56,50.6,55.02,67.38,28.04,53.82,45.27,48.8,50.82,24.62,4.19,7.7,Upgrade
6,"Selling, General & Admin",31.25,39.64,17.17,50.22,23.44,21.68,21.66,22.23,24.09,25.33,22.31,34.02,19.22,26.3,19.68,30.51,19.8,11.3,9.79,8.88,Upgrade
7,Research & Development,13.98,7.11,10.06,13.95,8.82,10.02,7.73,12.96,10.1,11.3,3.78,12.66,8.08,6.03,6.8,11.94,9.53,4.77,3.18,2.85,Upgrade
8,Other Operating Expenses,1.29,0.9,0.94,0.52,-0.57,-0.93,-0.15,1.31,0.98,-4.44,-0.23,-2.62,-5.8,-7.23,1.03,6.35,-6.13,0.59,-2.25,1.57,Upgrade
9,Operating Expenses,46.84,49.49,28.17,60.09,31.84,34.19,29.24,39.67,35.04,32.36,25.86,44.86,21.46,24.92,27.51,51.38,23.23,15.95,10.71,14.26,Upgrade
10,Operating Income,1.4,-10.07,9.67,-4.56,17.27,17.45,18.14,-13.33,5.52,18.24,29.16,22.52,6.57,28.9,17.75,-2.58,27.59,8.67,-6.53,-6.56,Upgrade
11,Interest Expense,-,-,-,-,-,-0,-,-,-,-,-,-,-,-,-,-0.23,-,-0.01,-,-,Upgrade
12,Interest & Investment Income,2.74,1.91,2.52,3.84,1.82,1.73,3.53,4.93,1.71,3.24,2.48,3.48,2.56,4.43,1.63,4.03,0.72,2.44,2.38,2.62,Upgrade
13,Currency Exchange Gain (Loss),0.05,-0.05,-,-0.01,-0.02,0.02,-,0.14,-0.04,0.04,-,-3.64,0,-0,-,-0.27,-0.02,0.02,-,-0.11,Upgrade
14,Other Non Operating Income (Expenses),0.35,-0.39,-0,2.03,0.17,-2.46,0.1,-0.26,0.09,0.15,-0.02,-0.76,-0.02,0.47,-0.04,-0.98,0.23,0.61,-0.07,-1.33,Upgrade
15,EBT Excluding Unusual Items,4.53,-8.6,12.19,1.3,19.24,16.73,21.76,-8.51,7.28,21.67,31.62,21.6,9.11,33.8,19.34,-0.04,28.51,11.73,-4.22,-5.38,Upgrade
16,Gain (Loss) on Sale of Assets,-,0,0.07,0.01,-0,-,-,0.04,-0.01,-0.02,-,0.01,-,-,-0.01,-,-,-,-,-0,Upgrade
17,Asset Writedown,-,-,-,-0,-,-,-,-,-,-,-,-1.64,-,-,-,-,-,-,-,-,Upgrade
18,Other Unusual Items,2,1.07,-0.24,8,-,-,-,4.79,-,-0.05,0.05,1.2,-,-8.51,8.51,11.88,-,-,-,18.07,Upgrade
19,Pretax Income,6.54,-7.53,12.02,9.31,19.24,16.73,21.76,-3.69,7.27,21.61,31.67,21.17,9.11,25.28,27.84,11.84,28.51,11.73,-4.22,12.68,Upgrade
20,Income Tax Expense,-0.31,-2.64,0.74,-3.66,5.61,-2.55,3.67,-4.68,0.96,2.29,6.09,1.31,1.59,4.61,3.69,-1.16,5.95,1.41,-,-0.15,Upgrade
21,Earnings From Continuing Operations,6.85,-4.89,11.28,12.98,13.63,19.29,18.1,0.99,6.31,19.32,25.57,19.86,7.52,20.67,24.15,13,22.56,10.32,-4.22,12.84,Upgrade
22,Minority Interest in Earnings,0.8,-1.39,0.69,-10.92,0.08,-14.63,1.55,1.54,-0.14,1.23,0.6,2.64,1.53,-3.93,1.08,0.25,1.35,0.08,-,-,Upgrade
23,Net Income,7.65,-6.27,11.98,2.05,13.71,4.66,19.65,2.53,6.17,20.55,26.17,22.5,9.05,16.74,25.22,13.25,23.91,10.4,-4.22,12.84,Upgrade
24,Net Income to Common,7.65,-6.27,11.98,2.05,13.71,4.66,19.65,2.53,6.17,20.55,26.17,22.5,9.05,16.74,25.22,13.25,23.91,10.4,-4.22,12.84,Upgrade
25,Net Income Growth,-44.17%,-,-39.04%,-18.71%,122.17%,-77.32%,-24.94%,-88.77%,-31.85%,22.72%,3.76%,69.80%,-62.13%,60.95%,-,3.24%,-,-,-,-,Upgrade
26,Shares Outstanding (Basic),160,135,150,160,152,153,151,146,152,147,154,150,150,151,148,146,151,160,141,78,Upgrade
27,Shares Outstanding (Diluted),160,135,150,160,152,153,151,146,152,147,154,150,150,151,148,146,151,160,141,78,Upgrade
28,Shares Change (YoY),5.09%,-11.32%,-0.94%,9.95%,0.28%,3.55%,-1.84%,-2.83%,1.00%,-2.59%,3.76%,2.41%,-0.52%,-5.11%,5.50%,88.95%,1.37%,6.25%,-6.33%,-47.37%,Upgrade
29,EPS (Basic),0.05,-0.05,0.08,0.01,0.09,0.03,0.13,0.02,0.04,0.14,0.17,0.15,0.06,0.11,0.17,0.09,0.16,0.07,-0.03,0.17,Upgrade
30,EPS (Diluted),0.05,-0.05,0.08,0.01,0.09,0.03,0.13,0.02,0.04,0.14,0.17,0.15,0.06,0.11,0.17,0.09,0.16,0.07,-0.03,0.17,Upgrade
31,EPS Growth,-46.87%,-,-38.46%,-26.07%,121.56%,-78.10%,-23.53%,-88.44%,-32.52%,25.99%,0%,65.80%,-61.93%,69.61%,-,-45.36%,-,-,-,-,Upgrade
32,Free Cash Flow,-37.94,-34.52,-37.5,202.82,-37.59,-23.88,-23.57,-31.05,-26.02,-24.78,117.57,78.16,-25.26,-2.95,-12.64,-65.86,70.49,31.11,-21.32,1.76,Upgrade
33,Free Cash Flow Per Share,-0.24,-0.25,-0.25,1.27,-0.25,-0.16,-0.16,-0.21,-0.17,-0.17,0.76,0.52,-0.17,-0.02,-0.09,-0.45,0.47,0.20,-0.15,0.02,Upgrade
34,Dividend Per Share,-,-,-,0.200,-,-,-,0.150,-,-,-,0.200,-,-,-,0.100,-,-,-,-,Upgrade
35,Dividend Growth,-,-,-,33.33%,-,-,-,-25.00%,-,-,-,100.00%,-,-,-,-,-,-,-,-,Upgrade
36,Gross Margin,39.41%,41.03%,36.28%,46.11%,46.29%,50.92%,51.27%,50.48%,61.61%,43.81%,44.27%,52.85%,38.78%,42.53%,40.36%,36.11%,52.05%,49.66%,19.10%,24.93%,Upgrade
37,Operating Margin,1.14%,-10.48%,9.27%,-3.79%,16.27%,17.21%,19.63%,-25.53%,8.38%,15.79%,23.46%,17.66%,9.09%,22.84%,15.83%,-1.91%,28.25%,17.48%,-29.76%,-21.23%,Upgrade
38,Profit Margin,6.25%,-6.53%,11.48%,1.71%,12.92%,4.59%,21.26%,4.84%,9.37%,17.79%,21.06%,17.65%,12.52%,13.23%,22.49%,9.81%,24.49%,20.98%,-19.24%,41.57%,Upgrade
39,Free Cash Flow Margin,-30.99%,-35.93%,-35.95%,168.42%,-35.44%,-23.55%,-25.50%,-59.48%,-39.53%,-21.45%,94.59%,61.30%,-34.94%,-2.33%,-11.27%,-48.73%,72.19%,62.75%,-97.22%,5.71%,Upgrade
40,EBITDA,4.31,-5.25,12.59,-1.65,20.09,20.34,20.96,-10.5,8.17,20.96,31.81,25.17,8.31,31.44,19.34,-0.84,28.98,10.3,-5.13,-5.17,Upgrade
41,EBITDA Margin,3.52%,-5.47%,12.07%,-1.37%,18.94%,20.05%,22.68%,-20.11%,12.41%,18.15%,25.59%,19.74%,11.50%,24.84%,17.24%,-0.62%,29.68%,20.79%,-23.41%,-16.72%,Upgrade
42,D&A For EBITDA,2.92,4.82,2.92,2.92,2.83,2.88,2.83,2.83,2.65,2.72,2.65,2.65,1.74,2.54,1.58,1.74,1.39,1.64,1.39,1.39,Upgrade
43,EBIT,1.4,-10.07,9.67,-4.56,17.27,17.45,18.14,-13.33,5.52,18.24,29.16,22.52,6.57,28.9,17.75,-2.58,27.59,8.67,-6.53,-6.56,Upgrade
44,EBIT Margin,1.14%,-10.48%,9.27%,-3.79%,16.27%,17.21%,19.63%,-25.53%,8.38%,15.79%,23.46%,17.66%,9.09%,22.84%,15.83%,-1.91%,28.25%,17.48%,-29.76%,-21.23%,Upgrade
45,Effective Tax Rate,-,-,6.16%,-,29.16%,-,16.85%,-,13.24%,10.59%,19.24%,6.18%,17.46%,18.25%,13.27%,-,20.89%,12.03%,-,-,Upgrade
