,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,+16 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019",+16 Quarters
0,Revenue,108892,117647,81859,80932,61905,97743,80003,106185,73980,44053,26081,46018,27215,27491,31628,25394,64569,15194,24626,23437,Upgrade
1,Revenue Growth (YoY),75.90%,20.36%,2.32%,-23.78%,-16.32%,121.87%,206.74%,130.75%,171.84%,60.25%,-17.54%,81.22%,-57.85%,80.93%,28.43%,8.35%,90.27%,-17.10%,-17.85%,-49.33%,Upgrade
2,Cost of Revenue,98661,101255,70998,69094,52488,82540,71551,94349,65321,40742,24942,44386,26201,27609,32681,25430,83793,6645,14242,18687,Upgrade
3,Gross Profit,10231,16392,10861,11838,9417,15202,8452,11836,8659,3311,1140,1632,1013,-118.47,-1053,-35.9,-19224,8549,10384,4750,Upgrade
4,"Selling, General & Admin",4989,6441,3382,3504,3789,6436,4652,4688,4202,10009,1936,1338,2808,7288,5149,4631,6552,4328,7268,3741,Upgrade
5,Operating Expenses,4989,6441,3382,3504,3789,6436,4652,4688,4202,10009,1936,1338,2808,7288,5149,4631,6552,4328,7268,3741,Upgrade
6,Operating Income,5242,9950,7479,8333,5628,8766,3800,7148,4456,-6698,-796.36,293.58,-1795,-7406,-6202,-4667,-25777,4221,3116,1009,Upgrade
7,Interest Expense,-2203,-2591,-2372,-2762,-2625,-3091,-3013,-2976,-2389,-2008,-1281,-1548,-1353,-1079,-749.35,-580.17,-539.05,-524.11,-556.92,-290.52,Upgrade
8,Interest & Investment Income,269.53,98.74,30.73,79.63,81.24,159.49,330.51,1511,990.02,920.52,338.37,221.37,135.5,110.32,263.69,94.02,77.62,169.34,173.31,440.98,Upgrade
9,Earnings From Equity Investments,-4379,3324,6721,767.9,383.53,-491.61,-3.67,-3.74,-2.99,193.26,-1.51,-3.53,-2.66,-184.77,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-67.52,5134,11345,0.65,-31,-68.95,0.2,-185.85,-93,10353,8550,1489,4073,9559,13834,8008,38593,-1313,1263,20.89,Upgrade
11,Pretax Income,-1138,15916,23203,6419,3437,5274,1114,5493,2961,2761,6810,453.03,1058,999.98,7147,2856,12355,2553,3996,1181,Upgrade
12,Income Tax Expense,765.57,1025,1026,84.82,42.41,-69.15,100.89,30.86,15.43,1261,1428,9.7,701.52,-643.42,2991,1602,6748,1223,-,-,Upgrade
13,Earnings From Continuing Operations,-1904,14892,22177,6334,3395,5344,1014,5462,2946,1501,5383,443.33,356.3,1643,4156,1254,5606,1330,3996,1181,Upgrade
14,Minority Interest in Earnings,120.48,-957.48,-728.56,-303.59,-4.12,-550.65,190.48,61.81,127.89,359.64,265.91,48.91,-19.3,309.05,-,-,-,-,-,-,Upgrade
15,Net Income,-1783,13934,21449,6031,3391,4793,1204,5524,3074,1860,5648,492.24,337,1952,4156,1254,5606,1330,3996,1181,Upgrade
16,Net Income to Common,-1783,13934,21449,6031,3391,4793,1204,5524,3074,1860,5648,492.24,337,1952,4156,1254,5606,1330,3996,1181,Upgrade
17,Net Income Growth,-,190.72%,1681.40%,9.18%,10.32%,157.66%,-78.68%,1022.17%,812.04%,-4.73%,35.91%,-60.74%,-93.99%,46.79%,4.01%,6.20%,14.16%,-0.61%,-17.93%,-86.84%,Upgrade
18,Shares Outstanding (Basic),96,47,46,46,48,43,57,48,50,92,25,27,22,29,24,24,24,24,24,24,Upgrade
19,Shares Outstanding (Diluted),96,47,46,46,48,43,57,48,50,92,25,27,22,29,24,24,24,24,24,24,Upgrade
20,Shares Change (YoY),99.79%,9.39%,-19.03%,-5.71%,-3.76%,-52.82%,127.37%,77.18%,122.45%,218.75%,5.17%,14.24%,-6.50%,19.24%,0.01%,0.26%,99.82%,101.01%,99.77%,98.87%,Upgrade
21,EPS (Basic),-18.56,295.00,462.00,132.00,70.50,111.00,21.00,114.00,61.50,20.33,224.00,18.00,15.00,68.00,173.33,52.38,233.33,55.24,166.67,49.45,Upgrade
22,EPS (Diluted),-18.56,295.00,462.00,132.00,70.50,111.00,21.00,114.00,61.50,20.33,224.00,18.00,15.00,68.00,173.33,52.38,233.33,55.24,166.67,49.45,Upgrade
23,EPS Growth,-,165.77%,2100.00%,15.79%,14.63%,446.12%,-90.63%,533.33%,310.00%,-70.11%,29.23%,-65.64%,-93.57%,23.10%,4.00%,5.93%,-42.87%,-50.56%,-58.92%,-93.38%,Upgrade
24,Free Cash Flow,-,-430219,-8275,4997,4997,15961,31777,-69873,-69873,-135371,-21888,-6172,-6172,-,-17989,252588,-3871,-304.04,-2142,-96697,Upgrade
25,Free Cash Flow Per Share,-,-9108.17,-178.24,109.38,103.91,369.64,554.23,-1442.04,-1398.12,-1479.15,-868.00,-225.70,-274.73,-,-750.29,10551.57,-161.10,-12.63,-89.36,-4049.84,Upgrade
26,Gross Margin,9.40%,13.93%,13.27%,14.63%,15.21%,15.55%,10.56%,11.15%,11.70%,7.52%,4.37%,3.55%,3.72%,-0.43%,-3.33%,-0.14%,-29.77%,56.27%,42.17%,20.27%,Upgrade
27,Operating Margin,4.81%,8.46%,9.14%,10.30%,9.09%,8.97%,4.75%,6.73%,6.02%,-15.20%,-3.05%,0.64%,-6.60%,-26.94%,-19.61%,-18.38%,-39.92%,27.78%,12.65%,4.31%,Upgrade
28,Profit Margin,-1.64%,11.84%,26.20%,7.45%,5.48%,4.90%,1.50%,5.20%,4.15%,4.22%,21.66%,1.07%,1.24%,7.10%,13.14%,4.94%,8.68%,8.75%,16.23%,5.04%,Upgrade
29,Free Cash Flow Margin,-,-365.69%,-10.11%,6.17%,8.07%,16.33%,39.72%,-65.80%,-94.45%,-307.29%,-83.92%,-13.41%,-22.68%,-,-56.88%,994.68%,-5.99%,-2.00%,-8.70%,-412.58%,Upgrade
30,EBITDA,8181,13709,10480,10181,7476,10704,5738,8961,6269,-5010,901.23,1864,-224.99,-6279,-5173,-3620,-24688,5220,4392,2153,Upgrade
31,EBITDA Margin,7.51%,11.65%,12.80%,12.58%,12.08%,10.95%,7.17%,8.44%,8.47%,-11.37%,3.46%,4.05%,-0.83%,-22.84%,-16.36%,-14.25%,-38.24%,34.35%,17.83%,9.19%,Upgrade
32,D&A For EBITDA,2939,3759,3001,1848,1848,1938,1938,1813,1813,1688,1698,1570,1570,1127,1029,1047,1088,998.82,1276,1144,Upgrade
33,EBIT,5242,9950,7479,8333,5628,8766,3800,7148,4456,-6698,-796.36,293.58,-1795,-7406,-6202,-4667,-25777,4221,3116,1009,Upgrade
34,EBIT Margin,4.81%,8.46%,9.14%,10.30%,9.09%,8.97%,4.75%,6.73%,6.02%,-15.20%,-3.05%,0.64%,-6.60%,-26.94%,-19.61%,-18.38%,-39.92%,27.78%,12.65%,4.31%,Upgrade
35,Effective Tax Rate,-,6.44%,4.42%,1.32%,1.23%,-,9.05%,0.56%,0.52%,45.65%,20.96%,2.14%,66.32%,-,41.85%,56.09%,54.62%,47.91%,-,-,Upgrade
36,Revenue as Reported,108892,117647,81859,80932,61905,97743,80003,106185,73980,44053,26081,46018,27215,27491,31628,25394,64569,15194,24626,23437,Upgrade
