,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,206.39,-,234.97,-,340.2,436.83,425.16,406.34,310.84,365.96,Upgrade
1,Revenue Growth (YoY),-12.17%,-,-30.93%,-,-19.98%,7.50%,36.78%,11.03%,-2.60%,-0.99%,Upgrade
2,Cost of Revenue,176.53,-,200.21,-,288.5,359.37,339.89,333.02,250.8,289.95,Upgrade
3,Gross Profit,29.86,-,34.76,-,51.71,77.47,85.26,73.32,60.03,76.01,Upgrade
4,"Selling, General & Admin",38.42,-,48.52,-,63.48,69.86,84.42,72.08,65.28,69.95,Upgrade
5,Operating Expenses,40.15,-,50.23,-,67.53,72.91,86.57,75.21,64.03,69.71,Upgrade
6,Operating Income,-10.3,-,-15.47,-,-15.83,4.55,-1.31,-1.89,-4,6.31,Upgrade
7,Interest Expense,-4.03,-,-3.02,-,-2.29,-2.31,-2.85,-3.29,-4.15,-3.88,Upgrade
8,Interest & Investment Income,-,-,-,-,-,1.48,-,2.03,-,3.84,Upgrade
9,Earnings From Equity Investments,0.31,-,-0.05,-,-0.14,-0.23,-0.27,-0.47,-0.2,-0.03,Upgrade
10,Currency Exchange Gain (Loss),-,-,-,-,-,1.91,-,4.25,-,-0.6,Upgrade
11,Other Non Operating Income (Expenses),1.38,-,2.09,-,8.14,5.95,4.39,30.85,-2.21,-0.97,Upgrade
12,EBT Excluding Unusual Items,-12.64,-,-16.45,-,-10.11,11.35,-0.03,31.48,-10.56,4.66,Upgrade
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,19.02,Upgrade
14,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-16.63,Upgrade
15,Gain (Loss) on Sale of Investments,0.45,-,0.52,-,-1.68,-2.41,1.86,0.54,0.3,-1.59,Upgrade
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-1.14,-,-2.16,-,-0.01,Upgrade
17,Asset Writedown,-,-,-0.12,-,-,-,-,-,-0.29,-2.46,Upgrade
18,Other Unusual Items,-,-,-,-,-,0.13,-,-3.71,3.71,-,Upgrade
19,Pretax Income,-12.19,-,-16.05,-,-11.79,7.94,1.83,26.14,-6.84,2.99,Upgrade
20,Income Tax Expense,-0.11,-,-1.55,-,-1.86,3.03,2.23,3.69,1.37,4.94,Upgrade
21,Earnings From Continuing Operations,-12.07,-,-14.5,-,-9.93,4.91,-0.4,22.45,-8.21,-1.94,Upgrade
22,Earnings From Discontinued Operations,-,-,3.57,-,-,-,-,-,-,-,Upgrade
23,Net Income to Company,-12.07,-,-10.93,-,-9.93,4.91,-0.4,22.45,-8.21,-1.94,Upgrade
24,Minority Interest in Earnings,-0.12,-,-3.2,-,-1.67,-1.87,-3.77,-3.21,-1.54,0.09,Upgrade
25,Net Income,-12.2,-,-14.13,-,-11.6,3.04,-4.17,19.24,-9.74,-1.85,Upgrade
26,Net Income to Common,-12.2,-,-14.13,-,-11.6,3.04,-4.17,19.24,-9.74,-1.85,Upgrade
27,Net Income Growth,-,-,-,-,-,-84.23%,-,-,-,-,Upgrade
28,Shares Outstanding (Basic),288,-,288,-,288,288,288,288,288,288,Upgrade
29,Shares Outstanding (Diluted),288,-,288,-,288,288,288,288,288,288,Upgrade
30,Shares Change (YoY),-,-,-,-,-,-,-,-,-,0.00%,Upgrade
31,EPS (Basic),-0.04,-,-0.05,-,-0.04,0.01,-0.01,0.07,-0.03,-0.01,Upgrade
32,EPS (Diluted),-0.04,-,-0.05,-,-0.04,0.01,-0.01,0.07,-0.03,-0.01,Upgrade
33,EPS Growth,-,-,-,-,-,-84.23%,-,-,-,-,Upgrade
34,Free Cash Flow,5.15,-,-28.09,-,-43.39,59.65,-80.01,80.27,-4.49,48.78,Upgrade
35,Free Cash Flow Per Share,0.02,-,-0.10,-,-0.15,0.21,-0.28,0.28,-0.02,0.17,Upgrade
36,Operating Margin,-4.99%,-,-6.58%,-,-4.65%,1.04%,-0.31%,-0.47%,-1.29%,1.72%,Upgrade
37,Profit Margin,-5.91%,-,-6.01%,-,-3.41%,0.69%,-0.98%,4.74%,-3.13%,-0.51%,Upgrade
38,Free Cash Flow Margin,2.49%,-,-11.95%,-,-12.75%,13.66%,-18.82%,19.76%,-1.44%,13.33%,Upgrade
39,EBITDA,1.89,-,1.33,-,8.32,-13.88,29.74,-18.98,22.83,-9.95,Upgrade
40,D&A For EBITDA,12.19,-11.3,16.79,-14.03,24.15,-18.43,31.05,-17.09,26.83,-16.25,Upgrade
41,EBIT,-10.3,-,-15.47,-,-15.83,4.55,-1.31,-1.89,-4,6.31,Upgrade
