,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,89,141,135,225,245,259,291,303,216,303,458,Upgrade
1,Market Cap Growth,-24.62%,-37.18%,-44.71%,-13.33%,-15.84%,-14.29%,34.67%,0%,-52.83%,-51.39%,-38.85%,Upgrade
2,Enterprise Value,117,165,204,267,309,281,363,272,245,248,502,Upgrade
3,Last Close Price,0.31,0.49,0.47,0.78,0.85,0.90,1.01,1.05,0.75,1.05,1.59,Upgrade
4,PE Ratio,-,-,-,-,-,-,-255.61,-,22.76,-,-,Upgrade
5,PS Ratio,0.21,0.68,-,0.96,-,0.33,0.34,0.36,0.30,0.45,0.67,Upgrade
6,PB Ratio,0.22,0.35,0.32,0.46,0.48,0.51,0.56,0.60,0.44,0.68,1.02,Upgrade
7,P/TBV Ratio,0.36,0.36,0.33,0.57,0.59,0.61,0.66,0.71,0.51,0.79,1.18,Upgrade
8,P/FCF Ratio,6.17,27.44,-,-,-,-,-14.30,-,2.85,-,37.04,Upgrade
9,P/OCF Ratio,7.74,22.83,-,-,-,-,-69.40,-,2.70,-,15.18,Upgrade
10,EV/Sales Ratio,0.27,0.80,-,1.14,-,0.36,0.42,0.33,0.34,0.37,0.73,Upgrade
11,EV/EBITDA Ratio,-,87.32,-,201.29,-,-50.58,-,25.27,-,19.22,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,112.01,-,-,-,25.88,Upgrade
13,EV/FCF Ratio,8.07,32.09,-,-,-,-,-17.86,-,3.23,-,40.60,Upgrade
14,Debt / Equity Ratio,0.28,0.28,0.28,0.24,0.29,0.33,0.35,0.38,0.37,0.48,0.40,Upgrade
15,Debt / FCF Ratio,7.69,21.63,-,-,-,-,-9.03,-,2.38,-,14.51,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,0.54%,-,-,-,3.96%,Upgrade
17,Earnings Yield,-21.60%,-8.63%,-,-6.29%,-,-3.30%,-0.39%,4.98%,4.39%,-3.83%,-2.56%,Upgrade
18,FCF Yield,16.20%,3.64%,-,-12.49%,-,6.27%,-6.99%,0.09%,35.05%,14.63%,2.70%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-0.00%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-0.00%,Upgrade,
