,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,563280,529518,441613,429900,434896,346236,303919,314394,422225,295439,281992,278933,270469,259124,292979,236268,287922,271741,213354,231980,Upgrade
1,Short-Term Investments,533141,531526,415396,363567,312811,307631,307631,306631,203607,340467,337467,291637,286180,286740,286740,288127,267127,267297,225407,225407,Upgrade
2,Cash & Short-Term Investments,1096421,1061044,857009,793467,747707,653866,611549,621024,625832,635906,619459,570570,556649,545864,579719,524395,555050,539038,438762,457387,Upgrade
3,Cash Growth,46.64%,62.27%,40.14%,27.77%,19.47%,2.82%,-1.28%,8.84%,12.43%,16.50%,6.85%,8.81%,0.29%,1.27%,32.13%,14.65%,23.20%,35.35%,12.58%,18.97%,Upgrade
4,Accounts Receivable,473297,495522,369482,324244,309286,381599,244277,272925,242075,190805,276389,383487,273498,199640,311025,305727,190316,302917,331532,233436,Upgrade
5,Other Receivables,10150,7967,8114,9838,35879,12349,11629,6594,31746,7927,6468,9635,40743,12392,6045,7009,4590,5903,8014,5673,Upgrade
6,Receivables,483447,503489,377595,334082,345165,393948,255907,281369,273820,200582,282857,394972,314240,213882,317070,314586,194906,310670,341396,240960,Upgrade
7,Inventory,1002737,890271,1035508,896284,1027930,1020054,1225088,1137142,1255053,1340094,1518779,1424778,1463732,1316578,1410416,996909,1006920,826720,997394,843185,Upgrade
8,Prepaid Expenses,4292,4676,6274,4450,3294,3887,5862,4601,5634,9388,12777,10858,11193,8131,9955,7749,6844,8209,9670,8646,Upgrade
9,Other Current Assets,103139,79066,106433,80190,6658,26695,52765,60139,6396,49825,75408,75103,5446,30961,38886,61172,20181,33639,41482,53102,Upgrade
10,Total Current Assets,2690037,2538546,2382820,2108473,2130754,2098450,2151171,2104276,2166736,2235795,2509280,2476279,2351260,2115417,2356046,1904810,1783901,1718278,1828704,1603280,Upgrade
11,"Property, Plant & Equipment",911411,924492,987501,800076,821467,848581,870949,879814,905105,911543,900483,902598,884276,856198,847191,789602,815628,842381,868616,895216,Upgrade
12,Long-Term Investments,4805,4803,4803,4803,4803,13137,13137,86691,85704,89885,89084,87536,86355,80857,79567,79369,77681,70607,68279,71190,Upgrade
13,Other Intangible Assets,179313,178651,179213,179814,180436,177973,178486,179019,179420,179960,180518,180876,181429,181937,182615,182942,183299,183939,184570,185276,Upgrade
14,Long-Term Deferred Tax Assets,12525,13489,13489,14500,14500,8073,8073,9812,9812,8594,8594,9126,9126,11941,11941,16517,16517,20097,20097,15453,Upgrade
15,Other Long-Term Assets,97443,98729,124487,126938,127404,129040,126861,128561,130290,101183,96051,93591,93945,94651,96143,97323,99397,100396,101224,105011,Upgrade
16,Total Assets,3895534,3758710,3692315,3234604,3279364,3275253,3348677,3388172,3477067,3526959,3784009,3750006,3606391,3341001,3573503,3070563,2976423,2935698,3071490,2875426,Upgrade
17,Accounts Payable,478546,450855,550480,252274,265311,170843,222241,192964,176425,185617,445624,477825,553869,413933,668090,355344,259667,252137,303806,216530,Upgrade
18,Accrued Expenses,254735,226035,196058,159989,196658,214871,190240,146454,228447,218898,189423,152778,208018,220223,211524,144195,233028,229960,207073,144068,Upgrade
19,Short-Term Debt,711645,697348,633782,561887,605329,685576,761138,728814,757075,865169,1005728,1016406,869136,771217,783905,720592,667382,663392,812368,817864,Upgrade
20,Current Portion of Long-Term Debt,-,22015,28022,16015,24022,22015,28022,24022,32030,24022,32030,12495,20970,8612,8612,10414,10414,13241,43256,22619,Upgrade
