,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,117600,111600,118800,135600,118800,117600,122400,117600,116400,133200,163200,171600,232800,204000,181200,128400,97200,112800,111600,123600,82800,Upgrade
1,Market Cap Growth,-5.10%,-5.10%,-2.94%,15.31%,2.06%,-11.71%,-25.00%,-31.47%,-50.00%,-34.71%,-9.93%,33.64%,139.51%,80.85%,62.37%,3.88%,17.39%,36.23%,52.46%,101.96%,-8.00%,Upgrade
2,Enterprise Value,-22242,-20028,-14270,14743,-2057,8780,10485,15453,20237,36908,48852,164983,109970,84649,61849,33486,-17087,13913,12713,23685,-14689,Upgrade
3,Last Close Price,9800.00,9300.00,9900.00,10470.64,9173.39,9080.73,9451.38,9080.73,8074.03,9239.36,11320.29,10638.27,14432.33,12646.89,11233.41,7385.66,5591.01,6488.34,6419.31,6361.19,4261.38,Upgrade
4,PE Ratio,11.88,-,12.30,12.04,12.89,-,-140.83,37.86,9.83,-,4.03,4.11,6.69,5.55,8.11,8.95,5.30,11.77,-,12.56,8.39,Upgrade
5,PS Ratio,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.10,0.10,0.10,0.09,0.07,0.08,0.08,0.08,0.06,Upgrade
6,PB Ratio,0.83,0.78,0.83,0.89,0.82,0.81,-,0.75,0.75,0.86,1.01,0.97,1.37,1.27,-,0.85,0.65,0.81,0.80,0.81,0.57,Upgrade
7,P/TBV Ratio,0.78,0.78,0.83,0.89,0.82,0.81,-,0.75,0.75,0.86,1.01,0.97,1.37,1.27,-,0.85,0.65,0.81,0.80,0.81,0.57,Upgrade
8,P/FCF Ratio,4.37,4.15,6.09,6.82,5.12,-,5.39,6.84,1.01,-,-26.56,14.98,-,-,4.79,4.17,-,4.29,9.01,-,-3.18,Upgrade
9,P/OCF Ratio,3.94,3.94,6.01,6.35,4.81,-,5.06,6.31,0.99,-,-34.74,14.71,-,-,4.72,4.10,-,4.17,8.26,-,-3.34,Upgrade
10,EV/Sales Ratio,-,-,-,0.01,-,0.00,0.00,0.01,0.01,0.01,0.02,0.06,0.05,0.04,0.04,0.02,-,0.01,0.01,0.02,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,1.07,-,1.22,-1.48,-57.24,1.80,-,1.04,3.34,2.83,2.05,2.57,2.71,-,-,-,2.73,-,Upgrade
12,EV/EBIT Ratio,-,-,-,1.39,-,-,-,-4.25,2.57,-,1.12,3.59,3.11,2.24,3.03,3.87,-,-,-,4.56,-,Upgrade
13,EV/FCF Ratio,-0.83,-,-,0.74,-,-,0.46,0.90,0.17,-,-7.95,14.40,-,-,1.63,1.09,-,0.53,1.03,-,-,Upgrade
14,Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,-,-,0.11,-,-,-,-,-,-,-,-,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,0.43,-,-,-,-,-,-,-,-,Upgrade
16,Asset Turnover,8.61,8.23,-,-,-,-,11.60,-,9.93,10.73,11.74,10.98,-,-,6.83,8.83,6.02,5.17,9.50,-,Upgrade,
17,Inventory Turnover,66.45,32.08,24.92,-,-,-,-,40.96,-,22.73,23.61,26.01,29.01,-,-,37.55,66.57,96.87,33.01,43.76,-,Upgrade
18,Quick Ratio,2.94,2.94,1.38,1.61,-,3.34,-,2.34,1.80,2.50,1.08,2.01,0.39,1.99,-,0.80,1.56,2.55,2.55,3.47,4.16,Upgrade
19,Current Ratio,3.65,3.65,2.33,2.67,-,4.24,-,3.98,3.48,4.23,2.57,3.75,2.24,3.10,-,1.80,2.84,3.43,3.43,5.26,6.11,Upgrade
20,Return on Equity (ROE),-0.01%,1.42%,14.27%,13.01%,-,-,8.24%,-,-20.33%,14.45%,27.66%,18.86%,-,-,13.35%,26.98%,0.49%,-1.70%,24.19%,-,Upgrade,
21,Return on Assets (ROA),-4.79%,-3.64%,-,-,-,-,4.10%,-,-16.22%,6.04%,14.04%,9.20%,-,-,4.09%,14.77%,-6.08%,-4.42%,11.40%,-,Upgrade,
22,Return on Capital (ROIC),-7.33%,-5.94%,10.84%,9.74%,-,-,5.55%,-,-23.37%,8.83%,20.55%,13.89%,-,-,7.35%,20.93%,-8.20%,-5.65%,13.62%,-,Upgrade,
23,Return on Capital Employed (ROCE),2.50%,-,-,6.98%,-,-,-,-2.31%,5.04%,-,26.83%,26.04%,20.79%,23.48%,-,5.71%,8.26%,-,-,3.39%,4.66%,Upgrade
24,Earnings Yield,8.42%,9.40%,8.13%,8.31%,7.76%,5.38%,-0.71%,2.64%,10.18%,13.40%,24.81%,24.33%,14.95%,18.02%,12.33%,11.17%,18.87%,8.50%,8.07%,7.96%,11.92%,Upgrade
