,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,464920,494920,667611,594057,543113,493562,615157,507370,554980,663403,783197,723259,612224,528054,463172,452925,283859,241965,423599,384484,Upgrade
1,Other Revenue,5358,-,-,-,-12845,-,-,-,10744,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Revenue,470278,494920,667611,594057,530268,493562,615157,507370,565724,663403,783197,723259,612224,528054,463172,452925,283859,241965,423599,384484,Upgrade
3,Revenue Growth (YoY),-11.31%,0.28%,8.53%,17.09%,-6.27%,-25.60%,-21.46%,-29.85%,-7.60%,25.63%,69.09%,59.69%,115.68%,118.24%,9.34%,17.80%,-18.93%,-26.13%,26.94%,-0.98%,Upgrade
4,Cost of Revenue,452915,481408,643502,572097,512486,474988,593793,488759,552287,641788,752878,700368,574587,505415,444562,425186,268983,230342,398623,369793,Upgrade
5,Gross Profit,17364,13512,24109,21959,17783,18573,21364,18611,13437,21615,30319,22891,37637,22639,18610,27739,14876,11623,24976,14691,Upgrade
6,"Selling, General & Admin",21546,17014,17691,16336,18476,19322,17882,16921,28220,15642,15339,13191,24840,14213,14178,15615,19464,14933,16843,13999,Upgrade
7,Operating Expenses,21546,17014,17691,16336,18476,19322,17882,16921,28220,15642,15339,13191,24840,14213,14178,15615,19464,14933,16843,13999,Upgrade
8,Operating Income,-4182,-3501,6418,5623,-693.66,-749.24,3482,1689,-14782,5973,14981,9700,12797,8427,4432,12123,-4587,-3310,8133,692.52,Upgrade
9,Interest Expense,-7.53,-,-,-,-,-,-18.49,-,-,-,-36.17,-291.97,-35.41,-149.59,-50.82,-398.03,-,-,-,-,Upgrade
10,Interest & Investment Income,550.02,317.8,169.98,162.84,276.62,506.3,576.43,516.76,390.97,581.13,20.27,336.7,308.8,557.17,259.46,449.13,470.01,523.74,706.63,533.23,Upgrade
11,Other Non Operating Income (Expenses),4104,3835,14.34,134.97,1801,2909,1.05,48.75,4388,1081,1.66,9.95,5326,382.04,1648,31.12,4028,2033,2447,37.51,Upgrade
