,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q1 2020,Q4 2016,Q3 2016,Q2 2016,Q1 2016,Q4 2015,Q3 2015,Q2 2015,+1 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Mar '20 Mar 31, 2020","Dec '16 Dec 31, 2016","Sep '16 Sep 30, 2016","Jun '16 Jun 30, 2016","Mar '16 Mar 31, 2016","Dec '15 Dec 31, 2015","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015",+1 Quarters
0,Operating Revenue,147.47,134.28,130.17,110.91,98.07,120.67,114.06,125.07,99.03,130.97,94.89,111.96,38.69,35.46,35.46,29.47,29.47,31.7,31.7,14.97,Upgrade
1,Other Revenue,-,-0.07,0.07,-,0.16,-0.03,0.03,-,1.89,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Revenue,147.47,134.21,130.24,110.91,98.23,120.63,114.1,125.07,100.92,130.97,94.89,111.96,38.69,35.46,35.46,29.47,29.47,31.7,31.7,14.97,Upgrade
3,Revenue Growth (YoY),50.13%,11.25%,14.15%,-11.32%,-2.66%,-7.89%,20.24%,11.71%,160.81%,269.29%,167.56%,279.92%,31.30%,11.88%,11.88%,96.80%,96.80%,-,-,-,Upgrade
4,Cost of Revenue,-194.62,61.26,77.33,56.03,57.91,54.83,60.02,60.44,57.85,63.99,55.36,55.08,20.32,19.32,19.32,18.11,18.11,19.73,19.73,8.56,Upgrade
5,Gross Profit,342.09,72.95,52.91,54.88,40.32,65.81,54.07,64.63,43.06,66.97,39.52,56.88,18.38,16.15,16.15,11.36,11.36,11.97,11.97,6.41,Upgrade
6,"Selling, General & Admin",-90.12,30.39,28.89,30.84,30.05,28.78,31.67,26.28,28.28,24.41,20.89,23.83,12.04,9.41,9.41,7.11,7.11,7.34,7.34,4.7,Upgrade
7,Research & Development,-50.89,17.46,15.91,17.52,14.43,19.47,16.51,16.73,15.74,13.54,12.01,13.11,8.23,-,-,-,-,-,-,-,Upgrade
8,Other Operating Expenses,471.6,0.61,2.34,0.17,0.01,1.06,0.11,0.14,10.16,-7.57,-0.11,0.2,0.6,0.57,0.57,0.26,0.26,0.2,0.2,0.18,Upgrade
9,Operating Expenses,327.48,49.19,48.73,49.32,43.85,50.13,49.02,45.29,54.19,31.13,33.07,37.76,19.6,9.98,9.98,7.37,7.37,7.54,7.54,4.89,Upgrade
10,Operating Income,14.61,23.76,4.18,5.56,-3.53,15.67,5.06,19.34,-11.13,35.84,6.45,19.12,-1.22,6.17,6.17,4,4,4.43,4.43,1.53,Upgrade
11,Interest Expense,-5.04,-0.96,-0.79,-0.46,-0.32,-0.24,-0.43,-0.62,-0.76,-0.57,-0.54,-0.51,-0.45,-,-,-,-,-,-,-,Upgrade
12,Interest & Investment Income,2.21,1.02,1.33,2.69,4.42,0.99,1.52,1,0.12,0.03,-,0.04,0.16,-,-,-,-,-,-,-,Upgrade
13,Currency Exchange Gain (Loss),-,-1.02,1.02,-,0.62,-3.83,3.83,-,8.55,-4.73,4.73,-,0.9,-,-,-,-,-,-,-,Upgrade
14,Other Non Operating Income (Expenses),2.05,-1.87,-0.46,0.35,-2.54,1.75,1.87,-2.69,-9.19,9.42,-0.31,-0.1,-0.1,1.03,1.03,0.26,0.26,0.03,0.03,-0.15,Upgrade
15,EBT Excluding Unusual Items,13.83,20.92,5.28,8.14,-1.36,14.35,11.84,17.03,-12.42,40,10.33,18.55,-0.71,7.2,7.2,4.25,4.25,4.46,4.46,1.38,Upgrade
16,Gain (Loss) on Sale of Investments,-1.67,1.08,0.57,0.02,-0.12,3.02,3.48,0.24,-0.18,-1.55,-0.96,-,-,-,-,-,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Assets,-0.08,0.04,0.03,0.01,-0.21,-,-,-,-0.01,0,-0,-,-,-,-,-,-,-,-,-,Upgrade
18,Asset Writedown,12.55,-12.55,3.39,-3.39,9.44,-9.44,1.48,-1.48,8.75,-8.75,3.42,-3.42,-0.03,-1.65,-1.65,-0.76,-0.76,-1.1,-1.1,-0.99,Upgrade
19,Other Unusual Items,-1.93,0.32,1.42,0.18,5.66,-0.24,0.24,-,9.9,0.11,-0.11,-,1.53,-,-,-,-,-,-,-,Upgrade
20,Pretax Income,22.7,9.81,10.7,4.96,13.41,7.68,17.05,15.78,6.04,29.8,12.68,15.13,0.79,5.55,5.55,3.49,3.49,3.36,3.36,0.39,Upgrade
21,Income Tax Expense,5,0.89,-0.59,0.68,2.99,-0.02,2.42,1.81,-0.46,3.39,0.46,1.25,0.14,0.48,0.48,0.54,0.54,0.2,0.2,0.21,Upgrade
22,Net Income,17.7,8.92,11.29,4.28,10.42,7.71,14.63,13.97,6.5,26.41,12.22,13.88,0.65,5.08,5.08,2.95,2.95,3.16,3.16,0.18,Upgrade
23,Net Income to Common,17.7,8.92,11.29,4.28,10.42,7.71,14.63,13.97,6.5,26.41,12.22,13.88,0.65,5.08,5.08,2.95,2.95,3.16,3.16,0.18,Upgrade
24,Net Income Growth,69.91%,15.76%,-22.81%,-69.36%,60.18%,-70.83%,19.70%,0.70%,904.27%,420.45%,140.78%,370.60%,-78.03%,60.40%,60.40%,1551.59%,1551.59%,-,-,-,Upgrade
25,Shares Outstanding (Basic),52,53,53,53,53,53,53,40,40,40,40,40,39,34,34,37,37,35,35,36,Upgrade
26,Shares Outstanding (Diluted),52,53,53,53,53,53,53,40,40,40,40,40,39,34,34,37,37,35,35,36,Upgrade
27,Shares Change (YoY),-1.07%,0.03%,0.03%,33.28%,33.36%,33.31%,33.34%,0.01%,1.48%,14.90%,14.89%,7.44%,5.87%,-0.59%,-0.59%,3.22%,3.22%,-,-,-,Upgrade
28,EPS (Basic),0.34,0.17,0.21,0.08,0.20,0.15,0.28,0.35,0.16,0.67,0.31,0.35,0.02,0.15,0.15,0.08,0.08,0.09,0.09,0.01,Upgrade
29,EPS (Diluted),0.34,0.17,0.21,0.08,0.20,0.15,0.28,0.35,0.16,0.67,0.31,0.35,0.02,0.15,0.15,0.08,0.08,0.09,0.09,0.01,Upgrade
30,EPS Growth,71.75%,15.73%,-22.84%,-77.01%,20.11%,-78.12%,-10.23%,0.68%,889.61%,352.94%,109.57%,338.00%,-79.25%,61.34%,61.34%,1500.00%,1500.00%,-,-,-,Upgrade
31,Free Cash Flow,-,-61.84,-101.61,-94.4,-33.69,-108.13,-33.92,-45.79,5.81,1.27,-8.45,-9.47,-9,5.76,5.76,0.05,0.05,7.01,7.01,-1.65,Upgrade
32,Free Cash Flow Per Share,-,-1.17,-1.92,-1.79,-0.64,-2.05,-0.64,-1.16,0.15,0.03,-0.21,-0.24,-0.23,0.17,0.17,0.00,0.00,0.20,0.20,-0.05,Upgrade
33,Dividend Per Share,-,-,-,-,0.650,-,-,-,0.700,-,-,-,-,-,-,-,-,-,-,-,Upgrade
34,Dividend Growth,-,-,-,-,-7.14%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
35,Gross Margin,231.97%,54.35%,40.63%,49.48%,41.05%,54.55%,47.39%,51.68%,42.67%,51.14%,41.65%,50.81%,47.49%,45.53%,45.53%,38.56%,38.56%,37.76%,37.76%,42.84%,Upgrade
36,Operating Margin,9.91%,17.70%,3.21%,5.01%,-3.60%,12.99%,4.43%,15.46%,-11.03%,27.37%,6.80%,17.08%,-3.16%,17.40%,17.40%,13.56%,13.56%,13.99%,13.99%,10.19%,Upgrade
37,Profit Margin,12.00%,6.65%,8.67%,3.86%,10.61%,6.39%,12.82%,11.17%,6.45%,20.17%,12.88%,12.39%,1.67%,14.31%,14.31%,10.01%,10.01%,9.98%,9.98%,1.19%,Upgrade
38,Free Cash Flow Margin,-,-46.08%,-78.02%,-85.12%,-34.30%,-89.63%,-29.73%,-36.61%,5.76%,0.97%,-8.91%,-8.46%,-23.25%,16.23%,16.23%,0.16%,0.16%,22.11%,22.11%,-11.02%,Upgrade
39,EBITDA,19.62,28.77,12.95,10.57,1.48,20.52,11.31,24.18,-6.29,40.65,11.98,23.92,1.42,8.03,8.03,5.64,5.64,6.03,6.03,3.16,Upgrade
40,EBITDA Margin,13.30%,21.44%,9.94%,9.53%,1.50%,17.01%,9.91%,19.34%,-6.23%,31.04%,12.63%,21.37%,3.67%,22.64%,22.64%,19.15%,19.15%,19.03%,19.03%,21.08%,Upgrade
41,D&A For EBITDA,5.01,5.01,8.76,5.01,5.01,4.84,6.25,4.84,4.84,4.81,5.53,4.81,2.64,1.86,1.86,1.65,1.65,1.6,1.6,1.63,Upgrade
42,EBIT,14.61,23.76,4.18,5.56,-3.53,15.67,5.06,19.34,-11.13,35.84,6.45,19.12,-1.22,6.17,6.17,4,4,4.43,4.43,1.53,Upgrade
43,EBIT Margin,9.91%,17.70%,3.21%,5.01%,-3.60%,12.99%,4.43%,15.46%,-11.03%,27.37%,6.80%,17.08%,-3.16%,17.40%,17.40%,13.56%,13.56%,13.99%,13.99%,10.19%,Upgrade
44,Effective Tax Rate,22.02%,9.07%,-,13.77%,22.31%,-,14.19%,11.47%,-,11.36%,3.66%,8.28%,17.63%,8.60%,8.60%,15.55%,15.55%,5.85%,5.85%,53.71%,Upgrade
45,Revenue as Reported,-,134.21,130.24,110.91,98.23,120.63,114.1,125.07,100.92,130.97,94.89,111.96,38.69,35.46,35.46,29.47,29.47,31.7,31.7,14.97,Upgrade
