,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,663,326,366,366,414,245,296,245,192,230,252,312,303,299,354,406,356,208,198,239,318,Upgrade
1,Market Cap Growth,33.31%,33.31%,23.79%,49.47%,115.09%,6.30%,17.27%,-21.51%,-36.53%,-23.03%,-28.72%,-23.21%,-14.95%,44.05%,78.75%,69.93%,11.92%,-37.93%,-51.02%,-41.06%,-47.84%,Upgrade
2,Enterprise Value,217,-89,-46,127,175,40,93,127,75,151,173,335,326,311,365,436,386,175,166,600,679,Upgrade
3,Last Close Price,0.34,0.17,0.17,0.17,0.22,0.13,0.15,0.13,0.10,0.12,0.13,0.16,0.16,0.16,0.18,0.21,0.20,0.12,0.11,0.14,0.18,Upgrade
4,PE Ratio,6.86,3.50,4.56,5.42,6.89,4.47,5.76,5.54,5.28,7.27,5.12,4.82,-154.66,-4.45,-2.00,-,-,-,-,-,-,Upgrade
5,PS Ratio,1.87,0.95,1.17,1.28,1.57,0.97,1.26,1.22,1.22,1.82,1.91,2.40,1.65,1.25,1.06,0.94,0.48,0.20,0.12,0.10,0.11,Upgrade
6,PB Ratio,0.87,0.43,0.47,0.49,0.57,0.35,0.42,0.35,0.28,0.28,0.29,0.36,0.36,0.36,0.43,0.54,0.49,0.29,0.28,0.27,0.36,Upgrade
7,P/TBV Ratio,0.43,0.43,0.48,0.50,0.58,0.41,0.49,0.41,0.33,0.34,0.35,0.43,0.43,0.43,0.51,0.65,0.59,0.35,0.33,0.31,0.42,Upgrade
8,P/FCF Ratio,4.95,2.47,2.88,2.98,3.39,1.96,2.16,1.75,1.67,2.30,7.68,-7.86,-3.55,-,-,-,-,-,-,1.11,12.26,Upgrade
9,P/OCF Ratio,2.41,2.44,2.83,2.91,3.33,1.93,2.13,1.74,1.65,2.26,7.00,-8.83,-3.77,-,-,-,-,-,-,0.98,4.11,Upgrade
10,PEG Ratio,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,Upgrade
11,EV/Sales Ratio,0.63,-,-,0.45,0.66,0.16,0.40,0.63,0.47,1.20,1.31,2.58,1.78,1.30,1.10,1.01,0.52,0.17,0.10,0.25,0.23,Upgrade
12,EV/EBITDA Ratio,1.76,-,-,1.22,1.77,0.41,0.99,1.52,0.99,2.05,5.21,-29.55,-4.30,-,-,-,-,-,-,-,-,Upgrade
13,EV/EBIT Ratio,2.20,-,-,1.51,2.20,0.52,1.30,2.10,1.45,3.26,45.24,-8.17,-3.11,-,-,-,-,-,-,-,-,Upgrade
14,EV/FCF Ratio,1.62,-,-,1.03,1.43,0.32,0.68,0.91,0.65,1.51,5.28,-8.45,-3.83,-,-,-,-,-,-,2.80,26.14,Upgrade
15,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.06,0.06,Upgrade
16,Debt / EBITDA Ratio,0.05,0.04,0.04,0.09,0.09,0.38,0.36,0.39,0.40,0.57,0.57,0.54,0.54,-,-,-,-,-,-,-,-,Upgrade
17,Debt / FCF Ratio,0.04,0.04,0.05,0.08,0.08,0.31,0.29,0.29,0.34,0.43,1.38,-1.14,-0.52,-,-,-,-,-,-,0.24,1.95,Upgrade
18,Asset Turnover,0.41,0.41,0.37,0.37,0.28,0.29,0.32,0.32,0.13,0.13,0.13,0.13,0.12,0.12,0.35,0.33,0.46,0.40,1.18,0.78,Upgrade,
19,Inventory Turnover,92.53,78.36,46.27,31.70,49.01,78.91,-,-,-,-,-,-,-,-,-,4.07,2.70,3.49,2.38,7.33,3.01,Upgrade
20,Quick Ratio,3.82,3.82,3.82,2.98,2.98,2.74,2.74,2.23,2.23,2.87,2.87,2.70,2.70,2.25,2.25,1.13,1.13,0.87,0.87,0.95,0.95,Upgrade
21,Current Ratio,3.85,3.85,3.85,3.03,3.03,2.76,2.76,2.24,2.24,2.88,2.88,2.71,2.71,2.25,2.25,1.52,1.52,1.35,1.35,1.51,1.51,Upgrade
22,Return on Equity (ROE),15.71%,16.15%,9.28%,9.17%,9.79%,10.06%,6.58%,6.39%,5.62%,5.59%,2.03%,2.04%,13.42%,13.98%,-32.10%,-31.92%,-43.23%,-38.69%,-176.31%,-119.74%,Upgrade,
23,Return on Assets (ROA),7.72%,7.79%,6.06%,5.99%,6.02%,6.08%,5.59%,5.60%,2.84%,2.84%,3.08%,3.08%,-8.08%,-7.98%,-12.57%,-12.04%,-18.75%,-16.18%,-63.41%,-42.04%,Upgrade,
24,Return on Capital (ROIC),8.95%,9.18%,7.26%,7.04%,6.95%,7.13%,6.66%,6.53%,3.25%,3.23%,3.49%,3.52%,-9.31%,-9.72%,-16.23%,-16.25%,-26.41%,-23.27%,-92.68%,-56.31%,Upgrade,
25,Return on Capital Employed (ROCE),12.79%,12.60%,11.62%,11.21%,10.86%,10.92%,10.08%,8.57%,7.44%,5.42%,0.42%,-4.52%,-11.74%,-,-,-,-,-,-,-,-,Upgrade
26,Earnings Yield,14.23%,28.54%,21.92%,18.46%,14.51%,22.38%,17.36%,18.06%,18.93%,13.76%,19.54%,20.74%,-0.65%,-22.49%,-49.97%,-70.72%,-170.37%,-433.76%,-523.11%,-500.62%,-338.05%,Upgrade
27,FCF Yield,20.19%,40.41%,34.71%,33.60%,29.50%,51.08%,46.29%,57.13%,59.89%,43.45%,13.01%,-12.72%,-28.15%,-43.73%,-39.43%,-36.90%,-4.33%,52.39%,80.46%,89.69%,8.16%,Upgrade
28,Dividend Yield,2.98%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Payout Ratio,17.02%,26.66%,26.66%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Buyback Yield / Dilution,-6.50%,-9.07%,-9.07%,-3.93%,-3.93%,-,-,-,-,7.06%,2.74%,-5.45%,-5.45%,-18.36%,-13.10%,-4.32%,-4.32%,-,-,-,-,Upgrade
31,Total Shareholder Return,-3.51%,-9.07%,-9.07%,-3.93%,-3.93%,-,-,-,-,7.06%,2.74%,-5.45%,-5.45%,-18.36%,-13.10%,-4.32%,-4.32%,-,-,-,-,Upgrade
