,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,410.2,410.2,366.27,366.27,329.66,311.7,279.64,279.64,226.37,226.37,227.49,227.49,122.65,122.65,124.57,124.57,93.18,93.18,182.06,182.06,Upgrade
1,Short-Term Investments,3.53,3.53,3.03,3.03,1.99,1.88,2.08,2.08,1.41,1.41,1.54,1.54,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,10.32,10.32,21.31,21.31,20.9,19.76,30.69,30.69,35.63,35.63,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,424.05,424.05,390.61,390.61,352.54,333.34,312.41,312.41,263.41,263.41,229.03,229.03,122.65,122.65,124.57,124.57,93.18,93.18,182.06,182.06,Upgrade
4,Cash Growth,20.28%,27.21%,25.03%,25.03%,33.84%,26.55%,36.41%,36.41%,114.77%,114.77%,83.86%,83.86%,31.62%,31.62%,-31.58%,-31.58%,-37.73%,-37.73%,-2.39%,-2.39%,Upgrade
5,Accounts Receivable,2.53,2.53,3.27,3.27,5.6,5.3,11.39,11.39,10.18,10.18,7.65,7.65,20.92,20.92,24.25,24.25,57.61,57.61,64.88,64.88,Upgrade
6,Other Receivables,8.77,8.77,13.47,13.47,14.13,13.36,16.47,16.47,24.2,24.2,24.02,24.02,95.83,95.83,69.08,69.08,91.43,91.43,142.69,142.69,Upgrade
7,Receivables,11.3,11.3,16.74,16.74,19.73,18.66,27.86,27.86,34.38,34.38,31.67,31.67,116.75,116.75,93.33,93.33,149.03,149.03,207.56,207.56,Upgrade
8,Inventory,2.12,2.12,5.06,5.06,1.37,1.3,-,-,-,-,-,-,-,-,41.57,41.57,83.66,83.66,162.01,162.01,Upgrade
9,Other Current Assets,1.36,1.36,1.43,1.43,1.35,1.28,1.27,1.27,1.1,1.1,1.37,1.37,-,-,32.08,32.08,52.65,52.65,71.71,71.71,Upgrade
10,Total Current Assets,438.82,438.82,413.83,413.83,375,354.58,341.54,341.54,298.88,298.88,262.07,262.07,239.39,239.39,291.54,291.54,378.52,378.52,623.35,623.35,Upgrade
11,"Property, Plant & Equipment",5.23,5.23,7.08,7.08,7.87,7.44,8.91,8.91,7.2,7.2,32.26,32.26,32.58,32.58,29.06,29.06,159.34,159.34,235.89,235.89,Upgrade
12,Long-Term Investments,1.15,1.15,1.1,1.1,1.08,1.02,1.04,1.04,1.19,1.19,1.2,1.2,1.18,1.18,1.04,1.04,1.04,1.04,2.48,2.48,Upgrade
13,Other Long-Term Assets,386.06,386.06,394.46,394.46,409.3,387.01,426.63,426.63,528.22,528.22,541.19,541.19,562.88,562.88,537.04,537.04,395.55,395.55,369.65,369.65,Upgrade
14,Total Assets,831.27,831.27,816.48,816.48,793.24,750.05,778.12,778.12,835.49,835.49,836.72,836.72,836.02,836.02,858.68,858.68,934.44,934.44,1231,1231,Upgrade
15,Accounts Payable,31.79,31.79,37.15,37.15,24.1,22.79,31.33,31.33,3.16,3.16,4.11,4.11,16.97,16.97,69.2,69.2,115.94,115.94,138.7,138.7,Upgrade
16,Accrued Expenses,20.17,20.17,18.71,18.71,15.04,14.22,13.05,13.05,13.67,13.67,12.64,12.64,18.4,18.4,9.12,9.12,-,-,45.59,45.59,Upgrade
17,Current Portion of Long-Term Debt,-,-,-,-,30.74,29.07,28.31,28.31,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Current Portion of Leases,3.36,3.36,5.83,5.83,3.43,3.24,3.4,3.4,3.4,3.4,3.11,3.11,3.04,3.04,2.99,2.99,11.19,11.19,25.62,25.62,Upgrade
19,Current Income Taxes Payable,24.01,24.01,23.61,23.61,23.97,22.67,23.61,23.61,28.61,28.61,29.69,29.69,29.52,29.52,5.78,5.78,5.74,5.74,5.17,5.17,Upgrade
20,Current Unearned Revenue,12.9,12.9,34.2,34.2,23.22,21.96,33.18,33.18,34.05,34.05,12.74,12.74,7.47,7.47,25.53,25.53,7.09,7.09,28.71,28.71,Upgrade
21,Other Current Liabilities,21.81,21.81,17.1,17.1,15.6,14.75,19.94,19.94,20.76,20.76,34.28,34.28,30.99,30.99,79.42,79.42,140,140,168.06,168.06,Upgrade
22,Total Current Liabilities,114.04,114.04,136.6,136.6,136.1,128.69,152.81,152.81,103.64,103.64,96.56,96.56,106.38,106.38,192.04,192.04,279.95,279.95,411.85,411.85,Upgrade
23,Long-Term Debt,-,-,-,-,-,-,-,-,30.52,30.52,29.38,29.38,24.98,24.98,24.57,24.57,-,-,-,-,Upgrade
24,Long-Term Leases,2.04,2.04,3.45,3.45,1.99,1.88,3.84,3.84,2.63,2.63,4.3,4.3,5.86,5.86,-,-,7.17,7.17,20.47,20.47,Upgrade
25,Long-Term Deferred Tax Liabilities,4.12,4.12,4.12,4.12,4.06,3.84,3.88,3.88,4.55,4.55,4.75,4.75,4.6,4.6,4.54,4.54,2.44,2.44,2.69,2.69,Upgrade
26,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,1.98,1.98,-,-,-,-,-,-,Upgrade
27,Total Liabilities,120.2,120.2,144.17,144.17,142.16,134.41,160.53,160.53,141.33,141.33,134.99,134.99,143.8,143.8,221.15,221.15,289.55,289.55,435.01,435.01,Upgrade
28,Common Stock,175.2,175.2,175.2,175.2,167.88,158.74,160.66,160.66,181.41,181.41,181.41,181.41,181.41,181.41,181.41,181.41,164.91,164.91,164.91,164.91,Upgrade
29,Additional Paid-In Capital,128.94,128.94,128.94,128.94,123.78,117.04,111.35,111.35,133.75,133.75,133.75,133.75,133.75,133.75,133.75,133.75,120.28,120.28,120.28,120.28,Upgrade
30,Retained Earnings,431.82,431.82,393.55,393.55,207.13,195.85,282.96,282.96,165.25,165.25,146.13,146.13,138.47,138.47,94.41,94.41,190.82,190.82,311.77,311.77,Upgrade
31,Comprehensive Income & Other,-28.92,-28.92,-29.61,-29.61,57.1,53.99,-25.02,-25.02,104.61,104.61,128.76,128.76,126.44,126.44,118.66,118.66,64.58,64.58,95.75,95.75,Upgrade
32,Total Common Equity,707.05,707.05,668.08,668.08,555.91,525.63,529.96,529.96,585.01,585.01,590.05,590.05,580.07,580.07,528.23,528.23,540.59,540.59,692.71,692.71,Upgrade
33,Minority Interest,4.03,4.03,4.22,4.22,95.18,90,87.63,87.63,109.15,109.15,111.68,111.68,112.16,112.16,109.3,109.3,104.3,104.3,103.64,103.64,Upgrade
34,Shareholders' Equity,711.07,711.07,672.31,672.31,651.09,615.63,617.59,617.59,694.16,694.16,701.73,701.73,692.23,692.23,637.53,637.53,644.89,644.89,796.35,796.35,Upgrade
35,Total Liabilities & Equity,831.27,831.27,816.48,816.48,793.24,750.05,778.12,778.12,835.49,835.49,836.72,836.72,836.02,836.02,858.68,858.68,934.44,934.44,1231,1231,Upgrade
36,Total Debt,5.4,5.4,9.29,9.29,36.16,34.19,35.55,35.55,36.54,36.54,36.79,36.79,33.87,33.87,27.56,27.56,18.35,18.35,46.09,46.09,Upgrade
