,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Market Capitalization,2881,3096,2511,2172,2936,3069,3284,3622,3691,3732,5140,3591,3522,3932,4431,3108,4383,3997,2734,2950,3141,Upgrade
1,Market Cap Growth,0.89%,0.89%,-23.54%,-40.03%,-20.45%,-17.77%,-36.12%,0.85%,4.77%,-5.08%,16.01%,15.56%,-19.63%,-1.65%,62.08%,5.33%,39.55%,19.47%,-24.27%,-25.63%,-9.54%,Upgrade
2,Enterprise Value,3688,3909,3298,2721,3485,3535,3711,3792,3860,3844,5444,3837,3708,3980,4895,3475,4750,4393,3101,3284,3417,Upgrade
3,Last Close Price,6.30,6.77,5.49,4.75,6.42,6.71,7.18,7.92,8.07,8.16,11.24,8.34,8.18,9.13,10.29,8.71,12.28,11.20,7.66,8.26,8.79,Upgrade
4,PE Ratio,-,-,-,-9.84,-,-,-,-,-,-34.27,-38.72,-26.10,-,-,-,192.92,283.83,687.94,393.76,381.81,-,Upgrade
5,PS Ratio,6.18,4.78,3.18,2.42,3.63,2.98,3.32,3.77,3.21,3.59,5.57,4.57,6.08,6.48,6.91,4.80,7.19,7.21,5.28,5.85,5.86,Upgrade
6,PB Ratio,3.07,3.40,2.62,2.18,2.99,2.50,2.59,2.82,2.80,2.76,3.82,3.13,3.18,3.10,3.66,4.48,6.36,6.07,4.22,4.60,4.88,Upgrade
7,P/TBV Ratio,3.68,3.68,2.89,2.45,3.32,2.99,3.12,3.40,3.43,3.42,4.74,4.07,4.13,4.30,4.37,6.33,8.96,8.62,5.93,6.15,6.54,Upgrade
8,P/OCF Ratio,-,-43.60,-,-,-136.04,-25.01,-,-,-,-,-81.11,-,-,-,-,-,292.91,186.56,-79.34,241.62,122.00,Upgrade
9,EV/Sales Ratio,7.76,6.03,4.18,3.04,4.31,3.43,3.75,3.95,3.36,3.70,5.90,4.88,6.40,6.56,7.64,5.36,7.80,7.92,5.98,6.51,6.38,Upgrade
10,EV/EBITDA Ratio,-,-27.99,-,-14.78,-,-,-,-,-,320.22,-471.05,-163.21,-,-,95.56,63.52,94.15,68.64,48.94,53.40,50.48,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-125.66,-103.94,-65.44,-,-,-,144.50,225.26,122.25,85.37,87.87,76.61,Upgrade
12,EV/FCF Ratio,-21.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,1.00,1.00,1.02,1.04,0.88,0.77,0.79,0.75,0.53,0.40,0.34,0.53,0.54,0.39,0.45,0.83,0.62,0.73,0.70,0.71,0.70,Upgrade
14,Debt / EBITDA Ratio,-,17.50,-,20.18,-,-,-,-,-,10.28,5.53,2.76,-,-,13.49,9.67,6.77,7.82,13.03,10.82,3.84,Upgrade
15,Asset Turnover,0.25,0.29,0.40,0.18,0.44,0.43,0.23,0.57,0.43,0.44,0.62,0.42,0.25,0.25,0.35,0.68,0.47,0.36,0.28,0.60,Upgrade,
16,Inventory Turnover,1.55,1.65,2.38,2.97,2.43,2.79,2.69,1.38,3.25,2.17,2.24,3.29,3.32,1.78,1.79,2.10,4.47,3.12,2.83,2.44,4.51,Upgrade
