,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,44521,41884,38865,41432,43966,45215,45770,39628,45458,46499,34354,Upgrade
1,Market Cap Growth,1.09%,1.09%,-11.60%,-8.37%,-3.94%,14.10%,0.69%,-14.78%,32.32%,-15.46%,-24.54%,Upgrade
2,Enterprise Value,168328,164671,165083,161034,158976,169152,173066,169218,173524,167762,137564,Upgrade
3,Last Close Price,64.15,60.35,54.66,56.14,58.65,58.86,58.88,49.91,56.50,57.04,41.27,Upgrade
4,PE Ratio,6.21,5.84,5.17,6.94,9.44,289.07,-,9.05,13.29,11.76,6.29,Upgrade
5,Forward PE,7.96,7.21,6.93,8.19,8.33,8.64,7.97,6.66,7.45,7.97,5.76,Upgrade
6,PS Ratio,2.67,2.52,2.34,2.57,2.85,3.02,2.96,2.49,2.91,3.06,2.35,Upgrade
7,PB Ratio,0.90,0.85,0.82,0.92,1.05,1.11,1.19,0.97,1.17,1.26,0.95,Upgrade
8,P/TBV Ratio,0.85,0.85,0.82,0.92,1.05,1.11,1.19,0.97,1.17,1.26,0.95,Upgrade
9,P/FCF Ratio,60.70,-,-7.92,-,-,7.24,16.64,-15.88,-,-,-,Upgrade
10,P/OCF Ratio,2.10,2.10,1.95,2.32,2.69,2.89,2.99,2.82,3.19,3.28,2.79,Upgrade
11,PEG Ratio,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.30,0.33,1.11,0.49,Upgrade
12,EV/Sales Ratio,10.11,9.89,9.95,9.98,10.29,11.29,11.19,10.63,11.10,11.03,9.42,Upgrade
13,EV/EBITDA Ratio,18.15,17.79,26.42,18.18,17.03,19.53,19.32,18.73,19.18,18.16,14.64,Upgrade
14,EV/EBIT Ratio,18.22,17.82,17.75,18.21,17.01,19.55,19.62,18.75,20.08,18.19,15.05,Upgrade
15,EV/FCF Ratio,229.51,-,-33.65,-,-,27.10,62.94,-67.82,-,-,-,Upgrade
16,Debt / Equity Ratio,2.61,2.61,2.68,2.88,2.95,2.91,3.30,3.19,3.44,3.54,3.49,Upgrade
17,Debt / FCF Ratio,175.92,-,-25.88,-,-,18.93,46.37,-52.54,-,-,-,Upgrade
18,Return on Capital Employed (ROCE),5.38%,5.38%,5.72%,5.45%,6.29%,5.73%,5.62%,5.34%,5.07%,5.55%,5.74%,Upgrade
19,Earnings Yield,16.11%,17.13%,19.33%,14.40%,10.59%,0.35%,-0.09%,11.05%,7.52%,8.50%,15.89%,Upgrade
20,FCF Yield,1.65%,1.75%,-12.62%,-25.58%,4.79%,13.81%,6.01%,-6.30%,-16.42%,-46.93%,-70.58%,Upgrade
21,Dividend Yield,5.64%,6.00%,6.73%,5.36%,3.88%,3.52%,3.49%,4.42%,3.12%,3.49%,6.67%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,-,-,0.00%,-,-,-,Upgrade,
23,Total Shareholder Return,5.64%,6.00%,6.73%,5.36%,3.88%,3.52%,3.49%,4.42%,3.12%,3.49%,6.67%,Upgrade
