,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Operating Revenue,921.83,927.74,970.95,940.08,907.67,876.79,938.6,926.55,896.49,887.99,Upgrade
1,Other Revenue,161,132.31,94.64,60.49,62.88,73.94,81.61,95.44,94.82,82.57,Upgrade
2,Revenue,1083,1060,1066,1001,970.56,950.73,1020,1022,991.31,970.56,Upgrade
3,Revenue Growth (YoY),1.62%,5.94%,9.79%,5.24%,-4.87%,-6.97%,2.91%,5.30%,8.47%,9.11%,Upgrade
4,Cost of Revenue,-,-,-,-,-,-,-0.11,0.11,0.1,0.09,Upgrade
5,Gross Profit,1083,1060,1066,1001,970.56,950.73,1020,1022,991.21,970.47,Upgrade
6,"Selling, General & Admin",49.68,37.46,45.79,28.56,25.99,28.69,42.39,27.65,22.79,46.17,Upgrade
7,Other Operating Expenses,95.75,-25.69,83.21,-16.15,-42.58,12.02,46.9,10.36,7.1,-23.26,Upgrade
8,Operating Expenses,544.02,409.51,524.94,408.98,369.79,441.65,405.6,479.33,420.83,351.61,Upgrade
9,Operating Income,538.8,650.54,540.65,591.59,600.77,509.07,614.72,542.55,570.39,618.86,Upgrade
10,Interest Expense,-360.82,-367.15,-350.28,-306.96,-268.91,-241.37,-241.98,-248.3,-250.63,-232.6,Upgrade
11,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-78.73,-,Upgrade
12,Currency Exchange Gain (Loss),-0.09,-,-0.75,-,-0.82,-,-0.15,-,-0.04,-,Upgrade
13,Other Non Operating Income (Expenses),126.36,-,59.26,-,-,-,-,-,-,-,Upgrade
14,EBT Excluding Unusual Items,304.26,283.39,248.88,284.63,331.04,267.7,372.59,294.25,240.99,386.25,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,46.68,-46.68,Upgrade
16,Gain (Loss) on Sale of Assets,61.72,55.87,63.91,13.94,50.74,13.13,40.56,3.22,18.62,25.74,Upgrade
17,Asset Writedown,-6.3,169.9,-5.5,-3.3,-5.42,-850.57,-62.1,-83.7,-97,-11.6,Upgrade
18,Other Unusual Items,-,-,-,-,-,222.88,-,73.86,-,-,Upgrade
19,Pretax Income,530.08,509.16,565.28,295.28,376.36,-346.87,351.05,287.62,209.29,353.72,Upgrade
20,Income Tax Expense,66.5,49.16,62.94,33.72,43.75,-34.32,43.65,33.7,22.78,30.38,Upgrade
21,Net Income,463.59,460,502.35,261.56,332.61,-312.55,307.39,253.93,186.51,323.33,Upgrade
22,Net Income to Common,463.59,460,502.35,261.56,332.61,-312.55,307.39,253.93,186.51,323.33,Upgrade
23,Net Income Growth,-7.72%,75.87%,51.03%,-,8.20%,-,64.81%,-21.47%,-51.07%,0.70%,Upgrade
24,Shares Outstanding (Basic),694,694,694,694,694,694,694,694,694,694,Upgrade
25,Shares Outstanding (Diluted),694,694,694,694,694,694,694,694,694,694,Upgrade
26,Shares Change (YoY),-,-,-,-,-,-,-0.00%,-,-,-,Upgrade
27,EPS (Basic),0.67,0.66,0.72,0.38,0.48,-0.45,0.44,0.37,0.27,0.47,Upgrade
28,EPS (Diluted),0.67,0.66,0.72,0.38,0.48,-0.45,0.44,0.37,0.26,0.47,Upgrade
29,EPS Growth,-7.22%,75.12%,50.23%,-,8.92%,-,69.23%,-21.47%,-52.66%,1.28%,Upgrade
30,Free Cash Flow,-441.41,535.84,-1164,-192.76,461.49,339.08,11.34,-331.32,-629.55,-2185,Upgrade
31,Free Cash Flow Per Share,-0.64,0.77,-1.68,-0.28,0.66,0.49,0.02,-0.48,-0.91,-3.15,Upgrade
32,Dividend Per Share,0.267,0.199,0.272,0.113,0.177,0.089,0.173,0.110,0.117,0.140,Upgrade
33,Dividend Growth,-1.87%,75.77%,53.73%,27.22%,2.14%,-19.03%,47.74%,-21.46%,-45.52%,0.72%,Upgrade
34,Operating Margin,49.76%,61.37%,50.74%,59.13%,61.90%,53.55%,60.25%,53.09%,57.54%,63.76%,Upgrade
35,Profit Margin,42.81%,43.39%,47.14%,26.14%,34.27%,-32.87%,30.13%,24.85%,18.81%,33.31%,Upgrade
36,Free Cash Flow Margin,-40.76%,50.55%,-109.25%,-19.27%,47.55%,35.67%,1.11%,-32.42%,-63.51%,-225.14%,Upgrade
37,EBITDA,540.14,651.29,148.94,984.74,206.5,904.1,237.64,921.09,243.73,947.55,Upgrade
38,D&A For EBITDA,1.33,0.75,-391.71,393.14,-394.27,395.03,-377.08,378.54,-326.65,328.7,Upgrade
39,EBIT,538.8,650.54,540.65,591.59,600.77,509.07,614.72,542.55,570.39,618.86,Upgrade
40,Revenue as Reported,1383,1174,1401,1061,1111,1196,1076,1107,1019,1035,Upgrade
