,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,25280,27412,25325,24853,23298,27415,22860,30072,28829,30695,38937,42668,42268,43608,38968,50056,45155,51814,45693,43411,52152,Upgrade
1,Market Cap Growth,-0.01%,-0.01%,10.79%,-17.36%,-19.19%,-10.68%,-41.29%,-29.52%,-31.79%,-29.61%,-0.08%,-14.76%,-6.39%,-15.84%,-14.72%,15.31%,-13.42%,31.24%,2.29%,26.18%,104.30%,Upgrade
2,Enterprise Value,40946,47386,39500,43291,36011,43414,34373,43467,41111,39608,44163,46702,46451,47066,41109,50540,47613,52365,47795,44855,53627,Upgrade
3,Last Close Price,8.94,8.58,7.54,6.38,6.29,7.49,6.33,7.34,7.48,6.95,9.75,10.71,-,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,11.27,12.22,10.25,8.52,7.66,10.89,9.19,11.58,9.46,6.91,7.37,6.52,6.42,6.98,5.57,7.02,6.75,8.22,7.67,6.98,7.35,Upgrade
5,PS Ratio,0.72,0.72,0.69,0.67,0.63,0.78,0.66,0.86,0.84,0.87,1.04,1.05,1.06,1.15,1.03,1.33,1.30,1.55,1.41,1.35,1.48,Upgrade
6,PB Ratio,0.74,0.74,0.71,0.69,0.64,0.78,0.66,0.85,0.83,0.90,1.13,1.15,1.17,1.32,1.24,1.59,1.48,1.87,1.80,1.68,2.00,Upgrade
7,P/TBV Ratio,2.04,2.04,1.93,1.79,1.64,1.91,1.63,2.19,2.11,1.59,1.96,1.83,1.81,1.91,1.72,2.16,2.00,2.55,2.49,2.31,2.72,Upgrade
8,P/FCF Ratio,14.96,14.96,17.29,-,15.26,36.92,-46.13,-,-,-,-,-,25.22,-,9.09,-,7.90,10.84,8.90,-,8.39,Upgrade
9,P/OCF Ratio,4.05,4.05,4.04,3.81,3.39,4.59,3.90,5.04,5.58,4.25,5.06,-,4.53,5.71,4.50,5.11,4.52,5.48,4.63,4.50,4.82,Upgrade
10,EV/Sales Ratio,1.11,1.25,1.08,1.17,0.97,1.23,1.00,1.24,1.19,1.13,1.17,1.15,1.17,1.24,1.08,1.34,1.37,1.56,1.47,1.40,1.52,Upgrade
11,EV/EBITDA Ratio,4.61,5.82,4.98,5.18,4.42,5.76,4.79,6.08,5.47,4.52,4.49,4.04,4.02,4.24,3.43,4.22,4.19,4.93,4.74,4.29,4.62,Upgrade
12,EV/EBIT Ratio,9.69,10.87,8.75,8.67,7.23,9.24,7.79,9.68,8.24,6.20,5.96,5.13,5.04,5.28,4.18,5.10,5.11,6.05,5.79,5.20,5.47,Upgrade
13,EV/FCF Ratio,22.34,25.86,26.97,-,23.59,58.46,-69.37,-,-,-,-,-,27.71,-,9.59,-,8.33,10.95,9.31,-,8.63,Upgrade
14,Debt / Equity Ratio,0.47,0.47,0.58,0.46,0.56,0.43,0.50,0.47,0.50,0.48,0.43,0.33,0.35,0.33,0.31,0.31,0.31,0.25,0.25,0.19,0.18,Upgrade
15,Debt / EBITDA Ratio,1.90,2.03,2.20,2.75,2.03,1.76,1.64,3.37,2.21,2.36,1.57,1.71,0.86,1.12,0.68,1.35,0.73,0.53,0.48,1.11,0.44,Upgrade
16,Debt / FCF Ratio,9.48,9.48,13.94,-,13.35,20.03,-35.15,-,-,-,-,-,7.44,-,2.25,-,1.64,1.42,1.25,-,0.77,Upgrade
17,Asset Turnover,0.49,0.53,0.41,0.57,0.50,0.57,0.41,0.56,0.51,0.58,0.50,0.80,0.67,0.77,0.56,0.86,0.79,0.91,0.42,0.99,Upgrade,
18,Inventory Turnover,7.50,7.58,7.76,6.27,7.96,6.36,7.68,6.32,7.74,5.90,6.29,5.72,8.31,7.06,7.85,6.96,9.65,7.46,8.54,4.51,10.90,Upgrade
19,Quick Ratio,0.62,0.62,0.52,0.57,0.52,0.62,0.55,0.65,0.60,0.71,0.69,0.91,0.93,0.96,0.88,0.97,1.01,0.82,0.83,0.78,0.87,Upgrade
20,Current Ratio,0.89,0.89,0.79,0.86,0.80,0.91,0.85,0.93,0.87,1.03,1.05,1.28,1.27,1.31,1.17,1.31,1.30,1.12,1.09,1.18,1.12,Upgrade
21,Return on Equity (ROE),6.73%,8.80%,3.50%,12.08%,10.82%,13.57%,3.67%,8.15%,9.50%,13.22%,9.43%,26.94%,18.41%,28.30%,12.30%,27.87%,33.36%,35.59%,6.48%,29.24%,Upgrade,
22,Return on Assets (ROA),3.92%,4.13%,1.97%,4.32%,5.10%,5.94%,1.77%,4.13%,4.53%,6.37%,4.46%,12.01%,8.64%,13.68%,6.10%,13.67%,15.05%,17.06%,3.83%,13.96%,Upgrade,
23,Return on Capital (ROIC),5.35%,5.67%,2.71%,5.95%,7.12%,8.28%,2.49%,5.59%,6.01%,8.48%,5.91%,15.83%,11.29%,17.66%,7.87%,17.80%,20.22%,22.97%,5.02%,18.43%,Upgrade,
24,Return on Capital Employed (ROCE),7.58%,7.58%,8.39%,9.06%,9.06%,8.83%,8.32%,8.05%,9.27%,12.79%,15.05%,17.74%,18.84%,20.38%,24.89%,25.14%,24.25%,26.31%,26.24%,28.28%,31.72%,Upgrade
25,Earnings Yield,8.88%,8.19%,9.76%,11.74%,13.06%,9.19%,10.89%,8.65%,10.58%,14.47%,13.57%,15.35%,15.58%,14.32%,17.95%,14.25%,14.81%,12.16%,13.04%,14.33%,13.60%,Upgrade
26,FCF Yield,7.25%,6.69%,5.78%,7.49%,6.55%,2.71%,-2.17%,-7.55%,-12.35%,-5.62%,-4.35%,0.02%,3.97%,5.64%,11.00%,10.88%,12.67%,9.23%,11.23%,11.62%,11.92%,Upgrade
27,Dividend Yield,6.51%,-,-,-,9.28%,-,-,-,7.71%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Payout Ratio,98.64%,158.42%,225.96%,100.59%,-,107.70%,103.92%,49.32%,-,131.72%,176.19%,14.25%,17.84%,12.61%,135.03%,8.77%,9.73%,151.83%,4.17%,13.98%,-,Upgrade
29,Buyback Yield / Dilution,0.65%,2.28%,-4.72%,-7.35%,0.78%,0.74%,-3.21%,1.56%,1.55%,-1.60%,0.62%,-0.07%,0.79%,0.14%,2.51%,-0.71%,-1.69%,0.78%,-0.21%,1.09%,1.44%,Upgrade
30,Total Shareholder Return,7.16%,2.28%,-4.72%,-7.35%,10.05%,0.74%,-3.21%,1.56%,9.26%,-1.60%,0.62%,-0.07%,0.79%,0.14%,2.51%,-0.71%,-1.69%,0.78%,-0.21%,1.09%,1.44%,Upgrade
