,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,5521,5257,6333,5849,6634,5553,7144,7038,7410,7323,7995,8836,7834,7430,8233,8642,5823,7594,4479,5108,Upgrade
1,Trading Asset Securities,31.66,1.66,1.54,1.5,1.54,1.52,-,41.71,105.2,100.04,335.61,711.96,300,-,405.15,1005,300,-,60,-,Upgrade
2,Cash & Short-Term Investments,5553,5259,6334,5851,6636,5554,7144,7080,7515,7423,8331,9548,8134,7430,8638,9646,6123,7594,4539,5108,Upgrade
3,Cash Growth,-16.32%,-5.32%,-11.33%,-17.36%,-11.70%,-25.18%,-14.24%,-25.85%,-7.61%,-0.09%,-3.56%,-1.01%,32.85%,-2.16%,90.30%,88.86%,4.49%,55.54%,-21.14%,-7.71%,Upgrade
4,Accounts Receivable,4034,3755,3446,3281,3148,2936,2733,2456,2460,1996,1571,1863,2480,2128,1820,1753,2080,1701,1529,1968,Upgrade
5,Other Receivables,812.35,825.31,784.22,747.27,628.57,616.78,441.67,477.96,531.41,422.72,460.43,356.01,369.63,692.74,336.53,375.25,343.84,321.96,568.72,788.32,Upgrade
6,Receivables,4846,4581,4230,4028,3777,3553,3174,2934,2992,2419,2032,2219,2850,2821,2157,2129,2424,2023,2098,2757,Upgrade
7,Inventory,3245,3487,3597,3463,3645,3686,3288,3405,3525,3881,3185,3542,2864,2898,2602,2349,2546,2265,2541,1997,Upgrade
8,Other Current Assets,1443,1566,1569,1878,1229,1263,1233,1031,1097,1130,1049,817.28,1149,583.61,1079,1011,616.96,710.82,789.37,287.24,Upgrade
9,Total Current Assets,15087,14892,15731,15220,15286,14056,14839,14450,15128,14853,14597,16127,14997,13732,14476,15135,11710,12593,9968,10148,Upgrade
10,"Property, Plant & Equipment",33120,33186,33185,33036,32729,32789,30352,30268,30862,28411,26746,25798,24636,23733,23018,22279,20982,21226,20718,20828,Upgrade
11,Long-Term Investments,1606,1547,1600,1512,1510,1466,1478,1484,1123,521.64,530.71,613.32,610.12,664.55,726.62,586.38,587.52,543.62,484.06,494.82,Upgrade
12,Goodwill,794.29,794.29,794.29,769.27,657.02,635.08,618.54,618.54,643.19,643.19,643.19,643.19,611.05,611.05,613.61,476.08,476.08,476.08,476.08,476.08,Upgrade
13,Other Intangible Assets,15973,15705,15589,15270,14204,14139,14871,14767,9192,8742,7819,7039,5371,4282,4220,4037,3773,3638,3834,3679,Upgrade
14,Long-Term Deferred Tax Assets,688.86,628.29,580.02,554.13,455.99,448.81,493.28,387.43,418.17,423.06,445.74,410.53,405.54,431.55,443.81,437.8,297.7,324.75,379.52,338.81,Upgrade
15,Long-Term Deferred Charges,60.43,1697,69.23,1714,54.2,1212,49.04,1279,528.32,942.29,11.87,931.05,525.36,563.59,359.28,595.87,313.33,501.34,317.55,519.63,Upgrade
16,Other Long-Term Assets,1500,445.46,1692,645.17,1563,687.16,2041,857.87,2114,1714,2139,958.05,457.37,514.26,463.38,381.67,1117,954.85,158.39,160.54,Upgrade
17,Total Assets,68831,68975,69241,68800,66459,65562,64742,64242,60009,56250,52933,52550,47613,44533,44321,43929,39257,40258,36336,36645,Upgrade
18,Accounts Payable,8346,8361,8212,8762,7970,8159,8141,9096,8739,5101,6762,7783,6900,3644,5289,4117,5089,3019,4667,2807,Upgrade
19,Accrued Expenses,140.11,616.66,660.43,680.93,114.25,630.32,140.27,615.76,202.35,632.57,426.9,936.09,319.38,1357,600.28,1055,427.13,1066,594.76,1201,Upgrade
20,Short-Term Debt,516.57,662.66,571.05,649.33,712.39,711.3,789.77,598.42,655.49,740.71,708,647.95,522,505.5,710.74,630,669,638,204,206.01,Upgrade
21,Current Portion of Long-Term Debt,-,4230,-,3661,-,2088,-,2193,2456,1640,-,850.88,948.49,1910,1929,1724,1637,403.46,863.93,676.75,Upgrade
22,Current Portion of Leases,-,295.57,-,253.66,-,259.53,-,149.84,-,104.49,-,33.7,-,23.12,-,63.55,-,80.74,-,92.94,Upgrade
23,Current Income Taxes Payable,438.46,-,-,383.44,543.64,170.98,557.87,240.54,683.96,241.83,683.06,561.53,955.59,487.34,972.06,662.12,942.76,647.36,749.96,616.81,Upgrade
24,Current Unearned Revenue,848.83,706.84,713.85,717.02,918.93,748.18,824.55,681.61,1049,769.35,697.69,847.44,859.78,669.79,799.68,830.49,1045,639.54,729.83,616.09,Upgrade
25,Other Current Liabilities,6606,4028,8221,3826,6599,3714,5469,3050,934.31,4952,2097,1053,925.27,3095,775.85,2520,633.06,5079,652.09,2808,Upgrade
26,Total Current Liabilities,16896,18900,18378,18934,16858,16481,15922,16625,14720,14182,11375,12714,11431,11692,11077,11603,10442,11573,8461,9025,Upgrade
27,Long-Term Debt,13870,12571,13379,12587,11805,11736,12700,11708,11270,9662,8974,8410,7491,5437,5415,5448,3598,4676,3233,3238,Upgrade
28,Long-Term Leases,1302,1239,1373,1349,1342,1324,963.94,759.91,528.05,371.14,338.33,223.58,136.9,159.84,127.1,20.61,55.81,50.99,83.06,80.28,Upgrade
29,Long-Term Unearned Revenue,359.01,362.17,355.78,364.1,381.99,387.24,393.9,396.82,296.79,294.79,295.26,386.82,284.89,287.9,295.94,301.4,310.03,317.96,312.29,317.14,Upgrade
30,Long-Term Deferred Tax Liabilities,1170,1192,1122,1124,612.41,672.34,600.38,586.57,622.24,582.52,560.87,572.87,287.46,290.1,285.98,284.92,276.97,282.27,299.46,299.67,Upgrade
31,Other Long-Term Liabilities,1805,1728,1205,1088,2836,2837,3272,3279,1762,1747,1266,865.19,565.74,578.77,419.52,403.8,198.78,205.98,236.85,193.77,Upgrade
32,Total Liabilities,35461,35993,35874,35505,33900,33500,33898,33403,29255,26896,22866,23172,20254,18503,17748,18189,14970,17183,12751,13278,Upgrade
33,Common Stock,2079,2079,2079,2079,2079,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,Upgrade
34,Additional Paid-In Capital,-,1595,-,1586,-,2081,-,1976,2061,2061,-,2031,2014,2004,1977,1944,1917,1915,1913,1913,Upgrade
35,Retained Earnings,25852,25444,25993,25815,24927,24246,24369,24121,23647,23009,24189,23518,21717,20592,21148,20417,18810,17032,17671,17316,Upgrade
36,Treasury Stock,-86.57,-64.27,-62.2,-62.2,-132.03,-610.05,-610.05,-610.05,-610.05,-610.05,-610.05,-610.05,-610.05,-610.05,-610.05,-610.05,-610.05,-122.53,-83.41,-,Upgrade
37,Comprehensive Income & Other,1075,-366.48,1155,-485.03,1368,-94.12,1642,-137.61,88.88,-184.18,1620,-305.35,-302.73,-310.35,-274.72,-275.29,-159.65,-73.58,-83.7,-17.42,Upgrade
38,Total Common Equity,28919,28688,29164,28933,28243,27719,27498,27446,27283,26372,27296,26730,24915,23773,24337,23571,22054,20847,21513,21309,Upgrade
39,Minority Interest,4451,4295,4203,4362,4316,4343,3346,3392,3470,2982,2771,2648,2443,2257,2236,2169,2233,2228,2072,2059,Upgrade
40,Shareholders' Equity,33370,32983,33367,33295,32559,32062,30844,30838,30754,29354,30067,29378,27359,26030,26573,25740,24287,23075,23585,23368,Upgrade
41,Total Liabilities & Equity,68831,68975,69241,68800,66459,65562,64742,64242,60009,56250,52933,52550,47613,44533,44321,43929,39257,40258,36336,36645,Upgrade
42,Total Debt,15689,18997,15324,18501,13860,16118,14453,15410,14909,12519,10021,10166,9099,8036,8182,7886,5960,5849,4384,4294,Upgrade
43,Net Cash (Debt),-10136,-13738,-8989,-12650,-7224,-10564,-7309,-8330,-7394,-5096,-1690,-617.49,-964.87,-605.63,456.1,1760,162.84,1745,154.95,813.94,Upgrade
44,Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,194.34%,116.29%,-73.91%,-,-,-,Upgrade
45,Net Cash Per Share,-4.94,-6.29,-4.05,-6.17,-3.44,-5.06,-3.54,-4.03,-3.49,-2.52,-0.81,-0.29,-0.46,-0.30,0.22,0.83,0.08,0.84,0.07,0.39,Upgrade
46,Filing Date Shares Outstanding,2052,2186,1972,2048,2100,2074,2074,2074,2074,2074,2074,2074,2082,2074,2074,2074,2074,2091,2093,2097,Upgrade
47,Total Common Shares Outstanding,2052,2186,1972,2048,2100,2074,2074,2074,2074,2074,2074,2074,2082,2074,2074,2074,2074,2091,2093,2097,Upgrade
