,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,41201,39511,40907,40501,38217,38686,35396,34683,32934,31483,Upgrade
1,Revenue Growth (YoY),0.72%,-2.44%,7.04%,4.69%,7.97%,11.54%,7.47%,10.17%,8.00%,6.04%,Upgrade
2,Cost of Revenue,27761,27567,28442,28752,27431,27168,24404,23261,21925,21460,Upgrade
3,Gross Profit,13440,11943,12466,11749,10786,11519,10992,11422,11010,10023,Upgrade
4,"Selling, General & Admin",10532,10184,10315,9893,9313,9417,8761,8814,7628,8100,Upgrade
5,Other Operating Expenses,-71.38,347.05,-174.54,616.7,-230.29,481.45,-251.46,193.76,215.78,475.97,Upgrade
6,Operating Expenses,10461,10531,10140,10510,9083,9898,8509,9008,7844,8576,Upgrade
7,Operating Income,2979,1412,2325,1239,1703,1620,2482,2415,3166,1447,Upgrade
8,Interest Expense,-214.23,-254.77,-264.35,-312.64,-133.38,-110.99,-112.5,-134.17,-214.47,-207.99,Upgrade
9,Interest & Investment Income,-,540.82,-,651.83,-,786.02,-,667.75,-,544.48,Upgrade
10,Earnings From Equity Investments,111.79,4.85,122.1,19.44,107.88,2.38,119.44,5.01,125.42,-36.55,Upgrade
11,Currency Exchange Gain (Loss),-,-2.63,-,-30.16,-,36.03,-,29.16,-,15.51,Upgrade
12,Other Non Operating Income (Expenses),167.45,319.93,430.14,528.75,319.02,102.1,725.56,-111.08,649.85,254.05,Upgrade
13,EBT Excluding Unusual Items,3044,2020,2613,2096,1997,2436,3215,2872,3727,2017,Upgrade
14,Gain (Loss) on Sale of Investments,-,-0.13,-,10.1,-,-21.24,-,-40.91,-,374.98,Upgrade
15,Gain (Loss) on Sale of Assets,-,146.01,-,45.7,-,179.22,-,40.74,-,535.99,Upgrade
16,Asset Writedown,-,-,-,-,-,-,-,-4.59,-61.6,-67.54,Upgrade
17,Pretax Income,3044,2166,2613,2152,1997,2594,3215,2867,3665,2860,Upgrade
18,Income Tax Expense,809.13,572.3,690.5,570.56,502.41,616.53,808.45,946.52,1012,944.01,Upgrade
19,Earnings From Continuing Operations,2235,1594,1923,1581,1495,1977,2406,1920,2653,1916,Upgrade
20,Minority Interest in Earnings,-349.76,-114,-285.21,-202.32,-241.21,-210.01,-371.17,-238.47,-272.95,-88.49,Upgrade
21,Net Income,1885,1480,1638,1379,1253,1767,2035,1682,2380,1828,Upgrade
22,Net Income to Common,1885,1480,1638,1379,1253,1767,2035,1682,2380,1828,Upgrade
23,Net Income Growth,15.12%,7.31%,30.66%,-21.97%,-38.42%,5.08%,-14.50%,-7.99%,58.37%,58.01%,Upgrade
24,Shares Outstanding (Basic),5634,5634,5634,5634,5632,5629,5625,5624,5624,5623,Upgrade
25,Shares Outstanding (Diluted),5635,5634,5639,5636,5635,5633,5631,5631,5630,5628,Upgrade
26,Shares Change (YoY),-0.07%,-0.02%,0.06%,0.04%,0.07%,0.05%,0.03%,0.04%,0.08%,0.04%,Upgrade
27,EPS (Basic),0.33,0.26,0.29,0.24,0.22,0.31,0.36,0.30,0.42,0.33,Upgrade
28,EPS (Diluted),0.33,0.26,0.29,0.24,0.22,0.31,0.36,0.30,0.42,0.32,Upgrade
29,EPS Growth,15.22%,7.32%,30.58%,-22.00%,-38.46%,5.02%,-14.52%,-8.03%,58.23%,57.97%,Upgrade
30,Free Cash Flow,1681,494.23,1440,1728,-376.06,938.25,1514,1515,4891,3287,Upgrade
31,Free Cash Flow Per Share,0.30,0.09,0.26,0.31,-0.07,0.17,0.27,0.27,0.87,0.58,Upgrade
32,Dividend Per Share,-,-,-,0.234,-,0.338,-,-,-,-,Upgrade
33,Dividend Growth,-,-,-,-30.81%,-,-,-,-,-,-,Upgrade
34,Operating Margin,7.23%,3.57%,5.68%,3.06%,4.46%,4.19%,7.01%,6.96%,9.61%,4.60%,Upgrade
35,Profit Margin,4.58%,3.75%,4.00%,3.40%,3.28%,4.57%,5.75%,4.85%,7.23%,5.81%,Upgrade
36,Free Cash Flow Margin,4.08%,1.25%,3.52%,4.27%,-0.98%,2.43%,4.28%,4.37%,14.85%,10.44%,Upgrade
37,EBITDA,4726,2833,4023,2563,3322,2901,4037,3663,4760,2763,Upgrade
38,D&A For EBITDA,1747,1421,1697,1325,1619,1281,1554,1248,1594,1316,Upgrade
39,EBIT,2979,1412,2325,1239,1703,1620,2482,2415,3166,1447,Upgrade
