,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,1761,1731,2151,2174,1886,1756,2070,2274,1604,1788,2022,2775,1744,2444,2074,1918,1912,1418,1335,1664,Upgrade
1,Other Revenue,-63.77,63.77,-,161.65,-45.67,45.67,-,93.71,-33.15,33.15,-,97.1,-36.43,36.43,-,75.88,-,23.33,-,43.51,Upgrade
2,Revenue,1697,1794,2151,2335,1841,1802,2070,2368,1571,1821,2022,2872,1707,2481,2074,1994,1912,1441,1335,1708,Upgrade
3,Revenue Growth (YoY),-7.77%,-0.42%,3.90%,-1.36%,17.17%,-1.03%,2.38%,-17.56%,-8.00%,-26.60%,-2.48%,44.03%,-10.72%,72.11%,55.34%,16.76%,77.42%,14.28%,0.06%,58.35%,Upgrade
4,Operations & Maintenance,-14.69,14.69,-,28.83,-7.17,7.17,-,28.27,-4.88,4.88,-,35.08,-10.32,10.32,-,23.44,-,6.43,-,23.3,Upgrade
5,"Selling, General & Admin",161.98,123.34,115.52,162.71,150.79,139.62,112.95,148.02,159.87,130.85,112.28,145.59,157.71,138.03,93.31,122.25,132.77,94.45,82.03,119.99,Upgrade
6,Provision for Bad Debts,6.22,4.66,8.18,26.53,-0.05,-0.54,-6.75,18.4,1.48,9.52,-20.14,10.85,-26.17,-36.45,3.38,52.05,-,6.68,2.84,16.17,Upgrade
7,Other Operating Expenses,1025,1156,1531,1719,1190,1145,1496,1793,1035,1173,1470,2233,1079,1838,1629,1538,1442,1036,1023,1337,Upgrade
8,Total Operating Expenses,1215,1330,1677,1975,1363,1329,1625,2029,1223,1346,1584,2457,1225,1982,1740,1757,1595,1163,1115,1514,Upgrade
