,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,464,627,535,640,995,1087,1216,1783,1990,775,775,Upgrade
1,Market Cap Growth,-1.96%,-1.96%,-46.22%,-41.15%,-18.21%,-39.03%,-38.87%,129.95%,156.68%,-31.59%,-44.14%,Upgrade
2,Enterprise Value,-179,-153,-576,-356,311,698,944,1465,1810,644,669,Upgrade
3,Last Close Price,1.11,1.50,1.26,1.51,2.30,2.51,2.73,4.03,4.44,1.73,1.72,Upgrade
4,PE Ratio,-,-,-,5.23,7.28,3.64,4.45,7.02,7.89,6.66,29.70,Upgrade
5,Forward PE,-,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,Upgrade
6,PS Ratio,0.08,0.11,0.10,0.11,0.15,0.14,0.16,0.30,0.39,0.18,0.20,Upgrade
7,PB Ratio,0.38,0.51,0.42,0.49,0.82,0.91,1.09,1.90,2.30,1.13,1.30,Upgrade
8,P/TBV Ratio,0.52,0.52,0.42,0.50,0.83,0.92,1.11,1.98,2.39,1.18,1.37,Upgrade
9,P/FCF Ratio,-,-,-,1.32,1.43,2.53,8.78,-,6.52,5.22,3.43,Upgrade
10,P/OCF Ratio,-,-,-,1.31,1.42,2.46,7.98,-,6.16,4.59,3.24,Upgrade
11,EV/Sales Ratio,-,-,-,-,0.05,0.09,0.12,0.25,0.36,0.15,0.17,Upgrade
12,EV/EBITDA Ratio,-,-,-,-,-,2.01,2.72,4.81,6.17,3.95,11.09,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,2.09,2.84,5.06,6.48,4.29,14.40,Upgrade
14,EV/FCF Ratio,0.43,-,-,-,0.45,1.63,6.82,-,5.93,4.34,2.96,Upgrade
15,Debt / Equity Ratio,0.04,0.04,0.03,0.04,0.03,0.05,0.15,0.18,0.19,0.28,0.22,Upgrade
16,Debt / FCF Ratio,-,-,-,0.10,0.06,0.13,1.19,-,0.55,1.27,0.58,Upgrade
17,Return on Capital Employed (ROCE),-,-,-,7.67%,-,26.86%,26.58%,26.84%,27.81%,18.57%,7.34%,Upgrade
18,Earnings Yield,-11.41%,-8.45%,18.09%,19.11%,13.75%,27.47%,22.48%,14.24%,12.68%,15.02%,3.37%,Upgrade
19,FCF Yield,-89.54%,-66.26%,-46.84%,75.94%,69.87%,39.50%,11.39%,9.86%,15.35%,19.15%,29.19%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-0.27%,0.98%,0.63%,-1.82%,-1.40%,-0.25%,0.12%,Upgrade,
21,Total Shareholder Return,2.07%,-,-,-,-0.27%,0.98%,0.63%,-1.82%,-1.40%,-0.25%,0.12%,Upgrade
