,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,2975,2824,2468,3267,3440,4518,3038,2847,2201,2098,Upgrade
1,Revenue Growth (YoY),20.57%,-13.55%,-28.26%,-27.70%,13.21%,58.71%,38.02%,35.70%,22.29%,-16.57%,Upgrade
2,Cost of Revenue,2801,2642,2168,3088,3075,4053,2710,2446,1829,1803,Upgrade
3,Gross Profit,174.09,181.76,299.57,178.73,364.58,464.65,328.2,400.64,371.98,294.75,Upgrade
4,"Selling, General & Admin",186.32,183.97,190.42,176.71,239.82,242.85,212.96,227.51,252.95,243.11,Upgrade
5,Operating Expenses,187.73,188.16,190.93,184.63,242.13,252.49,207.71,231.87,261.53,255.22,Upgrade
6,Operating Income,-13.64,-6.4,108.64,-5.9,122.46,212.15,120.49,168.77,110.45,39.53,Upgrade
7,Interest Expense,-1.32,-1,-1.04,-0.93,-1.65,-1.99,-2.19,-2.44,-2.45,-3.65,Upgrade
8,Interest & Investment Income,-,21.51,-,2.49,-,0.87,-,1.49,-,2.51,Upgrade
9,Earnings From Equity Investments,-13.15,-13.23,15.73,-5.6,-0.9,0.79,0.28,0.34,1.01,1.44,Upgrade
10,Currency Exchange Gain (Loss),-,3.79,-,25.09,-,-3.77,-,-19.58,-,-2.4,Upgrade
11,Other Non Operating Income (Expenses),10.89,-12.75,18.92,-14,24.86,17.44,-1.4,7.62,8.44,4.99,Upgrade
12,EBT Excluding Unusual Items,-17.22,-8.09,142.25,1.15,144.77,225.5,117.19,156.2,117.44,42.42,Upgrade
13,Impairment of Goodwill,-,-,-,-,-,-15.63,-,-,-,-19.31,Upgrade
14,Gain (Loss) on Sale of Investments,-22.81,-12.96,-,-11.55,-,-2.61,-,-0.07,-,0.05,Upgrade
15,Gain (Loss) on Sale of Assets,-,0.17,-,2.39,-,-0,-,-0.08,-,-0.36,Upgrade
16,Asset Writedown,-,-0.28,-,-0.79,-,-0.51,-,-0.3,-,-0.9,Upgrade
17,Other Unusual Items,-,0.36,-,4.81,-,-0.01,-,12.89,-,1.19,Upgrade
18,Pretax Income,-40.03,-20.8,142.25,-3.99,144.77,206.74,117.19,168.65,117.44,25.03,Upgrade
19,Income Tax Expense,2.86,-8.88,33.86,-19.2,20.17,28.16,17.52,9.39,20.84,2.86,Upgrade
20,Earnings From Continuing Operations,-42.88,-11.92,108.39,15.2,124.61,178.58,99.67,159.27,96.61,22.17,Upgrade
21,Minority Interest in Earnings,0.74,1.11,-0.8,-0.57,-2.5,-2.19,-2.67,-2.49,-1.15,-1.21,Upgrade
22,Net Income,-42.15,-10.82,107.59,14.64,122.11,176.39,96.99,156.78,95.46,20.96,Upgrade
23,Net Income to Common,-42.15,-10.82,107.59,14.64,122.11,176.39,96.99,156.78,95.46,20.96,Upgrade
24,Net Income Growth,-,-,-11.89%,-91.70%,25.89%,12.51%,1.61%,648.04%,1756.04%,-68.31%,Upgrade
25,Shares Outstanding (Basic),418,418,418,418,418,417,415,415,415,414,Upgrade
26,Shares Outstanding (Diluted),418,418,418,418,418,417,422,419,415,414,Upgrade
27,Shares Change (YoY),-,-,-,0.27%,-0.98%,-0.63%,1.82%,1.40%,0.25%,-0.12%,Upgrade
28,EPS (Basic),-0.10,-0.03,0.26,0.04,0.29,0.42,0.23,0.38,0.23,0.05,Upgrade
29,EPS (Diluted),-0.10,-0.03,0.26,0.04,0.29,0.42,0.23,0.37,0.23,0.05,Upgrade
30,EPS Growth,-,-,-11.88%,-91.73%,27.17%,13.24%,-0.24%,637.61%,1756.92%,-68.26%,Upgrade
31,Free Cash Flow,-95.99,-319.44,68.83,416.82,278.26,150.99,-12.43,188.22,117.13,31.36,Upgrade
32,Free Cash Flow Per Share,-0.23,-0.76,0.16,1.00,0.67,0.36,-0.03,0.45,0.28,0.08,Upgrade
33,Operating Margin,-0.46%,-0.23%,4.40%,-0.18%,3.56%,4.70%,3.97%,5.93%,5.02%,1.88%,Upgrade
34,Profit Margin,-1.42%,-0.38%,4.36%,0.45%,3.55%,3.90%,3.19%,5.51%,4.34%,1.00%,Upgrade
35,Free Cash Flow Margin,-3.23%,-11.31%,2.79%,12.76%,8.09%,3.34%,-0.41%,6.61%,5.32%,1.49%,Upgrade
36,EBITDA,-9.47,-2.37,112.83,-0.83,128.99,218.79,128.54,175.87,117.45,45.74,Upgrade
37,D&A For EBITDA,4.17,4.03,4.19,5.07,6.53,6.63,8.05,7.1,7,6.21,Upgrade
38,EBIT,-13.64,-6.4,108.64,-5.9,122.46,212.15,120.49,168.77,110.45,39.53,Upgrade
