,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,701.75,823.03,1168,998.37,749.62,567.83,454.71,491.93,374.22,269.01,Upgrade
1,Short-Term Investments,1,3.86,-,49.12,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,702.75,826.88,1168,1047,749.62,567.83,454.71,491.93,374.22,269.01,Upgrade
3,Cash Growth,-39.85%,-21.06%,55.85%,84.47%,64.86%,15.43%,21.51%,82.87%,42.16%,11.75%,Upgrade
4,Accounts Receivable,978.03,1064,667.7,839.15,1088,1356,1002,834.27,715.61,627.29,Upgrade
5,Other Receivables,142.04,56.45,62.25,67.67,137.83,40.48,101.82,18.81,63.45,19.99,Upgrade
6,Receivables,1120,1120,729.95,906.82,1226,1396,1103,853.08,779.06,647.49,Upgrade
7,Prepaid Expenses,13.22,41.02,8.34,18.98,3.33,16.33,3.17,15.15,3.36,21.94,Upgrade
8,Other Current Assets,20.17,58.39,24.84,100.54,19.57,102.16,20.44,75.78,15.72,58.3,Upgrade
9,Total Current Assets,1856,2046,1931,2074,1999,2083,1582,1436,1172,996.74,Upgrade
10,"Property, Plant & Equipment",79.54,68.19,75.86,70.59,88.56,201.83,204.01,195.67,173.9,95.29,Upgrade
11,Long-Term Investments,3.84,40.59,66.82,49.84,55.79,13.28,12.95,24.85,24.55,23.77,Upgrade
12,Goodwill,0.48,0.5,0.49,0.51,0.5,0.54,16.29,16.19,14.83,14.83,Upgrade
13,Other Intangible Assets,13.87,7.61,3.99,4.12,4.97,3.38,5.96,7.51,9.21,11.24,Upgrade
14,Long-Term Accounts Receivable,-,-,-,-,-,-,-,-,1.93,8.43,Upgrade
15,Long-Term Deferred Tax Assets,21,18.15,11.84,21,2.13,0.81,1.38,2.71,0.51,0.39,Upgrade
16,Other Long-Term Assets,4.53,5.05,5.03,5.39,6.09,6.75,6.65,6.59,6.06,6.47,Upgrade
17,Total Assets,1979,2187,2095,2225,2157,2309,1829,1689,1403,1157,Upgrade
18,Accounts Payable,658.58,833.49,667.87,928.31,570.28,919.62,414.01,402.94,322.8,271.93,Upgrade
19,Short-Term Debt,-,0.79,-,-,1.18,5.37,1.37,1.07,38.79,60.57,Upgrade
20,Current Portion of Leases,21.93,20.66,23.81,16.07,24.07,42.77,41,44.07,43.7,47.24,Upgrade
21,Current Income Taxes Payable,1.21,4.91,37.07,23.91,32.35,40.04,23.22,10.96,18.49,3.63,Upgrade
22,Current Unearned Revenue,24.93,11,10.59,10.4,39.87,48.48,41.62,36.04,1.61,6.46,Upgrade
23,Other Current Liabilities,12.9,1.7,17.21,2.75,243.4,1.6,230.05,190.32,170.48,133.87,Upgrade
24,Total Current Liabilities,719.55,872.54,756.55,981.43,911.15,1058,751.26,685.4,595.87,523.7,Upgrade
25,Long-Term Leases,32.78,19.34,24.71,25.21,31.07,116.94,127.81,121.37,106.73,23.56,Upgrade
26,Long-Term Deferred Tax Liabilities,3.61,4.63,11.63,5.98,15.51,14.67,9.44,13.65,11.18,8.93,Upgrade
27,Other Long-Term Liabilities,2.53,1.7,1.47,2.24,2.61,3.32,3.94,3.89,3.31,3.86,Upgrade
28,Total Liabilities,758.46,898.2,794.35,1015,960.35,1193,892.45,824.31,717.08,560.04,Upgrade
29,Common Stock,42.02,42.02,42.02,42.02,42.02,42.02,41.68,41.68,41.68,41.68,Upgrade
30,Additional Paid-In Capital,441.1,441.1,441.1,441.1,441.1,441.1,429.24,429.24,429.24,429.24,Upgrade
31,Retained Earnings,1112,1158,1169,1069,1054,972.86,796.47,724.9,568.13,476.84,Upgrade
32,Treasury Stock,-6.56,-6.56,-6.56,-6.56,-6.56,-6.56,-6.56,-6.56,-6.56,-6.56,Upgrade
33,Comprehensive Income & Other,-372.34,-351.79,-353.08,-345.6,-343.84,-347.15,-336.99,-331.85,-351.04,-350.59,Upgrade
34,Total Common Equity,1216,1282,1293,1200,1187,1102,923.83,857.4,681.44,590.61,Upgrade
35,Minority Interest,4.97,6.11,8.47,10.51,9.59,14.27,12.63,7.73,4.81,6.51,Upgrade
36,Shareholders' Equity,1221,1288,1301,1210,1196,1117,936.47,865.14,686.24,597.11,Upgrade
37,Total Liabilities & Equity,1979,2187,2095,2225,2157,2309,1829,1689,1403,1157,Upgrade
38,Total Debt,54.7,40.79,48.52,41.28,56.33,165.08,170.17,166.5,189.22,131.36,Upgrade
39,Net Cash (Debt),648.05,786.09,1120,1006,693.29,402.75,284.54,325.43,185,137.64,Upgrade
40,Net Cash Growth,-42.13%,-21.88%,61.51%,149.84%,143.66%,23.76%,53.80%,136.43%,64.07%,167.72%,Upgrade
41,Net Cash Per Share,1.55,1.88,2.68,2.41,1.66,0.97,0.67,0.78,0.45,0.33,Upgrade
42,Filing Date Shares Outstanding,417.99,417.99,417.99,417.99,417.99,417.99,414.56,414.56,414.56,414.56,Upgrade
43,Total Common Shares Outstanding,417.99,417.99,417.99,417.99,417.99,417.99,414.56,414.56,414.56,414.56,Upgrade
44,Working Capital,1137,1174,1175,1092,1088,1025,830.41,750.54,576.48,473.04,Upgrade
45,Book Value Per Share,2.91,3.07,3.09,2.87,2.84,2.64,2.23,2.07,1.64,1.42,Upgrade
46,Tangible Book Value,1202,1274,1288,1195,1181,1098,901.58,833.71,657.41,564.53,Upgrade
47,Tangible Book Value Per Share,2.87,3.05,3.08,2.86,2.83,2.63,2.17,2.01,1.59,1.36,Upgrade
48,Land,-,17.79,-,18.7,-,21.81,-,21.18,-,20.05,Upgrade
49,Machinery,-,51.92,-,55.57,-,80.75,-,77.3,-,70.36,Upgrade
50,Leasehold Improvements,-,15.03,-,16.02,-,17.68,-,18.55,-,20.85,Upgrade
