,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Market Capitalization,3923,3786,2769,2833,3479,3398,3990,3525,3067,2635,3615,3372,4585,4298,4652,4515,4998,4468,3612,3084,3602,Upgrade
1,Market Cap Growth,11.40%,11.40%,-30.61%,-19.64%,13.45%,28.97%,10.38%,4.53%,-33.11%,-38.68%,-22.29%,-25.31%,-8.27%,-3.82%,28.81%,46.41%,38.76%,50.79%,26.37%,-8.47%,32.82%,Upgrade
2,Enterprise Value,3633,3461,2459,2542,3188,3104,3688,3210,2854,2438,3384,3216,4429,4119,4519,4446,4930,4295,3500,3054,3572,Upgrade
3,Last Close Price,19.17,18.50,13.53,13.86,17.03,16.63,19.54,17.31,15.06,12.94,17.75,16.33,22.21,21.35,23.11,22.33,24.72,23.06,18.58,16.57,19.36,Upgrade
4,PE Ratio,239.15,-,112.95,-,95.88,-6911.44,-,435.12,-,41.82,42.46,42.87,60.64,64.88,84.24,70.67,98.77,115.84,121.90,-,108.09,Upgrade
5,PS Ratio,4.86,4.47,3.29,3.36,3.89,4.41,5.07,4.60,4.27,3.27,4.27,3.98,5.42,5.32,5.94,5.78,6.49,6.13,5.76,6.32,9.86,Upgrade
6,PB Ratio,3.08,2.95,2.15,2.21,2.71,2.69,3.17,2.81,2.48,2.12,2.93,2.67,3.66,3.64,4.03,3.89,4.34,4.46,3.61,3.60,4.20,Upgrade
7,P/TBV Ratio,4.37,4.37,3.18,3.28,4.03,4.05,4.76,4.23,3.79,3.22,4.48,4.05,5.59,5.76,6.46,6.24,7.02,8.02,6.51,7.55,8.87,Upgrade
8,P/FCF Ratio,70.61,-,31.41,-,43.30,37.27,-,-,33.09,33.64,59.61,-,77.85,-,103.58,-,123.31,126.16,190.10,-,-26517.83,Upgrade
9,P/OCF Ratio,54.47,-,26.41,-,36.14,30.62,34.27,-,30.10,24.03,37.43,-,45.89,78.98,59.10,-,68.38,68.43,78.31,-,61.91,Upgrade
10,EV/Sales Ratio,4.29,4.08,2.92,3.02,3.57,4.03,4.69,4.19,3.97,3.03,4.00,3.80,5.24,5.09,5.77,5.69,6.40,5.90,5.58,6.26,9.78,Upgrade
11,EV/EBITDA Ratio,61.47,58.30,45.02,44.55,40.01,114.45,124.37,90.59,-,26.56,29.79,29.99,42.59,45.33,57.58,50.92,71.12,83.55,96.66,-,122.33,Upgrade
12,EV/EBIT Ratio,204.56,136.78,122.37,-,71.53,-,-734.59,5415.95,-,41.51,41.77,42.38,60.57,68.11,84.81,71.58,99.97,117.37,158.47,-,165.74,Upgrade
13,EV/FCF Ratio,65.39,-,27.89,-,39.68,34.05,-,-,30.79,31.12,55.80,-,75.20,-,100.63,-,121.61,121.28,184.25,-,-26296.88,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.01,0.02,0.03,0.03,0.03,0.07,0.06,0.06,0.06,0.06,0.06,0.10,0.10,0.11,0.09,0.21,0.20,0.12,0.11,Upgrade
15,Debt / EBITDA Ratio,0.23,0.30,0.25,1.52,0.20,1.40,0.51,0.77,-,2.18,0.86,1.04,0.39,0.96,1.84,1.91,0.82,2.88,2.26,-,1.85,Upgrade
16,Debt / FCF Ratio,0.24,-,0.18,-,0.40,0.40,-,-,0.81,1.00,1.32,-,1.33,-,2.65,-,2.46,6.01,10.58,-,-679.84,Upgrade
17,Asset Turnover,0.42,0.50,0.39,0.82,0.40,0.49,0.50,0.50,0.44,0.44,0.39,0.72,0.54,0.45,0.40,0.67,0.50,0.48,0.42,0.85,Upgrade,
18,Inventory Turnover,1.83,1.52,1.77,1.54,3.03,1.35,1.86,1.97,1.99,1.60,1.65,1.47,2.61,1.80,1.74,1.70,3.07,2.58,2.42,2.48,4.50,Upgrade
19,Quick Ratio,2.07,2.07,2.12,2.07,2.16,1.69,1.83,1.75,1.55,1.53,1.64,1.67,1.62,1.53,1.52,1.44,1.74,1.72,1.64,0.93,1.03,Upgrade
20,Current Ratio,3.41,3.41,3.34,3.34,3.21,2.90,2.99,2.72,2.45,2.65,2.77,2.73,2.47,2.74,2.54,2.54,2.49,2.65,2.34,1.50,1.45,Upgrade
21,Return on Equity (ROE),-1.97%,1.93%,-1.34%,6.79%,0.33%,0.08%,4.58%,-4.92%,0.22%,3.13%,3.50%,14.37%,8.03%,1.01%,2.67%,12.56%,4.65%,4.77%,-2.79%,13.63%,Upgrade,
22,Return on Assets (ROA),0.44%,0.47%,-0.70%,3.73%,-0.38%,0.82%,2.68%,-4.41%,0.15%,1.70%,1.73%,5.43%,3.65%,0.90%,1.37%,3.75%,2.65%,2.48%,-0.73%,2.53%,Upgrade,
23,Return on Capital (ROIC),0.53%,0.57%,-0.85%,4.59%,-0.47%,1.00%,3.35%,-5.51%,0.18%,2.05%,2.13%,6.74%,4.52%,1.12%,1.71%,4.63%,3.33%,3.37%,-1.09%,3.54%,Upgrade,
24,Return on Capital Employed (ROCE),1.23%,1.92%,1.52%,-,3.37%,-,-0.39%,0.05%,-,4.60%,6.38%,5.84%,5.67%,4.81%,4.32%,5.01%,4.10%,3.13%,1.89%,-,2.38%,Upgrade
25,Earnings Yield,0.44%,0.46%,0.89%,0.65%,1.04%,-0.01%,-0.03%,0.23%,0.14%,2.39%,2.36%,2.33%,1.65%,1.54%,1.19%,1.42%,1.01%,0.86%,0.82%,0.74%,0.93%,Upgrade
26,FCF Yield,1.42%,1.47%,3.18%,2.07%,2.31%,2.68%,2.56%,3.16%,3.02%,2.97%,1.68%,2.47%,1.28%,0.70%,0.97%,0.83%,0.81%,0.79%,0.53%,-0.95%,-0.00%,Upgrade
27,Dividend Yield,0.56%,-,-,-,0.59%,-,-,-,0.66%,-,-,-,0.90%,-,-,-,0.40%,-,-,-,0.34%,Upgrade
28,Payout Ratio,138.24%,-,330.74%,-,16.27%,15.03%,-,3.62%,-,158.27%,452.61%,2.65%,0.84%,2.44%,737.03%,2.53%,1.07%,113.29%,4.20%,-,120.61%,Upgrade
29,Buyback Yield / Dilution,-2.77%,48.17%,-62.57%,13.61%,-7.54%,4.65%,-10.23%,1.41%,-24.77%,0.19%,16.22%,-13.21%,43.20%,-39.15%,-128.31%,-2.97%,-208.58%,11.42%,25.79%,-1.20%,29.94%,Upgrade
30,Total Shareholder Return,-2.22%,48.17%,-62.57%,13.61%,-6.95%,4.65%,-10.23%,1.41%,-24.11%,0.19%,16.22%,-13.21%,44.10%,-39.15%,-128.31%,-2.97%,-208.18%,11.42%,25.79%,-1.20%,30.29%,Upgrade
