,Fiscal Quarter,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,+7 Quarters
,Period Ending,"Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011","Dec '10 Dec 31, 2010",+7 Quarters
0,Cash & Equivalents,513332,75530,20816,32262,26767,36510,20310,51511,-,44001,13767,42572,14383,18140,60651,65130,-,161069,507318,32670,Upgrade
1,Short-Term Investments,-,3687,27771,3042,3574,3770,2203,4719,-,4249,5814,5890,5036,4905,10432,10728,-,13479,26479,111075,Upgrade
2,Trading Asset Securities,3556,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,516889,79216,48587,35304,30341,40279,22512,56230,-,48250,19581,48462,19419,23045,71083,75858,-,174547,533797,143745,Upgrade
4,Cash Growth,1603.58%,96.67%,115.82%,-37.21%,-,-16.52%,14.97%,16.03%,-,109.37%,-72.45%,-36.12%,-,-86.80%,-86.68%,-47.23%,-,-,364.25%,28.10%,Upgrade
5,Accounts Receivable,596278,589739,652572,591740,697358,729236,638817,546913,-,1041018,1304744,831831,1049130,1078553,974779,1056448,-,589501,245724,162951,Upgrade
6,Other Receivables,6282,318135,180332,6887,10774,22913,16508,4370,-,3530,2249,2396,14071,4078,5791,3198,-,2692,3640,6586,Upgrade
7,Receivables,602560,907874,832903,598627,708132,752149,655324,551283,-,1044548,1306993,834227,1063201,1082632,980570,1059646,-,592193,249364,169537,Upgrade
8,Inventory,3458022,3494039,614571,4288619,4340699,4206134,2774624,2659461,-,1707685,1694983,1687957,1558204,1379282,1314680,1232698,-,1238462,1058587,772114,Upgrade
9,Prepaid Expenses,16345,35155,29453,4517,13646,2768,183.56,1459,-,2863,2149,2552,3157,2232,1405,98.23,-,407.61,42.19,53.95,Upgrade
10,Other Current Assets,353447,338.08,347.2,207462,226338,213655,48456,35439,-,89830,47367,45502,86315,69604,160112,142215,-,22323,239258,459292,Upgrade
11,Total Current Assets,4947263,4516622,1525861,5134530,5319157,5214986,3501101,3303871,-,2893176,3071073,2618699,2730295,2556795,2527850,2510515,-,2027933,2081048,1544742,Upgrade
12,"Property, Plant & Equipment",1813187,1812056,4042357,301487,303494,281137,257254,263131,-,236914,245062,237633,219239,222850,138643,118222,-,71655,69423,70414,Upgrade
13,Long-Term Investments,71786,71594,71412,71349,71132,54037,54081,54337,-,52964,52818,52759,54331,54577,60303,59019,-,67190,51561,51561,Upgrade
14,Goodwill,834.58,981.85,1129,1276,1424,1571,1718,1866,-,2160,2307,2455,2602,2516,2167,-,-,-,-,-,Upgrade
15,Other Intangible Assets,38645,39100,39555,40009,40464,40919,41373,37572,-,41934,9759,9745,9793,9841,9819,8195,-,11402,11450,11462,Upgrade
16,Long-Term Accounts Receivable,567388,-,616501,677411,243856,329172,382874,709252,-,-,-,528282,-,-,-,-,-,-,-,-,Upgrade
17,Long-Term Deferred Tax Assets,5140,2867,4001,4091,6126,7143,5808,5649,-,4993,3756,4002,1712,1307,2843,2307,-,3586,3586,3586,Upgrade
18,Other Long-Term Assets,23183,605506,16460,22547,20830,18585,19878,22530,-,14399,46472,45006,42451,41831,37320,5698,-,4714,3919,4312,Upgrade
19,Total Assets,7467427,7048728,6317275,6252701,6006482,5947549,4264088,4398207,-,3246540,3431248,3498580,3060424,2889717,2778945,2703955,-,2186478,2220988,1686076,Upgrade
20,Accounts Payable,2040810,3614846,1758387,2653457,2976917,2868748,1268924,1383302,-,167627,138213,744251,207987,183972,149796,357004,-,127983,893960,63044,Upgrade
21,Accrued Expenses,198436,275473,68540,590815,705595,719180,696126,754943,-,784847,1082771,501316,729832,620689,580190,397411,-,234813,9386,55226,Upgrade
22,Short-Term Debt,827672,796535,706048,612726,473699,386246,328214,289303,-,180700,214131,220337,190779,172560,199962,145078,-,112135,604438,597393,Upgrade
23,Current Portion of Long-Term Debt,7058,-,-,33589,3153,-,7245,29405,-,-,-,1134,-,1418,-,133.8,-,-,-,-,Upgrade
24,Current Income Taxes Payable,330.81,-,1338,30327,616.98,1261,2681,52859,-,2268,2011,45497,1368,10438,5023,28486,-,32913,4514,9532,Upgrade
25,Current Unearned Revenue,-,88.51,380978,88274,168834,-,232619,235278,-,349752,262336,235308,388639,248501,214579,59722,-,151704,-,-,Upgrade
26,Other Current Liabilities,742292,773933,17016,510641,444962,790649,386638,306821,-,522272,215106,267097,215313,326467,162194,297064,-,238613,267032,459373,Upgrade
27,Total Current Liabilities,3816598,5460875,2932306,4519828,4773777,4766083,2922446,3051912,-,2007467,1914567,2014940,1733917,1564045,1311745,1284900,-,898160,1779329,1184568,Upgrade
28,Long-Term Debt,1018903,498478,530406,516845,124804,89563,110452,92040,-,122858,264579,232713,215490,175783,154987,150233,-,150000,150000,150000,Upgrade
29,Long-Term Unearned Revenue,17902,2305,2472,3341,2896,3124,3358,3600,-,4197,4507,4865,5169,7532,6304,6771,-,-,-,-,Upgrade
30,Other Long-Term Liabilities,1581311,48789,1657786,2688,1577,3136,2925,2822,-,20,20,20,3771,4334,4371,339.9,-,394.51,402.24,422.38,Upgrade
31,Total Liabilities,6434714,6010447,5122970,5042702,4903054,4861906,3039181,3150374,-,2134542,2183673,2252537,1958347,1751695,1477407,1442243,-,1048555,1929731,1334990,Upgrade
32,Common Stock,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,-,1000000,1000000,1000000,1000000,1000000,1000000,1000000,-,1000000,200000,200000,Upgrade
33,Additional Paid-In Capital,1841,1841,1841,1841,1841,1841,1841,1841,-,1841,1841,1841,1841,1841,1841,1841,-,1841,2062,2062,Upgrade
34,Retained Earnings,-13197,-8381,147263,161809,55739,34841,177413,198953,-,63883,199577,196799,69787,87204,257570,252115,-,131442,84381,144650,Upgrade
35,Comprehensive Income & Other,8044,8044,8044,8044,7875,8929,4908,4908,-,4908,4794,4794,-2937,-2912,1974,-3304,-,4641,4813,4373,Upgrade
36,Total Common Equity,996689,1001504,1157149,1171695,1065455,1045611,1184162,1205702,-,1070632,1206212,1203434,1068691,1086133,1261385,1250652,-,1137924,291256,351086,Upgrade
37,Minority Interest,36024,36776,37156,38304,37973,40031,40744,42132,-,41366,41363,42608,33386,51890,40152,11060,-,-,-,-,Upgrade
38,Shareholders' Equity,1032713,1038281,1194305,1209999,1103428,1085643,1224907,1247834,-,1111997,1247575,1246043,1102077,1138023,1301538,1261712,-,1137924,291256,351086,Upgrade
39,Total Liabilities & Equity,7467427,7048728,6317275,6252701,6006482,5947549,4264088,4398207,-,3246540,3431248,3498580,3060424,2889717,2778945,2703955,-,2186478,2220988,1686076,Upgrade
40,Total Debt,1853633,1295013,1236454,1163160,601656,475809,445910,410748,-,303559,478710,454184,406269,349761,354949,295445,-,262135,754438,747393,Upgrade
41,Net Cash (Debt),-1336744,-1215796,-1187866,-1127856,-571315,-435530,-423398,-354518,-,-255309,-459129,-405722,-386850,-326716,-283866,-219587,-,-87587,-220641,-603648,Upgrade
42,Net Cash Per Share,-13141.43,-12410.72,-11841.16,-11280.55,-5703.36,-4323.97,-4233.98,-3545.18,-,-2545.11,-4591.29,-4057.22,-3868.50,-3264.87,-2809.32,-885.29,-,-3971.99,-11032.03,-30186.11,Upgrade
43,Filing Date Shares Outstanding,100,97.96,100.32,100,100,100.72,100,100,99.69,100,100,100,100,100,101.04,100,20.47,100,20,20,Upgrade
44,Total Common Shares Outstanding,100,97.96,100.32,100,100,100.72,100,100,99.69,100,100,100,100,100,101.04,100,20.47,100,20,20,Upgrade
45,Working Capital,1130665,-944253,-1406445,614702,545379,448902,578655,251959,-,885709,1156506,603759,996378,992750,1216105,1225616,-,1129773,301720,360174,Upgrade
46,Book Value Per Share,9966.89,10223.25,11534.95,11716.95,10654.55,10380.90,11841.62,12057.02,-,10706.32,12062.12,12034.34,10686.91,10861.33,12613.85,12506.52,-,11379.24,14562.82,17554.29,Upgrade
47,Tangible Book Value,957209,961423,1116465,1130409,1023567,1003122,1141071,1166265,-,1026538,1194146,1191235,1056296,1073775,1249400,1242457,-,1126522,279806,339624,Upgrade
48,Tangible Book Value Per Share,9572.09,9814.10,11129.40,11304.09,10235.67,9959.06,11410.71,11662.65,-,10265.38,11941.46,11912.35,10562.96,10737.75,12494.00,12424.57,-,11265.22,13990.30,16981.21,Upgrade
49,Buildings,110355,-,-,108677,108515,-,110112,107444,-,103605,103122,90927,58355,64418,48346,34497,-,11294,10909,10805,Upgrade
50,Machinery,253403,-,-,253313,255964,-,191774,192469,-,191381,193555,191898,183952,144244,121997,103594,-,93946,91022,90833,Upgrade
51,Construction In Progress,1588451,1579695,3803645,52509,44012,42519,45192,47697,-,22254,23197,22763,40807,73325,14482,24823,-,4455,2828,1330,Upgrade
