,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,572.17,506.16,483.6,554.08,554.63,515.55,752.27,714.57,800.76,854.16,Upgrade
1,Short-Term Investments,577.18,527.44,556.67,517.54,582.11,608.89,547.92,574.13,529.16,694.78,Upgrade
2,Trading Asset Securities,-,-,-,-,-,3.53,4.39,4.62,6.33,8.82,Upgrade
3,Cash & Short-Term Investments,1149,1034,1040,1072,1137,1128,1305,1293,1336,1558,Upgrade
4,Cash Growth,10.49%,-3.55%,-8.49%,-5.00%,-12.87%,-12.79%,-2.37%,-16.98%,-27.16%,-32.13%,Upgrade
5,Accounts Receivable,330.73,320.68,316.46,297.14,259.26,280.56,524.89,302.16,288.11,276.11,Upgrade
6,Receivables,330.73,320.68,316.46,297.14,259.26,280.56,524.89,302.16,288.11,276.11,Upgrade
7,Inventory,870.72,616.45,549.54,702.96,758.27,964.13,792.61,793.73,742.21,679.85,Upgrade
8,Other Current Assets,104.14,175.78,174.66,155.38,158.24,240.29,177.14,266.34,116.32,-,Upgrade
9,Total Current Assets,2455,2147,2081,2227,2313,2613,2799,2656,2483,2514,Upgrade
10,"Property, Plant & Equipment",1122,1384,1092,941.48,997.11,1019,1117,1218,1268,1032,Upgrade
11,Long-Term Investments,107.26,110.38,119.94,120.7,168.46,224.97,363.77,363,348.62,462.32,Upgrade
12,Goodwill,-,2.89,-,2.89,-,2.89,-,2.89,-,2.89,Upgrade
13,Other Intangible Assets,25.98,24.86,27.87,25.76,29.07,28.53,33.61,31.09,36.15,36.98,Upgrade
14,Long-Term Deferred Tax Assets,105.84,125.97,124.4,154.36,120.44,148.86,217.04,211.23,193.69,178.44,Upgrade
