,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,"Property, Plant & Equipment",2410985,2282165,2327471,2113713,2142517,-,2036706,1901475,1702699,1593154,1572498,1623207,1513728,1456914,1425880,1549507,1519314,1539997,1516706,1526257,Upgrade
1,Cash & Equivalents,6566036,7652230,1210275,579965,786304,-,1505355,2287115,1683149,1322986,1106667,3099875,2562478,3696028,2183577,643225,1049757,1263684,416011,684633,Upgrade
2,Accounts Receivable,564075,493199,448174,416829,508958,-,545279,698456,914669,1407096,1551414,1666768,1912036,1791067,1773445,2633821,1378035,991459,1170975,1322174,Upgrade
3,Other Receivables,1742054,2195421,1934702,1968508,1394092,-,1600457,1759374,1886939,600508,886813,518443,314869,1569030,1283693,1594645,1191511,1186104,1134439,1004621,Upgrade
4,Investment In Debt and Equity Securities,423152,398482,398482,398482,398482,-,959332,373482,959151,512141,534415,408408,571173,524914,579914,425612,508212,478212,2280480,2281023,Upgrade
5,Other Intangible Assets,183.1,194.21,205.33,216.45,227.56,-,51.14,52.95,54.75,56.56,58.36,60.17,61.97,83.16,100.73,122.65,150.9,180.96,138.21,166.47,Upgrade
6,Loans Receivable Current,3012540,2714048,2425332,2402158,2740631,-,2540252,2711619,2761912,3168319,3818656,2269873,2303600,2811193,1821465,1251815,924580,258921,228254,318629,Upgrade
7,Other Current Assets,20598420,18772974,24397279,23582302,18004444,-,17432052,18313052,17985609,17880305,17315513,16670717,16575629,15311262,15634832,14794182,14919743,11162486,10860614,10661830,Upgrade
8,Trading Asset Securities,1855602,1855602,1856501,1856754,1856885,-,1856594,1856132,1856132,2036491,1857250,1859957,1860050,1857113,1857194,1857053,1857053,1856235,1367,874.1,Upgrade
9,Deferred Long-Term Tax Assets,-,-,-,-,-,-,-,-,1276,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Long-Term Assets,7592380,5980708,5905477,6018473,5587918,-,5288714,5192295,5154922,4854337,2446193,3608284,3388218,1182042,1172194,529424,437522,623305,595646,591398,Upgrade
11,Total Assets,44765428,42345022,40903898,39337400,33420459,-,33764792,35093054,34906513,33375392,31089478,31725592,31001843,30199645,27732295,25279407,23785878,19360585,18204631,18391606,Upgrade
12,Current Portion of Long-Term Debt,273354,-,213094,173044,118243,-,48058,3101370,-,3142110,3132147,1105605,1161199,1120310,1269968,1429523,1065882,1011732,1020700,896703,Upgrade
13,Long-Term Debt,9744896,5538813,4494814,3534245,3322050,-,3262283,2979992,3687089,3428914,3415688,5845591,5539264,5868225,5609982,4085865,4218162,1764600,923023,1020635,Upgrade
14,Accounts Payable,2609966,222084,443336,376665,436133,-,382062,336705,453108,220291,249328,1999987,152213,2061769,2158683,2136275,155402,117551,2264464,348137,Upgrade
15,Accrued Expenses,200440,2549286,492740,1881107,98688,-,110972,1687411,1570908,1732911,1694686,1865511,214837,1765165,1774355,1532276,1351684,1701447,1592776,1683706,Upgrade
16,Current Income Taxes Payable,195483,108621,116774,88145,353014,-,313024,64567,-,123770,110816,54045,103258,200267,253290,168314,172867,110867,106750,86906,Upgrade
17,Current Unearned Revenue,635440,811206,689725,624621,548097,-,379875,1110063,814269,336702,342344,303795,494184,576861,548858,1105415,614248,640659,304585,318026,Upgrade
18,Other Current Liabilities,3394870,3161855,5036139,3166817,4806109,-,5245820,3615663,3894503,2718950,2573085,769632,4029903,882941,726787,830911,3121314,2640433,446947,2530558,Upgrade
19,Long-Term Unearned Revenue,37620,4186,4217,4249,4281,-,4345,4377,4409,29491,3527,4505,4536,4568,4600,4632,4664,4696,4728,4760,Upgrade
20,Long-Term Deferred Tax Liabilities,1134481,1148503,1138954,1123655,1130340,-,1139619,1112383,905605,912560,909735,925865,934476,883799,888197,861617,776738,798940,806054,805557,Upgrade
21,Other Long-Term Liabilities,5762796,7790461,7665310,7924685,2190226,-,1978409,1876364,1779726,1694521,1611784,1552378,1443224,1202865,1273147,1226244,1171123,33289,37363,37349,Upgrade
22,Total Liabilities,24083676,21726888,20487240,19193261,13226262,-,13720488,16191176,17060994,14732801,14383119,14696214,14432621,14953819,15119148,13911873,13132883,8930950,7714326,7916273,Upgrade
23,Common Stock,7676048,7676048,7676048,7676048,7676048,-,7676048,7676048,7676048,7676048,7676048,5757112,5757112,4757112,4757112,4757112,4757112,4757112,4757112,4757112,Upgrade
24,Additional Paid-In Capital,2743530,2743530,2743530,2743530,2743530,-,2743530,2743530,2743530,2743530,2743530,3367596,3397344,989064,989064,989064,989064,989064,989064,989064,Upgrade
