,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,22890,21823,21282,22575,25149,22732,21978,24270,12067,19705,26006,26929,24932,16552,20379,19342,19449,17578,17926,24527,Upgrade
1,Other Revenue,-427.23,427.23,-,579.39,-226.87,226.87,-,470.13,-189,189,-,488.71,-205.15,205.15,-,409.69,-158.68,158.68,-,448.95,Upgrade
2,Revenue,22462,22251,21282,23154,24922,22959,21978,24740,11878,19894,26006,27417,24726,16758,20379,19751,19291,17737,17926,24976,Upgrade
3,Revenue Growth (YoY),-9.87%,-3.09%,-3.17%,-6.41%,109.81%,15.41%,-15.49%,-9.77%,-51.96%,18.72%,27.61%,38.81%,28.18%,-5.52%,13.68%,-20.92%,-17.48%,-33.96%,-28.68%,-7.30%,Upgrade
4,Cost of Revenue,18367,18917,17739,20840,20076,20268,18612,23047,11496,18439,21332,23813,18093,14836,15085,15832,12932,15145,16462,22120,Upgrade
5,Gross Profit,4096,3334,3543,2315,4847,2691,3366,1692,382.57,1455,4674,3604,6634,1922,5294,3919,6358,2592,1465,2857,Upgrade
6,"Selling, General & Admin",476.81,395.48,513.5,324.93,654.32,380.25,592.42,10.23,753.61,340.55,703.15,-946.66,2047,131.73,972.53,-682.34,1395,384.19,781.42,-636.2,Upgrade
7,Research & Development,96.99,61.82,35.08,74.64,44.28,37.29,30.78,47.6,46.49,24.56,11.87,19.14,47.21,15.71,12.24,52.03,11.07,41.46,6.07,63.66,Upgrade
8,Other Operating Expenses,3378,3109,2872,3225,3402,3369,2851,2828,1249,2015,3696,4140,3716,2257,3196,3603,3775,3315,2371,3198,Upgrade
9,Operating Expenses,3952,3566,3420,3624,4101,3786,3474,2882,2054,2380,4411,3214,5810,2405,4180,2973,5180,3740,3158,2625,Upgrade
10,Operating Income,143.98,-231.93,122.32,-1309,746.05,-1095,-108.27,-1190,-1671,-925.19,262.75,390.16,823.17,-483.13,1114,946.02,1178,-1148,-1693,231.33,Upgrade
11,Interest Expense,-49.95,-91.9,-,-145.31,-6.39,-55.55,-,-98.5,-,-50.04,-,-94.19,-,-38.3,-,-93.44,-,-12.81,-15.31,-53.78,Upgrade
12,Interest & Investment Income,91.9,214.01,50.85,205.33,55.55,123.75,61.3,167.7,94.87,182.41,146.9,414.18,248.93,483.31,368.01,535.5,250.05,333.86,176.95,354.38,Upgrade
13,Currency Exchange Gain (Loss),9.33,-9.33,-,-4.91,1.78,-1.78,-,21.97,-20.08,20.08,-,-1.86,1.04,-1.04,-,6.73,-1.69,1.69,-,21.22,Upgrade
14,Other Non Operating Income (Expenses),3.48,-0.92,-2.57,-0.28,-19.32,-4.18,-3.16,37.82,-31.07,-18.35,1.16,7.51,-58.62,0.6,-3.49,154.04,-30.3,-22.22,12.97,8.96,Upgrade
15,EBT Excluding Unusual Items,198.74,-120.07,170.6,-1255,777.66,-1033,-50.12,-1061,-1628,-791.09,410.8,715.8,1015,-38.56,1478,1549,1396,-847.54,-1519,562.1,Upgrade
16,Gain (Loss) on Sale of Investments,-0.63,0.63,-0,58.53,-83.7,-54,-66.36,-17.57,-132.85,-30.6,-19.77,-46.68,3.94,0.84,22.5,-21.5,-5.65,-12.08,21.36,8.85,Upgrade
17,Gain (Loss) on Sale of Assets,-,1.73,-,7.15,-,0.43,-,-0.17,-,0,-1.06,-,-,79.08,0,0.07,87.29,15.26,-,41.08,Upgrade
18,Asset Writedown,-180.01,46.5,-47.29,231.56,-279.78,38.49,-47.8,-48.83,-252.08,66.03,-76.92,-519.18,-74.89,-33.6,-,3.05,-107.86,107.07,-120.14,24.3,Upgrade
19,Other Unusual Items,1.19,-17.95,3.34,40.09,-,-,-,-17.03,-,-,-,45.94,-1.99,1.99,-,28.33,-,-,-,19.58,Upgrade
20,Pretax Income,19.29,-89.16,126.65,-917.34,414.18,-1048,-164.28,-1144,-2013,-755.65,313.05,195.88,941.57,9.76,1501,1559,1370,-737.3,-1617,655.92,Upgrade
21,Income Tax Expense,10.77,-35.36,41.46,-224.96,145.15,-224.35,-1.94,-273.69,-446.04,-109.56,97.83,163.6,219.54,-64.33,325.68,286.8,293.88,-230.36,-415.94,143.27,Upgrade
22,Earnings From Continuing Operations,8.52,-53.8,85.2,-692.39,269.03,-823.34,-162.35,-870.65,-1567,-646.09,215.22,32.28,722.03,74.1,1175,1272,1076,-506.93,-1201,512.65,Upgrade
23,Minority Interest in Earnings,-1.89,-2.35,-1.13,5.96,-0.2,-1.8,-0.8,0.65,0.67,-3.86,-1.32,3.18,-1.17,-3.39,-1.79,-1.66,-1.92,-6.77,-0.98,28.93,Upgrade
24,Net Income,6.63,-56.15,84.06,-686.43,268.83,-825.14,-163.14,-870,-1566,-649.95,213.91,35.46,720.86,70.71,1173,1270,1074,-513.71,-1202,541.58,Upgrade
