,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Market Capitalization,14069,13059,12245,10168,10321,10154,9181,9740,9254,8872,9655,10505,10456,9586,11918,15209,13559,11237,9734,7684,9347,Upgrade
1,Market Cap Growth,28.62%,28.62%,33.37%,4.39%,11.53%,14.44%,-4.91%,-7.28%,-11.49%,-7.45%,-18.98%,-30.93%,-22.89%,-14.69%,22.43%,97.93%,45.06%,24.06%,6.53%,-39.40%,-16.71%,Upgrade
2,Enterprise Value,14038,12687,12277,10445,10598,10381,9457,10392,9906,10128,11000,11356,11307,9638,11460,14366,12716,10625,9379,7217,8824,Upgrade
3,Last Close Price,30.38,27.83,25.55,20.66,20.97,20.63,18.48,19.11,18.16,17.41,20.49,22.13,22.03,20.20,25.11,31.72,28.29,23.51,20.37,15.90,19.34,Upgrade
4,PE Ratio,19.04,17.52,17.89,16.55,19.17,21.06,20.29,23.46,18.75,16.02,18.53,20.27,22.42,23.28,24.48,37.60,43.22,39.11,50.29,33.18,31.01,Upgrade
5,Forward PE,15.06,17.24,18.07,15.11,16.49,17.21,15.55,17.47,14.31,12.83,14.57,16.41,16.58,15.67,23.81,40.57,39.26,36.02,24.43,16.23,20.83,Upgrade
6,PS Ratio,2.41,2.21,2.10,1.86,1.95,1.95,1.81,1.90,1.68,1.53,1.67,1.72,1.73,1.71,2.27,3.54,3.85,3.46,3.04,2.23,2.59,Upgrade
7,PB Ratio,3.14,2.80,2.76,2.29,2.32,2.27,2.08,2.17,2.10,2.04,2.75,2.95,3.11,2.97,3.79,4.84,4.52,3.85,3.53,2.76,3.43,Upgrade
8,P/TBV Ratio,3.10,3.10,3.07,2.55,2.58,2.54,2.33,2.44,2.36,2.30,3.18,3.41,3.56,3.43,4.40,5.62,5.12,4.46,4.11,3.23,4.04,Upgrade
9,P/FCF Ratio,11.29,10.48,10.03,9.17,9.20,8.13,6.66,8.15,18.41,-19.59,-7.69,-,-,-,-,-,-,20.05,162.28,-,-,Upgrade
