,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Market Capitalization,110,85,118,112,130,124,134,136,119,169,112,Upgrade
1,Market Cap Growth,-24.62%,-24.62%,-8.67%,-9.72%,-3.23%,-8.28%,12.32%,-19.90%,6.15%,-13.66%,-63.89%,Upgrade
2,Enterprise Value,70,34,79,80,103,103,99,115,113,174,94,Upgrade
3,Last Close Price,0.13,0.10,0.13,0.12,0.13,0.13,0.14,0.14,0.12,0.17,0.11,Upgrade
4,PE Ratio,10.03,7.74,11.42,11.86,10.14,44.37,-,377.85,-20.98,-,-,Upgrade
5,PS Ratio,0.62,0.48,0.68,0.72,0.81,0.83,0.99,0.91,0.80,1.15,0.77,Upgrade
6,PB Ratio,0.48,0.37,0.52,0.51,0.58,0.57,0.63,0.63,0.55,0.79,0.51,Upgrade
7,P/TBV Ratio,0.37,0.37,0.52,0.51,0.58,0.57,0.63,0.63,0.55,0.79,0.51,Upgrade
8,P/FCF Ratio,26.08,-,6.47,9.35,11.89,-8.44,-,7.00,4.50,-91.84,-,Upgrade
9,P/OCF Ratio,2.53,2.53,3.18,1.81,1.94,1.89,2.31,3.07,2.33,4.85,5.15,Upgrade
10,EV/Sales Ratio,0.40,0.19,0.45,0.51,0.64,0.69,0.74,0.78,0.76,1.19,0.65,Upgrade
11,EV/EBITDA Ratio,1.22,0.60,1.37,1.47,1.90,2.37,2.62,2.38,2.08,4.26,2.95,Upgrade
12,EV/EBIT Ratio,6.98,2.78,6.24,14.65,37.57,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,16.59,-,4.32,6.67,9.48,-6.96,-,5.95,4.28,-94.48,-,Upgrade
14,Debt / Equity Ratio,0.22,0.22,0.19,0.18,0.19,0.13,0.16,0.12,0.08,0.12,0.16,Upgrade
15,Debt / FCF Ratio,12.17,-,2.33,3.28,3.88,-1.93,-,1.31,0.68,-14.41,-,Upgrade
16,Return on Capital Employed (ROCE),4.85%,4.85%,5.06%,2.21%,1.09%,-,-,-,-,-,-,Upgrade
17,Earnings Yield,9.97%,12.92%,8.76%,8.43%,9.86%,2.25%,-3.33%,0.26%,-4.77%,-11.51%,-17.52%,Upgrade
18,FCF Yield,3.83%,4.97%,15.45%,10.70%,8.41%,-11.85%,-11.43%,14.28%,22.21%,-1.09%,-26.05%,Upgrade
19,Dividend Yield,2.52%,1.66%,-,-,-,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,2.52%,1.66%,-,-,-,-,-,-,-,-,-,Upgrade
