,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,112.23,111.03,81.85,160.89,95.29,149.8,157.41,66.46,36.09,35.69
1,Short-Term Investments,-,2.13,-,-,-,32.01,-,5.54,-,11.54
2,Accounts Receivable,42.47,40.23,60.31,1.62,44.97,93.38,99.51,165.17,148.66,141.35
3,Other Receivables,-,19.57,0.01,-,0.28,0.28,0.28,0.96,0.28,0.42
4,Inventory,60.97,56.52,63.43,47.64,109.96,64.05,58.38,78.21,68.67,108.18
5,Restricted Cash,-,-,-,-,13.64,26.64,37.56,48.72,9.81,17.48
6,Other Current Assets,5.02,1.38,11.34,4.05,37.09,12.55,18.11,14.92,54.73,5.81
7,Total Current Assets,220.69,230.87,216.94,214.2,301.23,378.71,371.25,379.98,318.23,320.47
8,"Property, Plant & Equipment",101.57,110.7,223.34,232.79,272.76,281.08,40.82,48.62,41.91,48.47
9,Other Intangible Assets,-,0.01,0.01,0.01,0.05,0.05,0.06,0.07,0.08,0.09
10,Other Long-Term Assets,104.3,105.32,3.83,3.3,7.61,9.02,4.22,4.35,4.48,4.61
11,Total Assets,426.56,446.89,444.11,450.3,581.64,668.85,416.35,433.02,364.69,373.65
12,Accounts Payable,18.55,16.53,21.52,16.51,97.7,125.89,185.98,175.38,160.65,143.72
13,Accrued Expenses,-,-,-,-,-,13.37,-,11.47,-,8.04
14,Short-Term Debt,-,-,-,-,41.65,45.04,41.79,51.44,51.52,52
15,Current Portion of Long-Term Debt,20.24,19.75,-,-,-,-,-,-,-,-
16,Current Unearned Revenue,0.52,0.52,0.52,0.52,0.42,24,-,46.15,-,32.38
17,Current Portion of Leases,-,-,-,-,0.07,0.45,6.88,12.84,5.65,10.78
18,Current Income Taxes Payable,2.74,2.73,3.07,5.11,2.14,8.78,2.12,1.25,1.95,0.32
19,Other Current Liabilities,12,37.04,44.29,41.27,72.74,84.64,41.93,10.51,19.76,4.17
20,Total Current Liabilities,54.05,76.57,69.4,63.42,214.73,302.17,278.69,309.05,239.54,251.42
21,Long-Term Debt,-,-,15.44,14.76,-,-,-,-,-,-
22,Long-Term Leases,-,-,-,-,-,-,-,0.46,0.15,-
23,Long-Term Unearned Revenue,22.24,22.52,23.04,23.04,24.22,24.22,0.73,0.8,0.87,0.94
24,Other Long-Term Liabilities,13.6,13.55,0.41,27.21,28.68,2.34,-,-,-,-
25,Total Liabilities,89.89,112.65,108.3,128.43,267.62,328.73,279.41,310.31,240.56,252.36
26,Common Stock,4.84,4.84,4.84,4.84,4.84,4.84,4.46,4.46,4.46,4.46
27,Additional Paid-In Capital,160.11,160.11,160.11,160.11,160.11,160.11,63.07,63.07,63.07,63.07
28,Retained Earnings,35.6,30.63,30.12,13.4,31.36,52.82,41.81,28.46,32.7,29.46
29,Comprehensive Income & Other,54.62,55.63,54.81,55.45,24.97,27.92,25.94,25.82,23.92,24.3
30,Total Common Equity,255.17,251.22,249.88,233.8,221.29,245.7,135.27,121.8,124.13,121.29
31,Minority Interest,81.5,83.03,85.94,88.07,92.74,94.43,1.66,0.91,-,-
32,Shareholders' Equity,336.67,334.24,335.82,321.88,314.02,340.12,136.94,122.71,124.13,121.29
33,Total Liabilities & Equity,426.56,446.89,444.11,450.3,581.64,668.85,416.35,433.02,364.69,373.65
34,Total Debt,20.24,19.75,15.44,14.76,41.72,45.49,48.66,64.74,57.33,62.79
35,Net Cash (Debt),92,93.41,66.41,146.13,53.57,136.32,108.74,7.26,-21.24,-15.55
36,Net Cash Growth,38.52%,-36.08%,23.97%,7.19%,-50.74%,1777.96%,-,-,-,-
37,Net Cash Per Share,0.17,-,0.12,0.27,0.10,-,0.22,0.01,-0.04,-0.03
38,Filing Date Shares Outstanding,546.09,546.09,546.09,546.09,546.09,546.09,500,500,500,500
39,Total Common Shares Outstanding,546.09,546.09,546.09,546.09,546.09,546.09,500,500,500,500
40,Working Capital,166.64,154.29,147.54,150.78,86.5,76.54,92.56,70.93,78.69,69.05
41,Book Value Per Share,0.47,0.46,0.46,0.43,0.41,0.45,0.27,0.24,0.25,0.24
42,Tangible Book Value,255.17,251.21,249.87,233.79,221.24,245.65,135.22,121.74,124.06,121.2
43,Tangible Book Value Per Share,0.47,0.46,0.46,0.43,0.41,0.45,0.27,0.24,0.25,0.24
44,Machinery,-,151.23,214.34,208.1,262.32,258.3,56.04,56.05,55.63,55.61
45,Construction In Progress,-,-,1.26,7.18,7.18,8,-,-,-,-
