,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,63.69,-,58.1,-73.02,138.21,-,253.97,279.78,288.93,299.48
1,Revenue Growth (YoY),9.63%,-,-57.96%,-,-45.58%,-,-12.10%,-6.58%,24.95%,159.73%
2,"Selling, General & Admin",4.01,-,3,3.48,8.57,-,31.79,34,30.41,23.81
3,Provision for Bad Debts,-,-,-,0.92,-,-,-,1.28,-,2.1
4,Other Operating Expenses,53.93,-,45.42,-47.07,94.01,-,202.22,245.29,246.32,265.32
5,Total Operating Expenses,57.95,-,48.41,-42.67,102.58,-,234.01,280.57,276.73,291.23
6,Operating Income,5.75,-,9.69,-30.35,35.63,-,19.96,-0.8,12.2,8.25
7,Interest Expense,-0.35,-,-0.22,-0.77,-1.3,-,-1.86,-3.49,-4.17,-0.26
8,Interest Income,0.1,-,0.43,0.41,0.28,-,0.34,0.13,0.16,0.25
9,Net Interest Expense,-0.25,-,0.21,-0.35,-1.01,-,-1.52,-3.37,-4,-0.01
10,Currency Exchange Gain (Loss),-,-,-,-,-,-,0.17,0.36,0.06,-0.66
11,Other Non-Operating Income (Expenses),0.55,-,0.06,-0.09,0.2,-,5.11,1.26,0.57,-0.07
12,EBT Excluding Unusual Items,6.04,-,9.96,-30.79,34.82,-,23.72,-2.54,8.83,7.51
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,0.09,-,-
14,Asset Writedown,-,-,-,-0.11,-,-,-,-,-,-
15,Pretax Income,6.04,-,9.96,-30.9,34.82,-,23.72,-2.46,8.83,7.51
16,Income Tax Expense,2.61,-,3.01,-7.18,11.1,-,9.62,1.25,5.6,6.78
17,Earnings From Continuing Ops.,3.44,-,6.94,-23.71,23.72,-,14.11,-3.71,3.23,0.73
18,Earnings From Discontinued Ops.,-,-,7.64,33.63,-46.87,-,-,-,-,-
19,Net Income to Company,3.44,-,14.58,9.91,-23.15,-,14.11,-3.71,3.23,0.73
20,Minority Interest in Earnings,1.53,-,2.14,2.35,1.69,-,-0.76,-0.05,-,-
21,Net Income,4.96,-,16.72,12.26,-21.46,-,13.35,-3.76,3.23,0.73
22,Net Income to Common,4.96,-,16.72,12.26,-21.46,-,13.35,-3.76,3.23,0.73
23,Net Income Growth,-70.31%,-,-,-,-,-,313.15%,-,-53.94%,-
24,Shares Outstanding (Basic),546,-,546,546,546,-,500,500,500,500
25,Shares Outstanding (Diluted),546,-,546,546,546,-,500,500,500,500
26,Shares Change (YoY),-,-,-,-,9.22%,-,-,-,-,-
27,EPS (Basic),0.01,-,0.03,0.02,-0.04,-,0.03,-0.01,0.01,0.00
28,EPS (Diluted),0.01,-,0.03,0.02,-0.04,-,0.03,-0.01,0.01,0.00
29,EPS Growth,-70.31%,-,-,-,-,-,313.15%,-,-53.94%,-
30,Free Cash Flow,7.63,-,-80.16,71.81,-66.51,-,94.25,70.84,1.8,-48.76
31,Free Cash Flow Per Share,0.01,-,-0.15,0.13,-0.12,-,0.19,0.14,0.00,-0.10
32,Profit Margin,7.79%,-,28.77%,-,-15.53%,-,5.26%,-1.34%,1.12%,0.24%
33,Free Cash Flow Margin,11.98%,-,-137.97%,-,-48.12%,-,37.11%,25.32%,0.62%,-16.28%
34,EBITDA,16,-,18.81,-20.53,46.22,-,21.29,1.39,13.71,9.99
35,D&A For EBITDA,10.25,10.07,9.13,9.82,10.6,4.54,1.34,2.18,1.51,1.75
36,EBIT,5.75,-,9.69,-30.35,35.63,-,19.96,-0.8,12.2,8.25
