,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,364,496,488,590,539,2907,3517,863,499,340,618,Upgrade
1,Market Cap Growth,-15.86%,-15.86%,-9.43%,-79.72%,-84.68%,236.91%,604.67%,153.73%,-19.18%,-44.93%,0%,Upgrade
2,Enterprise Value,420,291,153,435,405,2925,3596,789,507,297,741,Upgrade
3,Last Close Price,0.18,0.24,0.24,0.29,0.25,1.36,1.80,0.49,0.28,0.19,0.35,Upgrade
4,PE Ratio,7.27,9.90,10.46,20.11,6.86,20.39,21.21,4.46,3.56,7.60,23.44,Upgrade
5,Forward PE,-,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,Upgrade
6,PS Ratio,0.11,0.16,0.17,0.24,0.21,1.08,1.42,0.32,0.21,0.24,0.47,Upgrade
7,PB Ratio,0.53,0.72,0.71,0.90,0.79,4.16,7.64,2.99,2.56,3.94,11.93,Upgrade
8,P/TBV Ratio,0.85,0.85,0.83,1.06,0.91,4.84,7.64,2.99,2.54,3.89,11.71,Upgrade
9,P/FCF Ratio,-,-,-,1.49,-,9.27,10.15,2.35,3.07,-,-,Upgrade
10,P/OCF Ratio,-,-,-,1.32,-,7.96,9.37,2.33,3.06,-,-,Upgrade
11,EV/Sales Ratio,0.13,0.09,0.05,0.18,0.16,1.08,1.45,0.29,0.21,0.21,0.56,Upgrade
12,EV/EBITDA Ratio,2.60,1.87,1.09,4.68,3.29,14.36,14.82,2.89,2.81,3.51,9.82,Upgrade
13,EV/EBIT Ratio,2.98,2.06,1.20,5.26,3.54,14.88,15.21,2.97,2.97,3.99,11.39,Upgrade
14,EV/FCF Ratio,-1.06,-,-,1.10,-,9.33,10.38,2.15,3.12,-,-,Upgrade
15,Debt / Equity Ratio,0.52,0.52,0.40,0.35,0.32,0.57,0.91,1.39,0.50,1.20,4.08,Upgrade
16,Debt / FCF Ratio,-,-,-,0.58,-,1.28,1.21,1.09,0.60,-,-,Upgrade
17,Return on Capital Employed (ROCE),19.49%,19.49%,17.68%,12.05%,15.97%,22.21%,37.97%,53.59%,55.04%,54.35%,32.95%,Upgrade
18,Earnings Yield,13.77%,10.10%,9.56%,4.97%,14.58%,4.90%,4.71%,22.44%,28.11%,13.16%,4.27%,Upgrade
19,FCF Yield,-108.86%,-79.86%,73.19%,67.19%,4.70%,10.79%,9.85%,42.54%,32.58%,-70.28%,-1.83%,Upgrade
20,Dividend Yield,2.18%,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Buyback Yield / Dilution,-0.11%,-0.09%,-0.13%,0.04%,-13.97%,-20.10%,-5.38%,-,-,-,0.00%,Upgrade
22,Total Shareholder Return,2.07%,-0.09%,-0.13%,0.04%,-13.97%,-20.10%,-5.38%,-,-,-,0.00%,Upgrade
