,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Revenue,1527,1450,1090,1142,1130,1177,847.04,1413,636.31,640.97,Upgrade
1,Revenue Growth (YoY),40.06%,27.01%,-3.52%,-3.01%,33.40%,-16.73%,33.12%,120.53%,18.84%,69.09%,Upgrade
2,Cost of Revenue,1354,1279,937.58,1028,937.73,969.59,689.52,1248,527.73,512.05,Upgrade
3,Gross Profit,173.21,170.73,152.55,113.67,192.2,207.42,157.53,165.25,108.58,128.92,Upgrade
4,"Selling, General & Admin",97.66,110.66,95.52,93.34,105.1,119.08,52.3,48.91,81.47,94.86,Upgrade
5,Other Operating Expenses,-,-3.6,-,-,-,-,-,-,-,-0.5,Upgrade
6,Operating Expenses,101.89,110.55,96.27,93.4,111.25,120.55,51.85,50.38,79.66,90.06,Upgrade
7,Operating Income,71.33,60.19,56.27,20.27,80.95,86.87,105.68,114.86,28.92,38.86,Upgrade
8,Interest Expense,-5.12,-4.81,-5,-4.41,-9.41,-9.42,-12.03,-5.65,-1.22,-9.81,Upgrade
9,Interest & Investment Income,4.5,4.6,1.37,1.91,0.51,1.07,0.25,1.39,0.56,0.23,Upgrade
10,Currency Exchange Gain (Loss),7.2,-2.84,-,7.74,8.24,-3.55,-,-6.06,-,0.68,Upgrade
11,Other Non Operating Income (Expenses),-8.14,1.64,-8.57,-2.04,-1.85,1.25,-2.73,1.68,1.46,-8.84,Upgrade
12,EBT Excluding Unusual Items,69.78,58.77,44.08,23.48,78.45,76.22,91.17,106.23,29.73,21.11,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-0.62,0.62,-0.52,0.52,-0.44,0.44,0.05,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,0.04,-,-,-,-,-,-,-,Upgrade
15,Other Unusual Items,-1.78,-1.66,-1.34,-2.14,-0.49,-,-,-,-,-,Upgrade
16,Pretax Income,67.99,57.11,42.77,20.72,78.57,75.7,91.68,105.79,30.17,21.17,Upgrade
17,Income Tax Expense,44.12,34.36,23.17,13.19,16.65,15.9,16.4,20.1,-2.29,12.82,Upgrade
18,Earnings From Continuing Operations,23.87,22.76,19.6,7.54,61.92,59.8,75.28,85.69,32.45,8.34,Upgrade
19,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,0,Upgrade
20,Net Income,23.87,22.76,19.6,7.54,61.92,59.8,75.28,85.69,32.45,8.35,Upgrade
21,Net Income to Common,23.87,22.76,19.6,7.54,61.92,59.8,75.28,85.69,32.45,8.35,Upgrade
22,Net Income Growth,21.82%,201.86%,-68.36%,-87.39%,-17.74%,-30.21%,131.98%,926.78%,113.40%,-,Upgrade
23,Shares Outstanding (Basic),2033,2035,2031,2032,2031,1782,1692,1692,1692,1692,Upgrade
24,Shares Outstanding (Diluted),2033,2035,2031,2032,2032,1783,1692,1692,1692,1692,Upgrade
25,Shares Change (YoY),0.09%,0.13%,-0.04%,13.97%,20.10%,5.38%,-,-,-,-0.00%,Upgrade
26,EPS (Basic),0.01,0.01,0.01,0.00,0.03,0.03,0.04,0.05,0.02,0.00,Upgrade
27,EPS (Diluted),0.01,0.01,0.01,0.00,0.03,0.03,0.04,0.05,0.02,0.00,Upgrade
28,EPS Growth,21.71%,218.27%,-68.35%,-89.53%,-31.50%,-33.73%,131.99%,926.85%,113.40%,-,Upgrade
29,Free Cash Flow,-283.59,-85.07,409.22,-42.66,65.05,202.67,79.52,225.66,-88.73,-129.11,Upgrade
30,Free Cash Flow Per Share,-0.14,-0.04,0.20,-0.02,0.03,0.11,0.05,0.13,-0.05,-0.08,Upgrade
31,Operating Margin,4.67%,4.15%,5.16%,1.78%,7.16%,7.38%,12.48%,8.13%,4.55%,6.06%,Upgrade
32,Profit Margin,1.56%,1.57%,1.80%,0.66%,5.48%,5.08%,8.89%,6.06%,5.10%,1.30%,Upgrade
33,Free Cash Flow Margin,-18.57%,-5.87%,37.54%,-3.74%,5.76%,17.22%,9.39%,15.96%,-13.95%,-20.14%,Upgrade
34,EBITDA,78.61,65.98,61.36,24.69,84.33,89.55,108.15,118.4,33.65,43.48,Upgrade
35,D&A For EBITDA,7.29,5.79,5.09,4.41,3.37,2.67,2.46,3.54,4.72,4.62,Upgrade
36,EBIT,71.33,60.19,56.27,20.27,80.95,86.87,105.68,114.86,28.92,38.86,Upgrade
