,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,282421,204089,219389,172879,149931,173797,158498,172573,147789,108011,113519,119027,119333,120863,129736,134326,136162,154521,128206,136774,224590,Upgrade
1,Market Cap Growth,17.43%,17.43%,38.42%,0.18%,1.45%,60.91%,39.62%,44.99%,23.85%,-10.63%,-12.50%,-11.39%,-12.36%,-21.78%,1.19%,-1.79%,-39.37%,-39.30%,-51.11%,-55.08%,-12.20%,Upgrade
2,Enterprise Value,242474,165338,182114,134992,115873,139507,122505,136967,94210,51132,67357,71950,89858,91519,116437,119255,143348,161429,150940,158110,259324,Upgrade
3,Last Close Price,9.23,6.67,6.88,5.30,4.60,5.33,4.66,4.98,4.26,3.11,3.11,3.16,3.17,3.21,3.33,3.30,3.34,3.79,3.15,3.24,5.31,Upgrade
4,PE Ratio,12.43,8.98,10.14,8.31,7.27,8.84,8.07,8.75,7.81,5.72,6.00,6.36,6.77,6.86,7.66,8.60,9.18,10.98,9.72,11.55,17.72,Upgrade
5,Forward PE,12.22,8.64,9.60,7.63,6.56,7.94,7.44,7.85,7.12,5.59,5.83,6.00,5.94,6.40,7.30,7.95,8.12,9.78,9.26,9.58,12.79,Upgrade
6,PS Ratio,0.67,0.48,0.54,0.43,0.37,0.43,0.40,0.42,0.37,0.28,0.29,0.29,0.30,0.31,0.34,0.36,0.38,0.45,0.39,0.43,0.69,Upgrade
7,PB Ratio,0.71,0.51,0.56,0.45,0.38,0.46,0.41,0.44,0.38,0.29,0.28,0.29,0.29,0.30,0.32,0.35,0.35,0.42,0.36,0.39,0.63,Upgrade
8,P/TBV Ratio,0.54,0.54,0.60,0.46,0.41,0.49,0.44,0.45,0.41,0.30,0.30,0.30,0.31,0.32,0.34,0.36,0.37,0.42,0.37,0.41,0.66,Upgrade
9,PEG Ratio,0.77,0.63,1.04,0.39,0.36,0.44,0.63,0.44,0.54,0.39,0.40,0.33,0.27,0.29,0.52,0.56,0.82,0.69,1.05,0.96,0.69,Upgrade
10,EV/Sales Ratio,0.57,0.39,0.45,0.33,0.28,0.35,0.31,0.33,0.23,0.13,0.17,0.17,0.22,0.23,0.30,0.32,0.40,0.47,0.46,0.50,0.80,Upgrade
11,EV/EBITDA Ratio,2.15,1.62,1.83,1.35,1.15,1.41,1.26,1.33,0.98,0.53,0.67,0.68,0.87,0.93,1.15,1.20,1.43,1.66,1.60,1.69,2.66,Upgrade
12,EV/EBIT Ratio,9.84,8.31,9.55,7.23,6.48,7.82,7.74,8.12,5.86,2.79,3.71,3.82,5.08,5.80,6.48,6.94,8.17,9.21,8.99,11.61,17.04,Upgrade
13,Debt / Equity Ratio,0.12,0.12,0.12,0.13,0.13,0.15,0.15,0.16,0.17,0.09,0.09,0.11,0.11,0.10,0.10,0.14,0.14,0.16,0.16,0.18,0.18,Upgrade
14,Debt / EBITDA Ratio,0.45,0.51,0.42,0.44,0.65,0.62,0.52,0.55,0.77,0.39,0.30,0.42,0.44,0.49,0.34,0.58,0.61,0.64,0.51,0.70,0.72,Upgrade
15,Quick Ratio,-,-,0.59,-,0.52,-,0.56,-,0.51,-,0.51,-,0.43,-,0.44,-,0.38,-,0.41,-,0.35,Upgrade
16,Current Ratio,-,-,0.66,-,0.60,-,0.65,-,0.58,-,0.61,-,0.53,-,0.56,-,0.49,-,0.49,-,0.41,Upgrade
17,Return on Equity (ROE),5.76%,9.14%,6.36%,1.75%,5.52%,8.38%,6.05%,1.30%,5.53%,7.51%,5.58%,1.82%,4.56%,6.48%,4.72%,2.09%,4.06%,5.49%,3.97%,1.92%,Upgrade,
18,Return on Capital (ROIC),2.77%,4.47%,3.39%,0.49%,2.65%,4.14%,2.78%,0.76%,1.58%,4.58%,2.64%,2.43%,0.85%,4.40%,2.06%,1.49%,2.08%,4.03%,2.22%,1.85%,Upgrade,
19,Return on Capital Employed (ROCE),-,-,4.40%,-,4.08%,-,3.68%,-,3.63%,-,4.26%,-,4.06%,-,4.19%,-,4.12%,-,4.29%,-,3.81%,Upgrade
20,Earnings Yield,8.04%,11.13%,9.86%,12.03%,13.76%,11.32%,12.39%,11.43%,12.81%,17.48%,16.67%,15.73%,14.78%,14.58%,13.06%,11.63%,10.90%,9.11%,10.29%,8.66%,5.64%,Upgrade
21,Dividend Yield,4.52%,-,5.96%,-,8.07%,-,7.23%,-,7.27%,-,9.83%,-,8.36%,-,10.25%,-,5.83%,-,-,-,3.12%,Upgrade
22,Buyback Yield / Dilution,-,-0.00%,-,-,-,0.00%,-,0.00%,-,-0.00%,-,-,-,-,-,-0.00%,-,-,-,-,Upgrade,
23,Total Shareholder Return,4.52%,-,5.96%,-,8.07%,-,7.23%,-,7.27%,-,9.83%,-,8.36%,-,10.25%,-,5.83%,-,-,-,3.12%,Upgrade
