,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,902.59,770.51,632.66,549.88,469.72,417.22,346.5,284.26,317.4,297.16
1,Revenue Growth (YoY),42.67%,40.12%,34.69%,31.80%,35.56%,46.78%,9.17%,-4.34%,4.58%,-
2,Cost of Revenue,712.02,609.68,483.06,407.45,306.25,290.03,262.63,211.24,222.61,221.79
3,Gross Profit,190.58,160.83,149.59,142.43,163.47,127.2,83.87,73.01,94.79,75.37
4,"Selling, General & Admin",97.33,92.73,75.55,67.41,56.6,57.45,35.93,40.53,37.95,30.51
5,Other Operating Expenses,1.73,6.17,2.31,3.9,-,-2.36,-,10.24,-,2.64
6,Operating Expenses,99.06,98.9,77.86,71.31,56.6,55.08,35.93,50.77,37.95,33.14
7,Operating Income,91.51,61.94,71.74,71.12,106.87,72.11,47.94,22.25,56.84,42.23
8,Interest Expense,-13.87,-11.43,-10.85,-12.33,-8.64,-7.78,-4,-4.81,-3.21,-1.79
9,Interest & Investment Income,-,2.35,-,2.68,-,1.28,-,1.27,-,0.91
10,Earnings From Equity Investments,-1.66,-1.5,-1.31,-2.25,-,-,-,-,-,-
11,Currency Exchange Gain (Loss),-7.59,0.15,-4.3,-17.38,-18.57,2.59,-,11.34,-0.36,-1.48
12,Other Non Operating Income (Expenses),7.3,7.56,4.69,4.3,-1.49,-4.17,12.2,13.1,-9.24,-6.53
13,EBT Excluding Unusual Items,75.7,59.08,59.97,46.15,78.18,64.03,56.13,43.14,44.02,33.34
14,Gain (Loss) on Sale of Assets,-,-1.33,-,-0.2,-,-1.61,-,-,-,0.17
15,Pretax Income,75.7,57.74,59.97,45.95,78.18,62.42,56.13,43.14,44.02,33.51
16,Income Tax Expense,12.97,3.03,11.14,1.16,15.51,9.48,7.01,8.08,8.77,4.47
17,Earnings From Continuing Operations,62.72,54.71,48.82,44.8,62.67,52.94,49.12,35.06,35.25,29.05
18,Minority Interest in Earnings,-0.46,-12.39,-4,-2.16,-0.57,-,-,-,-,-
19,Net Income,62.27,42.32,44.82,42.63,62.1,52.94,49.12,35.06,35.25,29.05
20,Net Income to Common,62.27,42.32,44.82,42.63,62.1,52.94,49.12,35.06,35.25,29.05
21,Net Income Growth,38.93%,-0.72%,-27.83%,-19.47%,26.42%,51.02%,39.35%,20.70%,-13.18%,-
22,Shares Outstanding (Basic),359,359,360,351,300,300,300,300,271,225
23,Shares Outstanding (Diluted),359,359,360,351,300,300,300,300,271,225
24,Shares Change (YoY),-0.07%,2.32%,19.88%,17.09%,-,-0.08%,10.87%,33.44%,20.26%,-
25,EPS (Basic),0.17,0.12,0.12,0.12,0.21,0.18,0.16,0.12,0.13,0.13
26,EPS (Diluted),0.17,0.12,0.12,0.12,0.21,0.18,0.16,0.12,0.13,0.13
27,EPS Growth,39.02%,-2.98%,-39.80%,-31.23%,26.42%,51.14%,25.68%,-9.55%,-27.81%,-
28,Free Cash Flow,128.03,-226.17,-84.51,14.62,-223.52,-70.51,37.55,-20.05,-90.98,-65.86
29,Free Cash Flow Per Share,0.36,-0.63,-0.23,0.04,-0.75,-0.24,0.13,-0.07,-0.34,-0.29
30,Operating Margin,10.14%,8.04%,11.34%,12.93%,22.75%,17.28%,13.83%,7.83%,17.91%,14.21%
31,Profit Margin,6.90%,5.49%,7.08%,7.75%,13.22%,12.69%,14.18%,12.33%,11.11%,9.77%
32,Free Cash Flow Margin,14.18%,-29.35%,-13.36%,2.66%,-47.59%,-16.90%,10.84%,-7.05%,-28.67%,-22.16%
33,EBITDA,107.19,82.64,82.72,76.8,118.45,78.64,54.16,28.64,62.72,47.31
34,D&A For EBITDA,15.68,20.7,10.99,5.68,11.58,6.53,6.22,6.39,5.88,5.09
35,EBIT,91.51,61.94,71.74,71.12,106.87,72.11,47.94,22.25,56.84,42.23
