,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters
0,Operating Revenue,782.32,1231,1032,1082,1112,1219,1046,1354,1144,1153,1046,1682,1195,1300,817.08,1368,933.22,891.18,517.05,828.16,Upgrade
1,Other Revenue,-30.32,30.32,-,33.81,-24.23,24.23,-,25.81,-2.87,2.87,-,15.65,-1.88,1.88,-,5.39,-6.09,6.09,-,7.6,Upgrade
2,Revenue,752,1261,1032,1116,1088,1243,1046,1380,1141,1156,1046,1698,1193,1302,817.08,1374,927.13,897.26,517.05,835.76,Upgrade
3,Revenue Growth (YoY),-30.87%,1.41%,-1.36%,-19.14%,-4.68%,7.58%,0.05%,-18.72%,-4.38%,-11.22%,27.96%,23.59%,28.72%,45.11%,58.03%,64.35%,53.60%,52.86%,34.03%,30.74%,Upgrade
4,Cost of Revenue,226.33,498.6,398.95,489.32,425.08,508.74,484.23,732.37,498.27,520.75,478.21,909.21,501.31,604.96,392.72,815.47,380.92,442.54,256.65,426.57,Upgrade
5,Gross Profit,525.67,762.37,632.93,626.49,662.65,734.74,561.85,647.5,642.83,635.13,567.33,788.43,692.11,697.02,424.37,558.12,546.21,454.72,260.4,409.18,Upgrade
6,"Selling, General & Admin",471.49,645.19,536.33,498.71,552.51,567.1,474.8,617.54,561.9,548.87,498.42,663,597.97,595.96,365.65,449.86,460.33,407.04,242.51,387.11,Upgrade
7,Research & Development,25.6,13.77,18.07,12.08,18.57,21.33,24.6,16.76,29.07,24.4,18.61,17.81,17.53,13.62,17.01,14.43,15.4,10.04,7.7,9.95,Upgrade
8,Other Operating Expenses,-1.43,3,2.76,4.7,5.68,4.05,-0.75,20.47,5.8,3.51,-5.87,17.96,3.41,4.55,-4.36,6.16,4.33,2.51,1.37,9.87,Upgrade
9,Operating Expenses,498.31,663.56,554.34,515.16,583.29,592.39,498.41,650.97,603.32,578.81,513.27,701.15,619.76,614.12,379.64,470.36,483.17,420.68,253.6,405.77,Upgrade
10,Operating Income,27.36,98.81,78.59,111.33,79.36,142.35,63.44,-3.48,39.51,56.32,54.06,87.29,72.35,82.89,44.73,87.76,63.04,34.04,6.8,3.42,Upgrade
11,Interest Expense,-15.35,-13.03,-12.66,-10.94,-17.94,-19.87,-8.57,-8.9,-7.52,-9.99,-4.85,-3.87,-3.49,-3.68,-2.93,-2.61,-2.78,-2.42,-2,-1.67,Upgrade
12,Interest & Investment Income,1.16,-,0.89,14.18,1.95,2.93,0.33,0.41,0.47,1.02,0.41,9.81,0.2,2.95,1.19,1.42,1.75,2.11,0.81,1.93,Upgrade
13,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,0.18,-0.18,-,-,-,-,-,-,-,-,-,Upgrade
14,Currency Exchange Gain (Loss),2.16,-2.16,-,0.4,-11.2,11.2,-,4.65,-7.12,7.12,-,-7.38,8.34,-8.34,-,-13.31,-3.21,3.21,-,-1.87,Upgrade
15,Other Non Operating Income (Expenses),-9.08,-3.99,0.63,-15.63,6.64,2.87,-9.37,-30.92,24.37,-5.9,-2.14,1.13,-10.54,-0.85,-6.95,-2.23,-5.9,-3.9,-3.1,-3.45,Upgrade
16,EBT Excluding Unusual Items,6.26,79.63,67.44,99.34,58.81,139.47,45.83,-38.24,49.71,48.75,47.31,86.99,66.86,72.97,36.05,71.03,52.91,33.04,2.51,-1.65,Upgrade
17,Gain (Loss) on Sale of Investments,0.32,-1.21,-16.65,11.95,-12.72,-27.29,14.19,24,-1.41,-0.15,-,-5.44,1.82,3.63,-,-1.63,-0.44,-0.5,1.03,0.87,Upgrade
18,Gain (Loss) on Sale of Assets,-,0.04,-0.04,3.72,-0.28,0.32,0.02,0.53,0,-0.01,-0.2,-0.28,-,-0.02,-,-0.03,-0.06,-,-0.08,-0.19,Upgrade
19,Asset Writedown,-19.39,-0.31,0.31,8.54,-8.54,-1.87,1.87,7.63,-7.63,3.66,-3.66,3.83,-3.83,1.18,-1.18,10.36,-10.36,2.99,-2.99,9.59,Upgrade
20,Other Unusual Items,0.66,0.19,-0.85,13.83,-,-,-,13.94,-,-,-,17.49,-,-,-,1.54,-,-,-,11.46,Upgrade
21,Pretax Income,-12.16,78.33,50.22,137.38,37.27,110.63,61.9,7.86,40.67,52.26,43.44,102.58,64.85,77.76,34.87,81.27,42.04,35.53,0.46,20.08,Upgrade
22,Income Tax Expense,-0.97,11.64,7.65,24.75,-2.27,18.57,7.38,3.1,4.39,11.03,2.6,13.01,7.85,19.49,4.48,13.45,4.98,3.94,-1.27,0.63,Upgrade
23,Earnings From Continuing Operations,-11.18,66.69,42.57,112.64,39.54,92.06,54.52,4.75,36.28,41.23,40.84,89.58,57.01,58.27,30.39,67.82,37.06,31.58,1.73,19.45,Upgrade
24,Minority Interest in Earnings,-0.26,-0.91,-2.55,1.48,-1.92,-1.74,-2.38,1.24,-0.12,0,0.74,0.18,0.72,0.12,0.16,0.18,1.59,-0.64,0.95,0.27,Upgrade
25,Net Income,-11.44,65.78,40.01,114.12,37.61,90.32,52.14,5.99,36.16,41.23,41.58,89.75,57.73,58.38,30.55,67.99,38.65,30.95,2.68,19.71,Upgrade
26,Net Income to Common,-11.44,65.78,40.01,114.12,37.61,90.32,52.14,5.99,36.16,41.23,41.58,89.75,57.73,58.38,30.55,67.99,38.65,30.95,2.68,19.71,Upgrade
27,Net Income Growth,-,-27.17%,-23.25%,1804.40%,4.03%,119.05%,25.38%,-93.32%,-37.37%,-29.38%,36.10%,32.00%,49.35%,88.65%,1040.09%,244.88%,2398.17%,462.08%,489.80%,-4.07%,Upgrade
28,Shares Outstanding (Basic),389,389,390,381,390,389,389,407,385,392,378,373,384,384,384,364,384,355,412,358,Upgrade
