,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1924,1420,1260,1176,1146,1207,1238,1204,1253,1299,1330,Upgrade
1,Market Cap Growth,20.80%,20.80%,9.92%,-2.60%,-7.41%,0.27%,-1.24%,-7.33%,-5.75%,-1.16%,-0.01%,Upgrade
2,Enterprise Value,861,-300,-753,-974,-995,-1128,-589,-578,-334,-81,527,Upgrade
3,Last Close Price,1.28,0.90,0.76,0.69,0.63,0.65,0.63,0.59,0.59,0.60,0.59,Upgrade
4,PE Ratio,38.51,28.13,28.88,28.83,29.21,82.22,-,13.10,13.92,14.26,12.05,Upgrade
5,Forward PE,-,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,Upgrade
6,PS Ratio,2.17,1.58,1.53,1.24,1.08,1.05,1.24,1.79,1.77,1.29,1.10,Upgrade
7,PB Ratio,0.74,0.54,0.53,0.49,0.47,0.49,0.50,0.47,0.48,0.52,0.53,Upgrade
8,P/TBV Ratio,0.54,0.54,0.53,0.49,0.47,0.50,0.50,0.47,0.49,0.52,0.53,Upgrade
9,P/FCF Ratio,18.22,13.45,16.09,13.43,61.22,-,-45.45,-,6.81,5.34,8.13,Upgrade
10,P/OCF Ratio,12.98,12.98,15.34,13.01,53.27,-,-55.97,-,6.72,5.29,8.03,Upgrade
11,EV/Sales Ratio,0.96,-,-,-,-,-,-,-,-,-,0.43,Upgrade
12,EV/EBITDA Ratio,6.11,-,-,-,-,-,-,-,-,-,5.25,Upgrade
13,EV/EBIT Ratio,6.57,-,-,-,-,-,-,-,-,-,5.35,Upgrade
14,EV/FCF Ratio,8.15,-,-,-,-,-,-,-,-,-,3.22,Upgrade
15,Debt / Equity Ratio,0.01,0.01,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,Upgrade
16,Debt / FCF Ratio,0.27,0.27,0.49,0.52,3.67,-,-1.81,-,0.30,0.18,0.35,Upgrade
17,Return on Capital Employed (ROCE),4.95%,4.95%,2.06%,1.76%,1.51%,2.63%,1.90%,1.31%,1.46%,2.71%,3.84%,Upgrade
18,Earnings Yield,2.62%,3.55%,3.46%,3.47%,3.42%,1.22%,2.99%,7.64%,7.18%,7.01%,8.30%,Upgrade
19,FCF Yield,5.49%,7.43%,6.21%,7.45%,1.63%,0.84%,-2.20%,4.11%,14.69%,18.74%,12.31%,Upgrade
20,Dividend Yield,6.88%,9.74%,8.97%,8.74%,9.49%,9.26%,9.50%,10.44%,10.11%,8.64%,10.13%,Upgrade
21,Buyback Yield / Dilution,0.63%,0.80%,0.46%,0.00%,0.55%,0.85%,-0.53%,-0.84%,-,0.00%,-,Upgrade
22,Total Shareholder Return,7.50%,10.53%,9.43%,8.75%,10.04%,10.11%,8.97%,9.61%,10.11%,8.64%,10.13%,Upgrade
