,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Feb '25 Feb 28, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,50112,41760,46771,52896,42317,46771,52896,56237,56794,54566,61248,67373,81293,64032,64032,48998,51782,41760,30067,26726,27840,Upgrade
1,Market Cap Growth,-10.71%,-10.71%,-11.58%,-5.94%,-25.49%,-14.29%,-13.64%,-16.53%,-30.14%,-14.78%,-4.35%,37.50%,56.99%,53.33%,112.96%,83.33%,86.00%,50.00%,14.89%,-17.24%,-12.28%,Upgrade
2,Enterprise Value,111944,105354,118480,129436,115255,116892,137247,134027,136433,133017,147729,156481,172321,155060,155060,149961,162471,156291,174067,170726,145857,Upgrade
3,Last Close Price,9000.00,7500.00,8400.00,9265.43,7412.35,8192.59,9265.43,9120.94,9211.25,8850.02,9933.70,10927.07,12373.36,9746.14,9746.14,7457.92,7231.63,5831.96,3648.32,3242.95,3378.07,Upgrade
4,PE Ratio,12.99,13.89,20.70,-,-32.53,100.80,-,-,7.18,6.31,4.63,4.89,5.18,4.32,5.67,4.69,6.54,4.60,4.01,4.74,4.81,Upgrade
5,PS Ratio,0.13,0.11,0.12,0.14,0.11,0.12,0.13,0.13,0.13,0.12,0.14,0.16,0.21,0.17,0.19,0.15,0.16,0.13,0.09,0.08,0.08,Upgrade
6,PB Ratio,0.51,0.43,0.49,0.56,0.44,0.49,-,0.58,0.55,0.54,0.61,0.70,0.80,0.65,0.65,0.53,0.55,0.46,0.32,0.29,0.31,Upgrade
7,P/TBV Ratio,0.43,0.43,0.49,0.56,0.44,0.49,-,0.58,0.55,0.54,0.61,0.70,0.80,0.65,0.65,0.53,0.55,0.46,0.32,0.29,0.31,Upgrade
8,P/FCF Ratio,55.00,-,5.33,3.20,4.69,-,4.56,-,-,2.51,3.48,5.83,4.48,-,-,1.21,0.81,2.46,-,1.47,-,Upgrade
9,P/OCF Ratio,55.00,-,2.49,1.50,2.05,-,2.32,-,-,1.51,2.47,4.69,3.85,-,1.53,1.19,0.80,1.54,-,0.95,-,Upgrade
10,EV/Sales Ratio,0.29,0.28,0.31,0.34,0.30,0.30,0.34,0.31,0.30,0.30,0.34,0.38,0.44,0.42,0.45,0.45,0.51,0.48,0.51,0.49,0.42,Upgrade
11,EV/EBITDA Ratio,2.96,2.89,3.22,3.81,3.45,3.50,4.24,3.84,3.58,3.04,4.29,4.54,4.28,-,3.01,2.76,3.15,2.96,3.43,3.51,3.03,Upgrade
12,EV/EBIT Ratio,9.01,9.56,10.46,14.59,13.06,12.87,15.23,10.63,8.30,6.62,6.83,7.64,7.09,6.54,6.51,5.91,7.34,6.72,7.85,8.10,6.74,Upgrade
13,EV/FCF Ratio,138.76,-,13.51,7.83,12.78,-,11.84,-,-,6.13,8.39,13.53,9.50,-,-,3.69,2.53,9.22,-,9.38,-,Upgrade
