,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Revenue,103229,89370,91257,94681,104886,91736,92756,104439,116999,111826,117327,103785,104886,87270,93233,82560,79622,78262,81248,87063,Upgrade
1,Revenue Growth (YoY),-1.58%,-2.58%,-1.62%,-9.34%,-10.35%,-17.97%,-20.94%,0.63%,11.55%,28.14%,25.84%,25.71%,31.73%,11.51%,14.75%,-5.17%,-13.91%,-9.42%,1.40%,-11.27%,Upgrade
2,Cost of Revenue,87784,80059,84248,85594,92057,84364,86050,93646,103697,98851,105333,90380,91091,76933,77205,69756,68280,67268,70777,74259,Upgrade
3,Gross Profit,15445,9311,7008,9087,12829,7372,6706,10793,13302,12975,11995,13405,13795,10337,16029,12803,11342,10994,10471,12804,Upgrade
4,"Selling, General & Admin",11424,5673,6033,6704,8503,6186,5777,8154,9045,8196,7232,7120,8007,6688,7434,7139,5433,5790,5112,6009,Upgrade
5,Operating Expenses,11424,5673,6033,6704,8503,6186,5777,8154,9045,8196,7232,7120,8007,6688,7434,7139,5433,5790,5112,6009,Upgrade
6,Operating Income,4021,3638,975.84,2383,4326,1185,928.9,2639,4258,4779,4763,6284,5788,3649,8595,5664,5909,5204,5359,6795,Upgrade
7,Interest Expense,-1098,-1183,-1121,-1130,-1617,-2106,-2286,-2546,-2108,-2051,-2019,-2165,-2134,-2139,-2202,-2640,-2638,-2635,-2923,-3577,Upgrade
8,Interest & Investment Income,5.08,3.63,4.45,4.38,3.76,2.77,4,4.39,20.67,16.16,3.95,2.84,4.68,6.53,4.85,2.38,2.31,3.71,6.78,23.31,Upgrade
9,Other Non Operating Income (Expenses),-430.59,-930.6,-288.06,-762.45,-1297,-873.62,47.57,2630,-261.37,-24.18,-260.93,-424.92,3811,1815,-1026,-484.98,-14.73,-1056,-692.43,654.58,Upgrade
10,EBT Excluding Unusual Items,2498,1528,-428.94,494.67,1416,-1791,-1306,2728,1908,2720,2487,3697,7469,3332,5371,2542,3258,1517,1750,3896,Upgrade
11,Pretax Income,2498,1528,-428.94,494.67,1416,-1791,-1306,2728,1908,2720,2487,3697,7469,3332,5371,2542,3258,1517,1750,3896,Upgrade
12,Income Tax Expense,552.85,447.15,7.86,78.61,216.96,85.16,-265.65,546.84,315.02,508.77,562.25,777.9,1304,573.45,1511,491.95,630.46,-399.55,427.8,692.57,Upgrade
13,Net Income,1945,1081,-436.81,416.05,1199,-1877,-1040,2181,1593,2211,1925,2919,6166,2758,3861,2050,2628,1917,1323,3203,Upgrade
14,Net Income to Common,1945,1081,-436.81,416.05,1199,-1877,-1040,2181,1593,2211,1925,2919,6166,2758,3861,2050,2628,1917,1323,3203,Upgrade
15,Net Income Growth,62.18%,-,-,-80.92%,-24.72%,-,-,-25.28%,-74.16%,-19.85%,-50.14%,42.38%,134.65%,43.93%,191.91%,-36.00%,150.94%,2844.77%,-10.43%,31.52%,Upgrade
16,Shares Outstanding (Basic),6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Upgrade
17,Shares Outstanding (Diluted),6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Upgrade
18,Shares Change (YoY),-0.09%,0.08%,0.70%,0.37%,0.14%,-0.02%,-0.04%,-0.12%,0.02%,-13.07%,-0.14%,-0.00%,0.05%,15.00%,0.25%,-0.00%,-0.05%,2.72%,-0.27%,-0.04%,Upgrade
19,EPS (Basic),349.00,194.00,-78.00,74.50,215.00,-337.00,-187.00,392.00,286.00,397.00,346.00,524.00,1107.00,430.56,693.00,368.00,472.00,344.00,238.00,575.00,Upgrade
20,EPS (Diluted),349.00,194.00,-78.00,74.50,215.00,-337.00,-187.00,392.00,286.00,397.00,346.00,524.00,1107.00,430.56,693.00,368.00,472.00,344.00,238.00,575.00,Upgrade
21,EPS Growth,62.33%,-,-,-80.99%,-24.83%,-,-,-25.19%,-74.16%,-7.79%,-50.07%,42.39%,134.53%,25.16%,191.18%,-36.00%,151.06%,2766.67%,-10.19%,31.58%,Upgrade
22,Free Cash Flow,-8009,8628,69.95,69.95,-,16397,-7450,-1459,4101,4101,5490,8021,-,-1948,12071,23295,5296,-,35678,-24021,Upgrade
23,Free Cash Flow Per Share,-1436.89,1548.29,12.49,12.53,-,2944.60,-1339.57,-262.22,736.12,736.37,986.73,1439.73,-,-304.06,2166.81,4181.38,951.23,-,6420.48,-4311.54,Upgrade
24,Dividend Per Share,-,-,-,-,-,-,-,-,800.000,-,-,-,-,-,-,-,-,-,-,-,Upgrade
25,Gross Margin,14.96%,10.42%,7.68%,9.60%,12.23%,8.04%,7.23%,10.33%,11.37%,11.60%,10.22%,12.92%,13.15%,11.85%,17.19%,15.51%,14.24%,14.05%,12.89%,14.71%,Upgrade
