,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,3810,6057,9812,-,9035,-,10766,6358,16488,16488,8381,7525,12236,12236,7975,4855,6423,4284,-,3046,Upgrade
1,Cash & Short-Term Investments,3810,6057,9812,9035,9035,-,10766,6358,16488,16488,8381,7525,12236,12236,7975,4855,6423,4284,3046,3046,Upgrade
2,Cash Growth,-57.83%,-,-8.86%,42.11%,-45.20%,-,28.46%,-15.51%,34.75%,34.75%,5.09%,55.00%,90.49%,185.63%,161.80%,59.37%,-7.01%,-32.35%,-51.89%,28.80%,Upgrade
3,Accounts Receivable,14425,7538,12641,-,14209,-,17569,29176,17303,17303,20235,35456,13766,13766,12564,12416,12359,11949,-,9161,Upgrade
4,Other Receivables,2441,11528,13278,-,12612,-,8009,6356,10039,10039,8726,8624,9703,9703,6733,6134,7746,8027,-,4649,Upgrade
5,Receivables,16866,19066,25919,-,26821,-,25578,35533,27342,27342,28961,44079,23469,23469,19296,18550,20104,19977,-,13810,Upgrade
6,Inventory,23627,21567,19766,-,17311,-,24061,16023,14907,14907,18889,21015,17273,17273,16757,18971,17042,19623,-,23712,Upgrade
7,Prepaid Expenses,318.95,311,323.63,-,297.11,-,293.03,290.63,279.64,279.64,275.55,1157,260.84,260.84,258.11,262.16,304.28,312.11,-,314.28,Upgrade
8,Other Current Assets,154.98,444.1,426.35,-,3016,-,2390,1276,596.51,596.51,4812,1600,1398,1398,223.34,431.74,1790,1913,-,6161,Upgrade
9,Total Current Assets,44777,47446,56246,-,56480,-,63089,59481,59614,59614,61319,75377,54638,54638,44510,43070,45664,46108,-,47044,Upgrade
10,"Property, Plant & Equipment",156869,162779,166906,-,175109,-,170393,175657,183440,183440,191710,193185,198062,198062,203881,210971,223652,231229,-,245994,Upgrade
11,Long-Term Accounts Receivable,80,80,80,-,80,-,80,80,80,80,80,80,80,80,90,100,100,100,-,100,Upgrade
12,Long-Term Deferred Tax Assets,-74.28,0.73,171.61,-,170.51,-,160.98,190.47,401.48,401.48,153.91,165.81,151.94,151.94,172.7,189.37,251.7,247.01,-,245.45,Upgrade
13,Other Long-Term Assets,23805,24522,28023,-,26099,-,28874,23457,21674,21674,11810,13228,14923,14923,16517,17758,18764,17920,-,11679,Upgrade
14,Total Assets,225457,234827,251427,-,257939,-,262597,258865,265209,265209,265073,282036,267855,267855,265171,272088,288432,295604,-,305062,Upgrade
15,Accounts Payable,32431,34600,45982,-,53276,-,41925,47722,41019,41019,38635,51160,32217,32217,33274,40414,29429,32412,-,40574,Upgrade
16,Accrued Expenses,7420,6879,3808,-,5902,-,5410,3139,8302,8302,11158,7270,8186,8186,8603,6931,12817,8718,-,4104,Upgrade
17,Short-Term Debt,36805,36672,44400,-,34812,-,40551,25877,34154,34154,25483,23551,32582,32582,14812,17923,21812,19812,-,40637,Upgrade
18,Current Income Taxes Payable,1079,1554,488.2,-,447.35,-,1167,1691,1113,1113,1603,1139,1846,1846,4819,2008,942.65,181.66,-,146.72,Upgrade
19,Current Unearned Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,20,-,20,Upgrade
20,Other Current Liabilities,5866,10683,9821,-,5840,-,7707,3891,2925,2925,5490,8901,2420,2420,11802,5997,22153,27942,-,6536,Upgrade
21,Total Current Liabilities,83600,90388,104498,-,100277,-,96759,82320,87513,87513,82370,92022,77253,77253,73310,73273,87159,89085,-,92018,Upgrade
22,Long-Term Debt,28837,32979,37121,-,47161,-,54567,58270,61973,61973,69379,73082,76785,76785,84191,87894,95300,99003,-,106409,Upgrade
23,Other Long-Term Liabilities,15462,15847,15257,-,15092,-,15092,15092,14692,14692,16432,15797,15584,15584,14889,16760,15074,14156,-,15810,Upgrade
24,Total Liabilities,127900,139214,156877,-,162531,-,166418,155683,164178,164178,168182,180901,169621,169621,172390,177928,197533,202244,-,214237,Upgrade
25,Common Stock,55680,55680,55680,-,55680,-,55680,55680,55680,55680,55680,55680,55680,55680,55680,55680,55680,55680,-,55680,Upgrade
26,Additional Paid-In Capital,6025,6025,6025,-,6025,-,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,-,6025,Upgrade
27,Retained Earnings,35853,33909,32845,-,33704,-,34474,41478,39326,39326,35186,39430,36529,36529,31076,32456,29195,31655,-,29121,Upgrade
28,Shareholders' Equity,97558,95613,94550,95409,95409,-,96179,103182,101031,101031,96891,101134,98234,98234,92781,94161,90899,93360,90825,90825,Upgrade
29,Total Liabilities & Equity,225457,234827,251427,-,257939,-,262597,258865,265209,265209,265073,282036,267855,267855,265171,272088,288432,295604,-,305062,Upgrade
30,Total Debt,65642,69651,81521,81973,81973,-,95118,84147,96127,96127,94862,96633,109367,109367,99003,105817,117112,118815,147046,147046,Upgrade
31,Net Cash (Debt),-61832,-63594,-71709,-72938,-72938,-,-84351,-77790,-79639,-79639,-86481,-89108,-97132,-97132,-91028,-100962,-110689,-114531,-144000,-144000,Upgrade
32,Net Cash Per Share,-11093.53,-11411.76,-12804.97,-13060.50,-13074.45,-,-15167.54,-13980.85,-14295.16,-14299.98,-15544.54,-15995.30,-17439.34,-15160.69,-16339.65,-18122.27,-19882.85,-20557.26,-25913.42,-25846.87,Upgrade
33,Filing Date Shares Outstanding,5.57,5.57,5.57,5.58,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,6.41,5.57,5.57,5.57,5.57,5.56,5.57,Upgrade
34,Total Common Shares Outstanding,5.57,5.57,5.57,5.58,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,6.41,5.57,5.57,5.57,5.57,5.56,5.57,Upgrade
35,Working Capital,-38823,-42942,-48252,-,-43797,-,-33670,-22840,-27899,-27899,-21051,-16645,-22615,-22615,-28800,-30204,-41494,-42977,-,-44975,Upgrade
36,Book Value Per Share,17521.15,17171.89,16980.96,17135.19,17135.19,-,17273.46,18531.28,18144.92,18144.92,17401.36,18163.49,17642.58,15332.72,16654.32,16901.39,16328.10,16757.22,16302.43,16302.43,Upgrade
37,Tangible Book Value,97558,95613,94550,95409,95409,-,96179,103182,101031,101031,96891,101134,98234,98234,92781,94161,90899,93360,90825,90825,Upgrade
38,Tangible Book Value Per Share,17521.15,17171.89,16980.96,17135.19,17135.19,-,17273.46,18531.28,18144.92,18144.92,17401.36,18163.49,17642.58,15332.72,16654.32,16901.39,16328.10,16757.22,16302.43,16302.43,Upgrade
39,Construction In Progress,59.98,135.85,1.03,-,17773,-,1186,418.86,1747,1747,13631,9704,6397,6397,203.87,156.61,219.97,268.29,-,46.83,Upgrade
