,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+16 Quarters
0,Market Capitalization,116994,120792,124590,120625,125731,143602,129561,72120,86799,63185,63185,88076,150622,64461,50727,49374,56800,17040,14200,14200,12070,Upgrade
1,Market Cap Growth,-15.88%,-15.88%,-3.84%,67.26%,44.85%,127.27%,105.05%,-18.12%,-42.37%,-1.98%,24.56%,78.38%,165.18%,278.29%,257.23%,247.71%,370.59%,0%,-25.93%,-37.50%,-46.88%,Upgrade
2,Enterprise Value,104190,113067,122337,111087,124733,135916,120538,65234,76857,56521,56521,85859,148405,63219,49485,48668,56094,16212,-21869,-21869,-23827,Upgrade
3,Last Close Price,15400.00,15900.00,16400.00,17663.55,18411.21,21028.04,18971.96,10560.75,12710.28,9252.34,9252.34,12897.20,22056.07,9439.25,7009.35,6822.43,7476.64,2242.99,1869.16,1869.16,1588.79,Upgrade
4,PE Ratio,81.35,40.36,54.84,468.26,128.62,104.96,-,-21.99,-20.50,-,-,-,173.50,-,58.23,168.91,-45.45,-14.43,-,-,9.53,Upgrade
5,PS Ratio,3.07,3.39,2.49,2.68,2.29,1.92,1.45,0.72,1.00,1.06,2.75,46.27,-,-,-,1.88,-,1.41,-,-,0.27,Upgrade
6,PB Ratio,1.41,1.56,1.63,1.58,1.65,1.89,-,0.93,1.16,0.85,0.85,1.14,1.93,0.82,0.64,0.63,-,0.22,0.19,0.18,0.15,Upgrade
7,P/TBV Ratio,1.56,1.56,1.63,1.58,1.65,1.89,-,0.95,1.16,0.85,0.85,1.14,1.93,0.82,0.64,0.63,-,0.22,0.19,0.18,0.15,Upgrade
8,P/FCF Ratio,12.03,12.03,25.33,-,20.62,-,-,50.67,-,7.68,8.39,12.88,-,118.38,-4.64,-,-2.67,-,-,-,0.86,Upgrade
