,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+20 Quarters
0,Market Capitalization,156624,161745,159611,153210,128030,145955,153637,162172,149369,187351,202715,198447,198020,187778,160038,157904,149369,103278,227041,194180,200581,Upgrade
1,Market Cap Growth,10.82%,10.82%,3.89%,-5.53%,-14.29%,-22.10%,-24.21%,-18.28%,-24.57%,-0.23%,26.67%,25.68%,32.57%,81.82%,-29.51%,-18.68%,-25.53%,-49.69%,20.91%,-18.02%,-38.96%,Upgrade
2,Enterprise Value,143153,143235,162568,156195,137092,155004,162094,169048,156782,198314,212941,208674,208572,197448,171181,167546,164221,118130,225838,219672,226074,Upgrade
3,Last Close Price,36700.00,37900.00,37400.00,35900.00,30000.00,34200.00,36000.00,38000.00,35000.00,43900.00,47500.00,46500.00,46400.00,44000.00,37500.00,37000.00,35000.00,24200.00,53200.00,43093.75,44514.42,Upgrade
4,PE Ratio,21.42,40.13,31.26,35.08,22.06,31.48,41.68,70.70,233.65,-25.97,-,-,-,-,-,-,-,-,16.64,16.14,17.84,Upgrade
5,PS Ratio,0.88,0.97,0.97,1.03,0.91,1.12,1.27,1.49,1.89,3.70,5.36,-,3.81,3.10,1.74,1.19,0.82,0.45,0.91,0.80,0.83,Upgrade
6,PB Ratio,4.55,4.70,4.64,5.00,4.16,5.04,5.55,5.86,-,7.58,-,7.18,7.09,5.48,4.20,3.79,3.15,1.80,3.97,2.95,3.32,Upgrade
7,P/TBV Ratio,4.78,4.78,4.72,5.10,4.24,5.14,5.67,5.98,-,7.74,-,7.31,7.23,5.56,4.27,3.84,3.19,1.82,4.01,2.98,3.36,Upgrade
8,P/FCF Ratio,9.90,-,-,-,34.92,-,-,-,-60.78,-,-,-,-54.29,-,-,-,-,9.54,-,-,10.41,Upgrade
9,P/OCF Ratio,8.23,-,-,21.35,25.77,-,-,-,-60.78,-,-,-,-70.00,-,-,-,-,6.42,-,-,7.09,Upgrade
10,EV/Sales Ratio,0.81,0.86,0.99,1.05,0.98,1.19,1.34,1.55,1.98,3.92,5.63,-,4.01,3.26,1.86,1.27,0.90,0.51,0.91,0.90,0.94,Upgrade
11,EV/EBITDA Ratio,9.36,11.20,10.93,10.53,8.20,9.73,10.71,12.09,16.55,68.06,1030.57,-,-,254.40,43.85,-,-,3.77,6.11,5.79,6.16,Upgrade
12,EV/EBIT Ratio,17.56,28.88,25.14,26.37,18.61,24.97,31.65,45.97,91.70,-34.02,-,-,-,-,-,-,-,-,11.24,10.42,11.44,Upgrade
13,EV/FCF Ratio,9.05,-,-,-,37.39,-,-,-,-63.80,-,-,-,-57.18,-,-,-,-,10.91,-,-,11.74,Upgrade
14,Debt / Equity Ratio,0.10,0.10,0.04,0.34,0.30,0.50,0.48,0.48,-,0.67,-,0.46,0.46,0.44,0.47,0.44,0.44,0.44,0.44,0.32,0.65,Upgrade
