,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,5332,2316,6407,7217,10149,7598,12743,23256,15221,16821,12558
1,Market Cap Growth,-67.91%,-67.91%,-36.87%,-5.03%,-20.36%,-67.33%,-16.28%,38.25%,21.20%,-,-
2,Enterprise Value,4117,1049,5004,6080,8763,5943,10814,21069,12776,14439,13191
3,Last Close Price,5.54,2.40,6.64,7.48,10.80,8.09,13.60,24.85,16.28,18.02,14.00
4,PS Ratio,19.40,8.42,26.58,26.74,53.81,32.50,71.10,-,-,-,2248.82
5,PB Ratio,3.05,1.32,3.48,3.62,5.76,3.75,5.55,9.62,5.64,5.93,4.63
6,P/TBV Ratio,1.32,1.32,3.48,3.62,5.76,3.75,5.55,9.62,5.64,5.93,4.63
7,EV/Sales Ratio,14.98,3.81,20.76,22.53,46.46,25.42,60.33,-,-,-,2362.05
8,Debt / Equity Ratio,0.20,0.20,0.15,0.15,0.22,0.30,0.34,0.16,0.10,0.10,0.10
9,Earnings Yield,-4.35%,-10.00%,-3.62%,-3.27%,-3.63%,-4.51%,-3.97%,-3.06%,-3.34%,-5.72%,-7.42%
10,FCF Yield,-3.91%,-9.01%,-4.11%,-4.71%,-4.79%,-6.42%,-4.61%,-2.68%,-3.42%,-2.65%,-3.54%
11,Buyback Yield / Dilution,-1.66%,-0.59%,-2.75%,-2.25%,-0.11%,-0.10%,-0.21%,-1.03%,-67.54%,-38.50%,-21.26%
12,Total Shareholder Return,-1.66%,-0.59%,-2.75%,-2.25%,-0.11%,-0.10%,-0.21%,-1.03%,-67.54%,-38.50%,-21.26%
