,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1140,1086,1136,1069,977.37,803.31,702.02,185.32,240.19,1868
1,Short-Term Investments,316.39,321.25,445.29,247.86,637.54,1128,1160,1835,2217,502.89
2,Trading Asset Securities,-,-,-,33.33,94.01,54.01,55.01,43.53,20.08,11.68
3,Cash & Short-Term Investments,1457,1407,1582,1350,1709,1985,1917,2064,2478,2382
4,Cash Growth,-7.90%,4.21%,-7.45%,-31.99%,-10.85%,-3.82%,-22.64%,-13.36%,172.58%,275.95%
5,Accounts Receivable,13.17,7.13,23.56,15.49,14.84,7.61,-,-,-,-
6,Other Receivables,57.92,65.42,54.66,64.03,68.44,59.92,53.13,84.8,56.18,36.12
7,Receivables,71.08,72.55,78.21,79.52,83.28,67.53,53.13,84.8,56.18,36.12
8,Inventory,65.16,78.75,62.93,64.64,75.62,57.91,51,44.32,32.99,25.92
9,Other Current Assets,-,-,-,-,-,5.63,3.72,5.86,-,-
10,Total Current Assets,1593,1559,1723,1495,1868,2117,2025,2199,2567,2444
11,"Property, Plant & Equipment",547.03,576.95,604.68,619.74,576.16,530.52,416.8,393.02,380.36,374.3
12,Other Long-Term Assets,2.14,1.63,0.98,3.26,17.72,58.02,58.65,47.27,32.85,35.81
13,Total Assets,2142,2137,2328,2118,2462,2705,2500,2640,2980,2855
14,Accounts Payable,23.66,31.54,19.41,17.63,17.63,28.48,16.27,5.28,14.29,7.64
15,Accrued Expenses,118.67,119.89,123.74,135.36,118.73,109.04,107.87,77.61,39.26,33.81
16,Current Portion of Long-Term Debt,170,75,70,175,325.09,449.99,209.8,188,57.5,28.75
17,Current Portion of Leases,4.07,5.5,11.24,15.11,14.01,13.82,11.35,10.15,10.37,13.08
18,Current Unearned Revenue,8.66,6.86,12.9,13.07,9.56,6.38,3.22,5.69,30.84,11.95
19,Other Current Liabilities,20.32,28.05,24,28.74,38.88,29.55,34.52,42.82,49.34,105.3
20,Total Current Liabilities,345.38,266.84,261.3,384.91,523.91,637.26,383.03,329.54,201.59,200.53
21,Long-Term Debt,150,175,200,150,173.73,153.83,86.71,21.35,172.5,201.25
22,Long-Term Leases,2.55,1.58,2.35,5.28,13.26,19.63,5.33,3.31,9.3,10.1
23,Long-Term Unearned Revenue,15.33,21.58,17.92,19.67,22.36,24.09,14.51,12.24,12.24,16.78
24,Total Liabilities,513.25,465,481.57,559.86,733.27,834.8,489.57,366.44,395.63,428.66
25,Common Stock,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
26,Additional Paid-In Capital,-,4053,4053,3726,3722,3717,3717,3713,3707,3434
27,Retained Earnings,-,-2343,-2172,-2132,-1954,-1807,-1662,-1394,-1070,-966.46
28,Comprehensive Income & Other,1629,-37.64,-34.43,-35.85,-39.75,-39.84,-44.5,-45.45,-53.26,-42.05
29,Shareholders' Equity,1629,1672,1847,1558,1728,1870,2011,2273,2584,2426
30,Total Liabilities & Equity,2142,2137,2328,2118,2462,2705,2500,2640,2980,2855
31,Total Debt,326.62,257.08,283.59,345.39,526.1,637.27,313.19,222.81,249.66,253.18
32,Net Cash (Debt),1130,1150,1298,1005,1183,1348,1604,1841,2228,2129
33,Net Cash Growth,-12.95%,14.45%,9.74%,-25.46%,-26.24%,-26.78%,-28.02%,-13.52%,-,-
34,Net Cash Per Share,1.17,1.19,1.36,1.07,1.26,1.44,1.71,1.97,2.41,3.82
35,Filing Date Shares Outstanding,964.92,964.84,964.78,939.72,939.23,934.94,935.84,934.94,933.47,897.01
36,Total Common Shares Outstanding,964.92,964.84,964.78,939.72,939.23,934.94,935.84,934.94,933.47,897.01
37,Working Capital,1247,1292,1461,1110,1344,1479,1642,1870,2365,2244
38,Book Value Per Share,1.69,1.73,1.91,1.66,1.84,2.00,2.15,2.43,2.77,2.70
39,Tangible Book Value,1629,1672,1847,1558,1728,1870,2011,2273,2584,2426
40,Tangible Book Value Per Share,1.69,1.73,1.91,1.66,1.84,2.00,2.15,2.43,2.77,2.70
41,Buildings,-,303.51,-,285.28,-,227.4,-,237.74,-,231.58
42,Machinery,-,384.82,-,286.3,-,152.46,-,120.65,-,34.89
43,Construction In Progress,-,0.89,-,90.83,-,143.08,-,23.42,-,67.27
44,Leasehold Improvements,-,6.26,-,6.75,-,1.9,-,0.41,-,0.41
