,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,18,54,62,68,60,69,76,86,91,112,114,124,112,114,126,124,124,133,186,202,183,Upgrade
1,Market Cap Growth,-21.38%,-21.38%,-18.75%,-21.11%,-34.38%,-38.30%,-33.33%,-30.77%,-18.30%,-2.08%,-9.43%,0%,-9.62%,-14.29%,-32.05%,-38.82%,-32.47%,-8.20%,-2.50%,-11.46%,-24.51%,Upgrade
2,Enterprise Value,805,691,698,593,585,649,656,631,637,727,730,642,630,737,749,677,677,645,698,691,672,Upgrade
3,Last Close Price,0.04,0.11,0.13,0.14,0.13,0.14,0.16,0.18,0.19,0.23,0.24,0.26,0.23,0.24,0.27,0.26,0.26,0.28,0.39,0.42,0.39,Upgrade
4,PE Ratio,-,-,-,16.59,10.77,-17.01,-,3.28,-,2.46,2.21,1.89,1.53,1.43,1.53,2.34,4.02,4.16,-,-,5.68,Upgrade
5,PS Ratio,0.01,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.06,0.06,0.09,0.09,0.08,Upgrade
6,PB Ratio,0.02,0.07,0.08,0.09,0.08,0.09,0.10,0.11,-,0.14,0.14,0.15,-,0.15,0.17,0.17,-,0.21,0.30,0.33,-,Upgrade
7,P/TBV Ratio,0.07,0.07,0.08,0.09,0.08,0.09,0.10,0.11,-,0.14,0.14,0.16,-,0.15,0.18,0.18,-,0.22,0.31,0.34,-,Upgrade
8,EV/Sales Ratio,0.40,0.34,0.34,0.27,0.26,0.28,0.28,0.26,0.27,0.31,0.29,0.24,0.23,0.27,0.28,0.29,0.30,0.30,0.33,0.30,0.29,Upgrade
9,EV/EBITDA Ratio,10.39,10.11,8.51,7.32,7.28,9.41,8.20,6.13,5.12,5.66,5.22,4.03,3.57,3.87,4.10,4.64,5.17,4.67,5.48,4.88,4.88,Upgrade
10,EV/EBIT Ratio,34.78,-,-,14.61,14.43,21.99,16.48,9.99,7.50,8.16,7.29,5.35,4.59,4.91,4.99,6.04,7.04,6.43,7.91,6.95,7.26,Upgrade
11,Debt / Equity Ratio,1.11,1.11,1.11,0.91,0.79,0.79,0.86,0.86,-,0.80,0.88,0.88,-,0.78,0.92,0.92,-,0.97,1.01,1.01,-,Upgrade
12,Debt / EBITDA Ratio,10.61,15.11,15.11,12.87,5.31,5.35,13.29,12.74,-,4.21,5.07,5.24,-,3.08,3.00,3.24,-,3.61,8.54,4.34,-,Upgrade
13,Asset Turnover,0.97,1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,11.77,10.36,11.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.23,0.23,0.23,0.31,-,0.31,-,0.35,-,0.30,-,0.29,-,0.43,-,0.31,-,0.31,-,0.39,-,Upgrade
16,Current Ratio,1.44,1.44,1.44,1.51,-,1.55,-,1.49,-,1.56,-,1.47,-,1.60,-,1.43,-,1.38,-,1.33,-,Upgrade
17,Return on Equity (ROE),-4.91%,-4.83%,0.37%,3.85%,0.58%,-2.53%,-,-,5.69%,7.27%,-,-,9.51%,15.72%,-,-,13.20%,-0.83%,-,-,Upgrade,
18,Return on Assets (ROA),-0.03%,-0.03%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-0.04%,-0.04%,0.80%,3.59%,2.36%,0.69%,-,-,3.90%,4.45%,-,-,6.18%,8.51%,-,-,6.91%,1.88%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),2.66%,-,-,4.48%,-,3.43%,-,7.05%,-,9.40%,-,12.41%,-,16.15%,-,12.76%,-,13.27%,-,12.82%,-,Upgrade
21,Earnings Yield,-57.27%,-19.09%,-0.26%,6.03%,9.29%,-5.88%,8.39%,30.45%,41.87%,40.60%,45.30%,52.84%,65.27%,69.91%,65.43%,42.65%,24.85%,24.04%,10.50%,13.28%,17.61%,Upgrade
22,FCF Yield,-1392.90%,-309.96%,-135.90%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
