,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Rental Revenue,7153,6853,6725,6192,6042,5824,5778,5511,5233,5386,Upgrade
1,Other Revenue,-436,-235,-392,-75,160,90,274,-,-,-,Upgrade
2,Total Revenue,6717,6618,6333,6117,6202,5914,6052,5511,5233,5386,Upgrade
3,Revenue Growth (YoY,6.06%,8.19%,2.11%,3.43%,2.48%,7.31%,15.65%,2.32%,-1.86%,5.46%,Upgrade
4,Property Expenses,1671,1689,1546,1458,1360,1331,1297,1202,1146,1165,Upgrade
5,"Selling, General & Administrative",564,540,499,448,423,383,327,316,270,287,Upgrade
6,Total Operating Expenses,2235,2229,2045,1906,1783,1714,1624,1518,1416,1452,Upgrade
7,Operating Income,4482,4389,4288,4211,4419,4200,4428,3993,3817,3934,Upgrade
8,Interest Expense,-1108,-1196,-1073,-1078,-654,-573,-500,-488,-508,-449,Upgrade
9,Interest & Investment Income,172,277,274,69,37,46,52,55,71,88,Upgrade
10,Other Non-Operating Income,111,-113,63,-72,50,45,23,123,103,52,Upgrade
11,EBT Excluding Unusual Items,3657,3357,3552,3130,3852,3718,4003,3683,3483,3625,Upgrade
12,Impairment of Goodwill,-,-377,-39,-,-,-,-,-46,-,-,Upgrade
13,Gain (Loss) on Sale of Investments,-,-5,-,-,-,-2,-9,-,-,-,Upgrade
14,Asset Writedown,-7250,-810,-6593,-1536,10853,-2639,3065,1999,-7275,-27610,Upgrade
15,Pretax Income,-3593,2165,-3080,1594,14705,1077,7059,5636,-3792,-23985,Upgrade
16,Income Tax Expense,406,978,570,318,688,512,717,559,533,35,Upgrade
17,Earnings From Continuing Operations,-3999,1187,-3650,1276,14017,565,6342,5077,-4325,-24020,Upgrade
18,Minority Interest in Earnings,315,204,276,182,-24,41,-54,201,232,156,Upgrade
19,Net Income,-3684,1391,-3374,1458,13993,606,6288,5278,-4093,-23864,Upgrade
20,Net Income to Common,-3684,1391,-3374,1458,13993,606,6288,5278,-4093,-23864,Upgrade
21,Net Income Growth,-,-4.60%,-,140.59%,122.53%,-88.52%,-,-,-,-,Upgrade
22,Basic Shares Outstanding,2560,2582,2540,2248,2111,2136,2085,2072,2061,2084,Upgrade
23,Diluted Shares Outstanding,2560,2582,2540,2368,2118,2136,2121,2072,2061,2084,Upgrade
24,Shares Change (YoY),0.77%,9.04%,19.94%,10.87%,-0.15%,3.06%,2.90%,-0.54%,-3.92%,-1.32%,Upgrade
25,EPS (Basic),-1.44,0.54,-1.33,0.65,6.63,0.28,3.02,2.55,-1.99,-11.45,Upgrade
26,EPS (Diluted),-1.44,0.54,-1.33,0.65,6.61,0.28,2.98,2.55,-1.99,-11.45,Upgrade
27,EPS Growth,-,-16.73%,-,128.01%,122.01%,-88.86%,-,-,-,-,Upgrade
28,Dividend Per Share,1.349,1.326,1.301,1.188,1.555,1.461,1.596,1.483,1.417,1.457,Upgrade
29,Dividend Growth,3.70%,11.59%,-16.35%,-18.67%,-2.56%,-1.52%,12.67%,1.80%,0.13%,3.68%,Upgrade
30,Operating Margin,66.73%,66.32%,67.71%,68.84%,71.25%,71.02%,73.17%,72.46%,72.94%,73.04%,Upgrade
31,Profit Margin,-54.85%,21.02%,-53.28%,23.84%,225.62%,10.25%,103.90%,95.77%,-78.22%,-443.07%,Upgrade
32,Free Cash Flow Margin,65.54%,67.09%,63.81%,63.69%,60.38%,61.24%,50.83%,70.97%,60.52%,60.73%,Upgrade
33,EBITDA,4523,4429,4337,4258,4462,4241,4469,4033,3863,3979,Upgrade
34,D&A For Ebitda,41,40,49,47,43,41,41,40,46,45,Upgrade
35,EBIT,4482,4389,4288,4211,4419,4200,4428,3993,3817,3934,Upgrade
