,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,95161,101133,85937,98378,128969,115743,141383,139550,147396,129933,135204,Upgrade
1,Market Cap Growth,2.80%,2.80%,-33.37%,-15.00%,-8.78%,-17.06%,-4.08%,7.40%,9.02%,-28.32%,-30.18%,Upgrade
2,Enterprise Value,150529,156626,145023,153357,185377,166891,185783,179541,185695,160906,164712,Upgrade
3,Last Close Price,36.85,37.74,31.02,34.24,43.88,45.05,53.80,52.41,54.53,47.55,48.53,Upgrade
4,PE Ratio,-,-,-43.34,-,8.35,7.93,20.51,12.07,124.38,-,-,Upgrade
5,PS Ratio,7.10,7.58,6.64,7.90,10.47,9.55,11.82,12.07,13.72,12.24,12.61,Upgrade
6,PB Ratio,0.55,0.59,0.48,0.54,0.68,0.68,0.87,0.86,0.93,0.84,0.84,Upgrade
7,P/FCF Ratio,11.44,11.44,10.13,12.39,16.88,15.71,21.11,19.97,20.82,20.18,20.52,Upgrade
8,P/OCF Ratio,11.44,11.44,10.13,12.39,16.88,15.71,21.11,19.97,20.82,20.18,20.52,Upgrade
9,EV/Sales Ratio,11.29,11.75,11.20,12.32,15.05,13.77,15.53,15.53,17.28,15.15,15.37,Upgrade
10,EV/EBITDA Ratio,16.81,17.50,16.54,17.84,21.26,19.18,21.33,21.12,23.52,20.52,20.91,Upgrade
11,EV/EBIT Ratio,16.97,17.66,16.71,18.04,21.48,19.36,21.53,21.32,23.78,20.76,21.11,Upgrade
12,EV/FCF Ratio,17.71,17.71,17.10,19.32,24.26,22.65,27.74,25.70,26.24,24.99,25.00,Upgrade
13,Debt / Equity Ratio,0.34,0.34,0.35,0.35,0.37,0.35,0.33,0.28,0.27,0.26,0.24,Upgrade
14,Debt / FCF Ratio,6.66,6.66,7.47,7.93,9.05,8.03,8.01,6.65,6.02,6.21,5.84,Upgrade
15,Earnings Yield,-2.41%,-2.27%,-2.31%,-1.95%,11.98%,12.61%,4.88%,8.29%,0.80%,-21.52%,-12.66%,Upgrade
16,FCF Yield,8.74%,8.74%,9.87%,8.07%,5.92%,6.36%,4.74%,5.01%,4.80%,4.95%,4.87%,Upgrade
17,Dividend Yield,7.32%,7.09%,8.47%,7.27%,6.25%,6.69%,5.68%,5.88%,5.32%,6.04%,5.92%,Upgrade
18,Buyback Yield / Dilution,-7.39%,-0.77%,-9.04%,-19.94%,-10.87%,0.15%,-3.06%,-2.90%,0.54%,3.92%,1.32%,Upgrade
19,Total Shareholder Return,-0.07%,6.32%,-0.57%,-12.67%,-4.62%,6.84%,2.62%,2.97%,5.86%,9.96%,7.24%,Upgrade
