,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Premiums & Annuity Revenue,2014576,1880927,1779627,1864494,1633815,1729707,1545752,1605387,1536956,1535305,1437173,1439542,1208442,1178736,1200137,1179934,1196338,1117265,1063147,1151744,Upgrade
1,Total Interest & Dividend Income,185292,181765,192039,187803,204779,229418,211570,172653,108077,135449,103331,110541,120926,130690,140428,144735,154247,154796,157627,162698,Upgrade
2,Gain (Loss) on Sale of Investments,88221,89966,97879,85865,94274,88518,130933,81059,116929,95322,86780,69088,115663,82509,34708,24037,172956,5185,122221,-97597,Upgrade
3,Non-Insurance Activities Revenue,51341,50405,49120,47769,54058,42259,51347,47015,311254,48263,142258,44329,46542,49231,51531,52087,59307,51670,50852,93531,Upgrade
4,Total Revenue,2339430,2203062,2118665,2185929,1986926,2089902,1939602,1906114,2073215,1814339,1769541,1663501,1491573,1441167,1426804,1400793,1582847,1328916,1393846,1310376,Upgrade
5,Revenue Growth (YoY),17.74%,5.41%,9.23%,14.68%,-4.16%,15.19%,9.61%,14.58%,39.00%,25.89%,24.02%,18.75%,-5.77%,8.45%,2.36%,6.90%,2.13%,-3.37%,-26.99%,-26.98%,Upgrade
6,Policy Benefits,1882891,1764143,1543847,1505794,1422830,1473733,1320445,1362314,1369869,1352239,1230433,1193141,1002666,880414,931049,989635,987198,930761,814858,963910,Upgrade
7,Depreciation & Amortization,10717,10344,10023,10644,10400,11088,10734,10697,7519,6912,5845,5829,9584,2733,6050,6636,8499,7873,6623,6827,Upgrade
8,"Selling, General & Administrative",61596,59174,50704,51320,58599,48874,62608,58318,57835,53009,58413,45126,42437,20116,32500,43985,43549,48010,37807,50144,Upgrade
9,Non-Insurance Activities Expense,23162,22929,21674,20576,22328,21760,22304,24872,220639,-59700,110944,22544,23942,27960,30719,26613,30893,33289,21070,64785,Upgrade
10,Other Operating Expenses,-,-,0,-0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Total Operating Expenses,2119773,1968372,1723067,1687351,1671115,1663523,1515087,1548713,1775468,1460133,1507622,1357240,1350035,1008750,1085427,1147308,1277845,1088758,954253,1149690,Upgrade
12,Operating Income,219657,234690,395599,498579,315811,426379,424515,357401,297748,354206,261919,306260,141538,432417,341378,253485,305002,240158,439594,160686,Upgrade
13,Interest Expense,-11153,-9264,-7601,-3727,-5473,-12533,-11799,-3077,-2973,-5729,-6044,-1122,-1002,-629.44,-717.56,-345.3,-,-,-239.51,-612.07,Upgrade
14,Currency Exchange Gain (Loss),28838,20941,-9692,-6140,7598,-13681,-3073,2546,3750,-11194,-8654,-5394,-3706,8149,753.16,-1138,5032,2209,-2706,-3056,Upgrade
15,Other Non Operating Income (Expenses),-98566,-50975,-39327,-44292,-110466,-53874,-35050,-38814,-40718,-15255,-11354,-10477,-31479,-13855,-8807,-14842,-21388,-17405,-12788,-15600,Upgrade
16,Pretax Income,138776,195392,338978,444419,207470,346290,374593,318057,257807,322028,235866,289268,105350,426082,332606,237160,288646,224962,423860,141419,Upgrade
17,Income Tax Expense,79952,33622,50913,73435,91641,50152,48740,49377,88205,46350,35481,61757,46217,75444,60248,48659,52462,52561,65691,46231,Upgrade
18,Earnings From Continuing Ops.,58824,161769,288065,370984,115829,296139,325853,268680,169601,275678,200386,227512,59133,350638,272358,188501,236184,172401,358169,95188,Upgrade
