,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,56.31,56.45,57.28,43.92,22.93,11.67,28.78,15.17,36.86,6.48
1,Short-Term Investments,33.19,10,5.11,5.17,2.13,3.8,5.12,4.07,3.56,3.4
2,Trading Asset Securities,-,31.77,31.21,30.48,38.1,43.34,49.91,53.07,25.56,3.33
3,Cash & Short-Term Investments,89.51,98.22,93.59,79.58,63.16,58.8,83.81,72.32,65.99,13.21
4,Cash Growth,-4.37%,23.42%,48.19%,35.33%,-24.64%,-18.69%,27.01%,447.38%,-,-
5,Accounts Receivable,19.93,21.64,22.73,23.87,30.71,25.12,23.29,25.4,27.06,35.07
6,Other Receivables,16.03,-,-,-,-,-,-,-,-,-
7,Receivables,35.96,21.64,22.73,23.87,30.71,25.12,23.29,25.4,27.06,35.07
8,Inventory,34.94,33.64,33.31,39.86,46.93,49.41,37.38,34.91,37.61,31.61
9,Restricted Cash,1.42,1.42,1.65,1.65,1.68,1.68,1.67,1.67,1.67,1.67
10,Other Current Assets,-,-,-,-,-,-,-,-,-,0.05
11,Total Current Assets,161.83,154.92,151.27,144.95,142.47,135.01,146.15,134.29,132.33,81.62
12,"Property, Plant & Equipment",15.34,15.59,14.57,14.19,14.67,14.58,14.72,14.73,14.19,14.17
13,Long-Term Investments,-,-,-,-,4.3,4.3,-,-,-,-
14,Total Assets,177.16,170.51,165.84,159.14,161.44,153.88,160.87,149.02,146.52,95.78
15,Accounts Payable,8.77,6.1,7.41,7.39,9.53,9.99,9.97,5.58,6.45,7.32
16,Accrued Expenses,1.25,1.5,1.13,1.56,1.22,1.99,1.16,1.52,0.95,0.86
17,Short-Term Debt,-,-,-,-,-,-,0.18,-,-,1.51
18,Current Portion of Leases,0.69,0.81,0.41,0.09,0.42,0.09,0.28,0.06,0.32,0.02
19,Current Income Taxes Payable,0.6,0.32,1.25,0.84,1.66,0.31,1.14,0.51,0.38,0.4
20,Current Unearned Revenue,0.07,0.11,0.11,0.11,0.11,0.18,-,-,-,-
21,Other Current Liabilities,-,-,-,-,-,-,-,-,-,0.81
22,Total Current Liabilities,11.38,8.83,10.31,9.99,12.94,12.55,12.73,7.67,8.1,10.91
23,Long-Term Leases,0.79,1.07,-,-,0.04,0.03,-,-,0.03,0.01
24,Long-Term Deferred Tax Liabilities,0.39,0.45,0.62,0.55,0.57,0.61,0.64,0.64,0.67,0.63
25,Total Liabilities,12.56,10.35,10.92,10.54,13.55,13.2,13.37,8.31,8.8,11.55
26,Common Stock,2.61,2.61,2.61,2.61,2.61,2.61,2.77,2.77,2.77,-
27,Additional Paid-In Capital,35.34,35.34,35.34,35.34,35.34,35.34,48.98,48.98,-,-
28,Retained Earnings,113.36,108.79,102.91,97.37,96.61,90.18,84.17,78.34,-,69.89
29,Comprehensive Income & Other,14.21,13.84,14.06,13.28,13.33,12.55,11.58,10.62,134.96,14.34
30,Total Common Equity,165.52,160.58,154.92,148.6,147.89,140.68,147.5,140.71,137.73,84.24
31,Minority Interest,-0.92,-0.42,-,-,-,-,-,-,-,-
32,Shareholders' Equity,164.6,160.16,154.92,148.6,147.89,140.68,147.5,140.71,137.73,84.24
33,Total Liabilities & Equity,177.16,170.51,165.84,159.14,161.44,153.88,160.87,149.02,146.52,95.78
34,Total Debt,1.48,1.88,0.41,0.09,0.46,0.12,0.47,0.06,0.35,1.54
35,Net Cash (Debt),88.02,96.34,93.19,79.49,62.7,58.68,83.35,72.25,65.64,11.67
36,Net Cash Growth,-5.54%,21.19%,48.63%,35.46%,-24.77%,-18.79%,26.97%,519.09%,-,-
37,Net Cash Per Share,0.19,0.20,0.20,0.17,0.13,0.12,0.17,0.14,0.16,0.03
38,Filing Date Shares Outstanding,472,472,472,472,472,472,500,500,500,375
39,Total Common Shares Outstanding,472,472,472,472,472,472,500,500,500,375
40,Working Capital,150.45,146.09,140.97,134.97,129.53,122.45,133.42,126.62,124.24,70.71
41,Book Value Per Share,0.35,0.34,0.33,0.31,0.31,0.30,0.30,0.28,0.28,0.22
42,Tangible Book Value,165.52,160.58,154.92,148.6,147.89,140.68,147.5,140.71,137.73,84.24
43,Tangible Book Value Per Share,0.35,0.34,0.33,0.31,0.31,0.30,0.30,0.28,0.28,0.22
44,Land,-,4.07,-,4.07,-,4.07,-,4.07,-,4.07
45,Buildings,-,10.04,-,10.02,-,9.85,-,9.85,-,9.85
46,Machinery,-,12.98,-,12.66,-,12.14,-,11.85,-,10.86
47,Leasehold Improvements,-,1.21,-,0.99,-,0.99,-,0.66,-,0.58
