,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,59.63,58.67,59.12,62.14,72.04,63.37,56.77,57.31,58.57,66.86
1,Revenue Growth (YoY),0.86%,-5.57%,-17.93%,-1.94%,26.90%,10.57%,-3.07%,-14.29%,-1.05%,-
2,Cost of Revenue,47.24,45.35,46.33,48,54.23,48.84,43.39,44.44,45.32,52.16
3,Gross Profit,12.39,13.32,12.79,14.14,17.82,14.53,13.38,12.87,13.26,14.7
4,"Selling, General & Admin",8.79,8.61,6.72,5.39,7.88,7.72,6.23,7.15,4.94,4.51
5,Operating Expenses,9.03,7.82,6.88,3.86,9.17,7.69,6.37,6.82,5.14,4.73
6,Operating Income,3.37,5.5,5.91,10.28,8.65,6.84,7.01,6.05,8.12,9.97
7,Interest Expense,-0.05,-0.11,-0.02,-0.01,-0.02,-0.01,-0.02,-0.01,-0.04,-0.04
8,Interest & Investment Income,1.44,0.24,1.21,0.04,0.36,0.85,0.71,0.53,0.29,0.14
9,Currency Exchange Gain (Loss),0.43,0.14,0.36,0.75,0.64,-,-,0.64,0.77,0.45
10,Other Non Operating Income (Expenses),0.08,0.16,0.28,0.17,0.1,0.48,0.13,0.15,-4,-0.62
11,EBT Excluding Unusual Items,5.26,5.92,7.75,11.24,9.73,8.17,7.83,7.36,5.14,9.9
12,Gain (Loss) on Sale of Investments,0.89,1.29,-,-4.46,-,-0.15,0.31,-,-,0.02
13,Gain (Loss) on Sale of Assets,0,-,0.06,0.09,-,-,0.03,0.08,-,0.05
14,Pretax Income,6.16,7.21,7.82,6.87,9.73,8.02,8.16,7.44,5.14,9.97
15,Income Tax Expense,2.08,1.74,2.27,1.98,3.3,2.01,2.34,1.82,2.31,2.65
16,Earnings From Continuing Operations,4.07,5.47,5.54,4.89,6.43,6.01,5.83,5.62,2.83,7.33
17,Minority Interest in Earnings,0.5,0.41,-,-,-,-,-,-,-,-
18,Net Income,4.58,5.88,5.54,4.89,6.43,6.01,5.83,5.62,2.83,7.33
19,Net Income to Common,4.58,5.88,5.54,4.89,6.43,6.01,5.83,5.62,2.83,7.33
20,Net Income Growth,-17.43%,20.23%,-13.76%,-18.66%,10.22%,6.86%,106.12%,-23.24%,-55.76%,-
21,Shares Outstanding (Basic),472,472,472,472,472,482,500,500,409,375
22,Shares Outstanding (Diluted),472,472,472,472,472,482,500,500,409,375
23,Shares Change (YoY),-,-,-,-2.01%,-5.60%,-3.76%,22.35%,33.47%,8.97%,-
24,EPS (Basic),0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
25,EPS (Diluted),0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
26,EPS Growth,-17.44%,20.24%,-13.76%,-16.99%,16.76%,11.04%,68.47%,-42.49%,-59.41%,-
27,Free Cash Flow,-0.6,1.4,13.15,16.86,7.22,-6.09,9.52,5.79,2.42,-
28,Free Cash Flow Per Share,-0.00,0.00,0.03,0.04,0.02,-0.01,0.02,0.01,0.01,-
29,Operating Margin,5.64%,9.38%,9.99%,16.54%,12.00%,10.79%,12.34%,10.56%,13.85%,14.91%
30,Profit Margin,7.67%,10.02%,9.37%,7.87%,8.92%,9.48%,10.27%,9.81%,4.83%,10.96%
31,Free Cash Flow Margin,-1.01%,2.38%,22.25%,27.14%,10.02%,-9.60%,16.76%,10.11%,4.12%,-
32,EBITDA,3.89,6.03,6.82,10.41,9.56,7.05,7.76,6.48,8.47,10.35
33,D&A For EBITDA,0.52,0.53,0.91,0.14,0.91,0.21,0.75,0.43,0.35,0.38
34,EBIT,3.37,5.5,5.91,10.28,8.65,6.84,7.01,6.05,8.12,9.97
