,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+18 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+18 Quarters
0,Market Capitalization,139,34,45,47,51,98,136,488,513,482,564,386,20,26,25,26,37,30,28,80,88,Upgrade
1,Market Cap Growth,-65.16%,-65.16%,-66.98%,-90.39%,-90.12%,-79.61%,-75.84%,26.23%,2411.63%,1720.36%,2113.47%,1386.52%,-45.42%,-12.98%,-9.01%,-67.50%,-57.45%,-68.33%,-83.72%,-59.02%,-70.27%,Upgrade
2,Enterprise Value,115,9,20,10,13,64,101,449,472,439,521,376,10,26,25,25,37,22,19,61,69,Upgrade
3,Last Close Price,0.18,0.05,0.07,0.07,0.08,0.15,0.21,0.77,0.81,0.76,0.89,0.61,0.13,0.14,0.16,0.22,0.33,0.32,0.29,0.84,0.92,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-8.42,-,-,-,-,-12.60,Upgrade
5,PS Ratio,0.69,0.20,0.25,0.24,0.26,0.50,0.62,2.04,2.35,2.29,2.76,2.32,0.14,0.19,0.19,0.20,0.28,0.25,0.25,0.65,0.68,Upgrade
6,PB Ratio,2.37,0.70,0.92,0.75,0.63,1.21,1.43,5.10,-,4.18,4.54,3.09,-,0.30,0.31,0.31,-,0.43,0.38,1.03,-,Upgrade
7,P/TBV Ratio,0.70,0.70,0.92,0.76,0.65,1.26,1.47,5.25,-,4.33,4.68,3.18,-,0.32,0.31,0.31,-,0.43,0.38,1.03,-,Upgrade
8,EV/Sales Ratio,0.68,0.06,0.11,0.05,0.07,0.32,0.47,1.87,2.16,2.08,2.55,2.26,0.07,0.19,0.19,0.19,0.27,0.18,0.17,0.50,0.54,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-192.28,-,-,-,-,-,-,-,-,-,209.50,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-56.40,-,-,-,-,-,-,-,-,-,-11.31,Upgrade
11,Debt / Equity Ratio,0.20,0.20,0.20,0.20,0.13,0.13,0.15,0.15,-,0.22,0.24,0.24,-,0.33,0.34,0.34,-,0.39,0.41,0.41,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,2.76,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Asset Turnover,1.49,1.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,21.88,22.21,17.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,1.90,1.90,1.90,2.01,-,2.11,-,2.11,-,3.11,-,2.96,-,3.10,-,4.06,-,3.91,-,4.69,-,Upgrade
16,Current Ratio,2.07,2.07,2.07,2.35,-,2.37,-,2.43,-,3.32,-,3.39,-,3.20,-,4.83,-,4.07,-,4.83,-,Upgrade
17,Return on Equity (ROE),-44.59%,-39.92%,-106.50%,-26.83%,-29.18%,-18.92%,-,-,-22.34%,-1.41%,-,-,-18.66%,-18.03%,-,-,-13.29%,-11.80%,-,-,Upgrade,
18,Return on Assets (ROA),-14.71%,-13.33%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-20.18%,-18.05%,-19.26%,-14.66%,-12.74%,-10.98%,-,-,-9.29%,1.39%,-,-,-5.86%,-7.48%,-,-,-4.42%,-4.03%,-,-,Upgrade,
20,Earnings Yield,-24.31%,-98.87%,-77.61%,-74.10%,-55.74%,-25.42%,-19.25%,-4.58%,-3.94%,-4.27%,-3.29%,-5.63%,-25.81%,-22.49%,-17.51%,-11.88%,-22.84%,-18.48%,-23.40%,-10.77%,-7.93%,Upgrade
21,FCF Yield,-17.15%,-32.56%,-12.39%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,-,-,11.78%,-300.00%,-370.69%,-445.58%,-622.66%,-83.26%,-68.26%,-45.17%,-24.23%,-8.04%,-,-,-,-,Upgrade,
23,Total Shareholder Return,-,-,-,-,-,-,11.78%,-300.00%,-370.69%,-445.58%,-622.66%,-83.26%,-68.26%,-45.17%,-24.23%,-8.04%,-,-,-,-,Upgrade,
