,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020",+2 Quarters
0,Market Capitalization,431,434,463,478,491,492,475,531,570,570,582,Upgrade
1,Market Cap Growth,-9.27%,-9.27%,-5.88%,-2.77%,3.57%,-7.38%,-16.76%,-6.89%,-1.98%,10.97%,5.56%,Upgrade
2,PE Ratio,6.41,6.44,5.35,5.22,5.71,6.29,6.62,6.74,6.12,5.69,5.42,Upgrade
3,PS Ratio,3.11,3.12,2.87,2.89,3.12,3.33,3.43,3.67,3.51,3.26,3.15,Upgrade
4,PB Ratio,0.39,0.40,0.43,0.45,0.48,0.49,0.48,0.55,0.60,0.62,0.65,Upgrade
5,P/FCF Ratio,2.05,2.06,6.58,-,6.84,-,3.87,1.74,1.21,1.29,2.39,Upgrade
6,P/OCF Ratio,2.04,2.04,6.42,-,6.72,-,3.84,1.74,1.21,1.29,2.39,Upgrade
7,Debt / Equity Ratio,0.06,0.06,0.09,0.10,0.11,0.17,0.17,0.20,0.28,0.35,0.58,Upgrade
8,Debt / FCF Ratio,0.33,0.33,1.39,-,1.55,-,1.37,0.64,0.56,0.74,2.13,Upgrade
9,Earnings Yield,15.62%,15.53%,18.69%,19.17%,17.52%,15.90%,15.10%,14.83%,16.34%,17.57%,18.47%,Upgrade
10,Earnings Yield,15.62%,15.53%,18.69%,19.17%,17.52%,15.90%,15.10%,14.83%,16.34%,17.57%,18.47%,Upgrade
11,FCF Yield,48.79%,48.50%,15.20%,20.75%,14.62%,-4.19%,25.85%,57.38%,82.73%,77.78%,41.80%,Upgrade
12,Dividend Yield,6.25%,6.41%,7.98%,8.56%,8.06%,7.63%,7.53%,6.62%,6.55%,7.80%,9.21%,Upgrade
13,Buyback Yield / Dilution,0.00%,-,0.01%,0.05%,0.10%,0.20%,0.16%,0.06%,0.31%,0.27%,0.15%,Upgrade
14,Total Shareholder Return,6.25%,6.41%,7.99%,8.61%,8.16%,7.83%,7.69%,6.68%,6.87%,8.07%,9.36%,Upgrade
