,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020",+2 Quarters
0,Interest and Dividend Income,87,89.11,90.2,83.85,81.99,75.78,76.2,83.46,99.31,106.12,Upgrade
1,Total Interest Expense,2.12,3.1,3.04,5.14,4.63,5.09,7.35,8.07,12.86,16.25,Upgrade
2,Net Interest Income,84.88,86.01,87.17,78.71,77.36,70.69,68.85,75.39,86.45,89.87,Upgrade
3,Other Revenue,3.3,1.96,0.97,1.12,0.37,0.35,0.79,1.66,1.13,0.73,Upgrade
4,Revenue Before Loan Losses,88.18,87.97,88.14,79.83,77.73,71.04,69.64,77.05,87.58,90.6,Upgrade
5,Provision for Loan Losses,24.47,12.66,2.46,-,-,1.09,1.2,0.84,1.2,2.01,Upgrade
6,Revenue,63.71,75.31,85.68,79.83,77.73,69.95,68.44,76.21,86.38,88.59,Upgrade
7,Revenue Growth (YoY),-25.64%,-5.67%,10.22%,14.13%,13.59%,-8.21%,-20.77%,-13.98%,-10.28%,-4.81%,Upgrade
8,Cost of Services Provided,3.57,3.46,2.43,2.92,3.26,3.06,2.91,2.94,2.5,2.39,Upgrade
9,Other Operating Expenses,24.18,27.9,23.92,27.12,23.2,26.47,21.19,26.28,21.58,28.71,Upgrade
10,Total Operating Expenses,27.75,31.36,26.35,30.04,26.46,29.53,24.1,29.22,24.09,31.1,Upgrade
11,Operating Income,35.96,43.95,59.33,49.79,51.27,40.42,44.34,46.99,62.29,57.49,Upgrade
12,EBT Excluding Unusual Items,35.96,43.95,59.33,49.79,51.27,40.42,44.34,46.99,62.29,57.49,Upgrade
13,Other Unusual Items,-,-,-,0.25,1.41,0.54,0.47,1.58,1.22,-,Upgrade
14,Pretax Income,35.96,43.95,59.33,50.04,52.68,40.84,44.81,48.57,63.51,57.49,Upgrade
15,Income Tax Expense,5.43,7.15,9.68,8.06,8.56,6.78,7.2,7.48,11.46,9.38,Upgrade
16,Net Income,30.54,36.8,49.65,41.99,44.12,34.06,37.61,41.09,52.05,48.11,Upgrade
17,Net Income to Common,30.54,36.8,49.65,41.99,44.12,34.06,37.61,41.09,52.05,48.11,Upgrade
18,Net Income Growth,-38.50%,-12.36%,12.53%,23.27%,17.31%,-17.11%,-27.74%,-14.59%,-12.18%,1.99%,Upgrade
19,Shares Outstanding (Basic),1927,1927,1927,1927,1928,1929,1932,1932,1933,1938,Upgrade
20,Shares Outstanding (Diluted),1927,1927,1927,1927,1928,1929,1932,1932,1933,1938,Upgrade
21,Shares Change (YoY),-,-0.01%,-0.05%,-0.10%,-0.20%,-0.16%,-0.06%,-0.31%,-0.27%,-0.15%,Upgrade
22,EPS (Basic),0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,Upgrade
23,EPS (Diluted),0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,Upgrade
24,EPS Growth,-38.50%,-12.35%,12.59%,23.40%,17.54%,-16.98%,-27.70%,-14.32%,-11.94%,2.14%,Upgrade
25,Free Cash Flow,98,112.32,-42.03,141.2,-69.33,48.75,73.92,230.64,240.97,202.41,Upgrade
26,Free Cash Flow Per Share,0.05,0.06,-0.02,0.07,-0.04,0.03,0.04,0.12,0.12,0.10,Upgrade
27,Dividend Per Share,0.006,0.008,0.010,0.009,0.009,0.007,0.008,0.006,0.008,0.009,Upgrade
28,Dividend Growth,-38.46%,-12.64%,13.04%,22.54%,17.95%,10.94%,-3.70%,-26.44%,-24.30%,19.18%,Upgrade
29,Operating Margin,56.45%,58.36%,69.25%,62.37%,65.96%,57.79%,64.78%,61.66%,72.12%,64.89%,Upgrade
30,Profit Margin,47.93%,48.86%,57.95%,52.59%,56.76%,48.69%,54.96%,53.92%,60.26%,54.31%,Upgrade
31,Free Cash Flow Margin,153.83%,149.15%,-49.06%,176.87%,-89.19%,69.69%,108.01%,302.64%,278.97%,228.48%,Upgrade
32,Revenue as Reported,91.01,92.06,91.98,85.52,84.05,76.98,77.98,87.99,102.66,107.97,Upgrade
