,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Market Capitalization,22696,18046,32991,39564,42478,38510,50168,63749,70694,59470,55873
1,Market Cap Growth,-54.39%,-54.39%,-22.34%,2.74%,-15.33%,-39.59%,-29.04%,7.19%,26.53%,-,-
2,Enterprise Value,22820,18866,32786,41635,46428,40766,52300,68251,74026,63306,64437
3,Last Close Price,3.66,2.73,4.69,5.47,5.69,5.01,6.17,7.71,8.44,6.75,6.29
4,PE Ratio,11.79,9.38,13.69,18.05,20.43,15.64,16.56,18.31,21.30,24.54,21.76
5,Forward PE,13.61,7.10,11.42,14.56,15.07,12.32,12.74,15.45,19.85,19.64,17.59
6,PS Ratio,0.74,0.59,1.05,1.31,1.39,1.15,1.27,1.48,1.64,1.62,1.49
7,PB Ratio,2.17,1.73,3.08,3.67,3.82,3.42,3.83,5.11,6.08,4.59,4.75
8,P/TBV Ratio,1.94,1.94,3.45,4.11,4.28,3.84,4.27,5.71,6.85,5.07,5.31
9,P/FCF Ratio,7.31,5.81,11.09,7.50,9.40,8.14,8.15,11.48,14.52,9.49,8.74
10,P/OCF Ratio,5.14,5.14,9.68,6.93,8.63,7.14,7.12,10.00,12.54,8.45,7.77
11,PEG Ratio,1.66,1.66,0.57,0.76,2.17,0.79,1.14,0.87,1.21,0.93,0.95
12,EV/Sales Ratio,0.75,0.62,1.04,1.37,1.52,1.21,1.32,1.58,1.72,1.72,1.72
13,EV/EBITDA Ratio,5.38,6.15,8.89,11.85,13.05,9.70,10.13,11.62,13.11,14.31,14.08
14,EV/EBIT Ratio,8.99,7.43,10.44,14.27,16.35,11.96,12.17,13.56,15.43,17.60,17.27
15,EV/FCF Ratio,7.35,6.07,11.02,7.89,10.27,8.62,8.49,12.29,15.21,10.10,10.08
16,Debt / Equity Ratio,0.31,0.31,0.27,0.30,0.43,0.52,0.34,0.38,0.51,0.53,0.59
17,Debt / FCF Ratio,1.04,1.04,0.99,0.61,1.05,1.24,0.72,0.86,1.23,1.09,1.09
18,Return on Capital Employed (ROCE),20.93%,20.93%,25.75%,23.51%,21.72%,24.81%,26.84%,32.76%,32.61%,22.78%,25.48%
19,Earnings Yield,8.48%,10.66%,7.30%,5.54%,4.89%,6.39%,6.04%,5.46%,4.70%,4.08%,4.60%
20,FCF Yield,13.69%,17.22%,9.02%,13.34%,10.64%,12.29%,12.28%,8.71%,6.89%,10.54%,11.45%
21,Dividend Yield,9.93%,7.65%,4.88%,4.15%,3.58%,4.55%,4.01%,3.91%,3.41%,3.19%,3.37%
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,-3.39%,-17.65%,-13.79%,
23,Total Shareholder Return,9.93%,7.65%,4.88%,4.15%,3.58%,4.55%,4.01%,3.91%,0.02%,-14.46%,-10.42%
