,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Operating Revenue,1395,1296,1400,1474,1727,2368,2249,2450,2762,2975,2062,1709,1167,978.38,777.19,1054,818.79,788.56,475.5,717.44,Upgrade
1,Other Revenue,-2.01,2.01,-,6.28,-4.29,4.29,-,6.27,-4.32,4.32,-,-,-,-,-,-,-1.87,1.87,-,0.06,Upgrade
2,Revenue,1393,1298,1400,1481,1723,2372,2249,2457,2757,2980,2062,1709,1167,978.38,777.19,1054,816.91,790.44,475.5,717.5,Upgrade
3,Revenue Growth (YoY),-19.13%,-45.31%,-37.76%,-39.73%,-37.51%,-20.37%,9.09%,43.74%,136.19%,204.54%,165.28%,62.18%,42.91%,23.78%,63.45%,46.88%,25.79%,28.20%,-0.21%,13.90%,Upgrade
4,Cost of Revenue,764.83,779.51,790.6,904.52,759.06,1009,1160,1252,1475,1542,1129,972.61,639.61,526.13,444.05,609.41,423.23,402.16,248.7,375.05,Upgrade
5,Gross Profit,628.59,518.04,609.21,576.08,964.01,1364,1089,1205,1282,1438,932.82,736.53,527.81,452.25,333.14,444.47,393.68,388.28,226.79,342.45,Upgrade
6,"Selling, General & Admin",261.02,247.24,217.23,262.42,305.3,217.69,199.49,312.89,258.11,201.2,183.52,218.42,137.69,120.47,117.75,130.19,103.84,95.54,75.28,101.37,Upgrade
7,Research & Development,155.45,159.24,169.44,194.75,189.64,161.37,162.1,266.69,178.88,132.44,130.88,130.28,93.3,80.45,83.44,88.8,61.36,53.92,54.85,57.87,Upgrade
8,Other Operating Expenses,-42.12,11.02,41.03,58.51,3.44,20.65,-8.15,53.65,-1.58,2.81,1.78,94.49,-72.11,21.77,-21.77,46.09,-7.3,-25.66,-13.13,37.3,Upgrade
9,Operating Expenses,381.16,412.23,426.17,521.35,483.75,426.09,341.7,657.59,382.94,380.46,324.63,435.32,174.92,218.88,175.06,273.2,157.16,141.37,114.12,198.47,Upgrade
10,Operating Income,247.43,105.81,183.04,54.73,480.27,937.76,746.94,547.66,899.13,1057,608.18,301.2,352.89,233.36,158.08,171.27,236.52,246.91,112.68,143.98,Upgrade
11,Interest Expense,-144.8,-1.96,-0.57,-4.67,-146.82,-2.44,-0.34,-,-91.17,-4.07,-3.71,-28.24,-0.84,-0.73,-0.02,-2.64,-1.09,-,-,-6.95,Upgrade
12,Interest & Investment Income,-,72.16,71.47,297.73,1.54,119.44,27.38,135.6,-,22.82,13.5,-,28.17,2.06,5.26,11.68,2.63,0.21,0.59,-,Upgrade
13,Earnings From Equity Investments,-8.98,-,-,-23.7,23.7,-,-,-4.83,4.83,-,-,-3.84,0.94,-0.94,-,2.08,-,-,-,-,Upgrade
