,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1746,1517,2231,1798,1832,1909,1572,1185,2237,2919,Upgrade
1,Cash & Short-Term Investments,1746,1517,2231,1798,1832,1909,1572,1185,2237,2919,Upgrade
2,Cash Growth,-21.71%,-15.64%,21.79%,-5.79%,16.49%,61.09%,-29.72%,-59.41%,-46.76%,45.11%,Upgrade
3,Accounts Receivable,4117,6701,3296,3761,4160,4748,5075,4593,3850,4137,Upgrade
4,Other Receivables,1456,-,1493,1176,1184,1298,1129,808.82,866.02,837.06,Upgrade
5,Receivables,5573,6701,4789,4937,5422,6126,6205,5401,4781,5035,Upgrade
6,Inventory,5312,4921,5641,5656,6916,6527,6465,5140,4552,4267,Upgrade
7,Other Current Assets,578.92,1.68,518.01,529.21,559.03,440.92,404.95,276.62,327.59,268.58,Upgrade
8,Total Current Assets,13210,13141,13178,12921,14729,15003,14647,12003,11898,12491,Upgrade
9,"Property, Plant & Equipment",39593,39029,38549,36129,35836,35028,34120,33012,29579,29217,Upgrade
10,Long-Term Investments,190.55,183.24,173.27,155.72,169.25,90.86,87.77,87.77,-,-,Upgrade
11,Long-Term Accounts Receivable,268,268,-,-,-,-,-,-,-,-,Upgrade
12,Other Long-Term Assets,1534,1412,1186,1057,1657,2333,2263,1627,1368,1691,Upgrade
13,Total Assets,54848,54097,53152,50326,52391,52454,51192,46800,42943,43497,Upgrade
14,Accounts Payable,2185,1949,2304,2597,1473,1684,1645,1471,1440,1403,Upgrade
15,Accrued Expenses,892.73,1511,1704,825.91,941.86,1076,832.12,955.59,1172,1160,Upgrade
16,Short-Term Debt,-,2586,-,6903,-,7279,-,2695,-,3770,Upgrade
17,Current Portion of Long-Term Debt,7953,4451,7989,1598,9745,1396,9405,2560,5884,1104,Upgrade
18,Current Portion of Leases,16.91,16.71,17.62,16.58,7.23,14.01,23.15,17.52,3.16,4.87,Upgrade
19,Current Income Taxes Payable,52.42,99.84,30.9,59.15,95.78,179.82,177.49,252.61,120.79,189.42,Upgrade
20,Current Unearned Revenue,84.25,58.29,63.9,60.67,66.31,77.66,104.94,108.95,76.87,81.4,Upgrade
21,Other Current Liabilities,701.09,764.38,338.08,232.82,386.67,483.88,478.41,523.69,442.34,746.98,Upgrade
22,Total Current Liabilities,11885,11436,12447,12293,12716,12190,12667,8585,9139,8460,Upgrade
23,Long-Term Debt,14004,12256,9800,7827,5788,5386,4585,6072,6773,7461,Upgrade
24,Long-Term Leases,53.32,59.38,67.39,65.71,44.45,53.03,58,56.38,44.88,48.53,Upgrade
25,Long-Term Deferred Tax Liabilities,1601,1579,1580,1534,1477,1421,1393,1337,1433,1445,Upgrade
26,Total Liabilities,27544,25330,23895,21719,20025,19051,18703,16050,17390,17415,Upgrade
27,Common Stock,107.38,107.72,107.74,107.74,107.91,108.29,108.67,108.67,108.67,109.17,Upgrade
28,Additional Paid-In Capital,30.86,30.86,30.86,30.86,30.86,30.86,30.86,30.86,30.86,30.86,Upgrade
29,Retained Earnings,30765,30295,29662,29496,29407,29160,28706,27552,25886,25210,Upgrade
30,Comprehensive Income & Other,-3608,-1677,-552.34,-1036,2812,4096,3637,3051,-472.69,732.01,Upgrade
31,Total Common Equity,27296,28758,29248,28599,32358,33395,32482,30743,25553,26082,Upgrade
32,Minority Interest,9.28,9.45,8.96,8.39,8.14,8,7.7,7.53,0.22,0.32,Upgrade
33,Shareholders' Equity,27305,28767,29257,28607,32366,33403,32490,30750,25553,26083,Upgrade
34,Total Liabilities & Equity,54848,54097,53152,50326,52391,52454,51192,46800,42943,43497,Upgrade
35,Total Debt,22027,19369,17874,16410,15584,14128,14071,11401,12705,12389,Upgrade
36,Net Cash (Debt),-20281,-17852,-15644,-14611,-13752,-12219,-12499,-10216,-10468,-9469,Upgrade
37,Net Cash Per Share,-4.72,-4.14,-3.63,-3.39,-3.18,-2.81,-2.88,-2.35,-2.40,-2.17,Upgrade
38,Filing Date Shares Outstanding,4295,4309,4310,4310,4317,4332,4347,4347,4347,4367,Upgrade
39,Total Common Shares Outstanding,4295,4309,4310,4310,4317,4332,4347,4347,4347,4367,Upgrade
40,Working Capital,1325,1705,731.36,627.91,2013,2812,1981,3418,2759,4031,Upgrade
41,Book Value Per Share,6.36,6.29,6.36,6.21,6.96,7.17,6.94,6.54,5.34,5.44,Upgrade
42,Tangible Book Value,27296,28758,29248,28599,32358,33395,32482,30743,25553,26082,Upgrade
43,Tangible Book Value Per Share,6.36,6.29,6.36,6.21,6.96,7.17,6.94,6.54,5.34,5.44,Upgrade
44,Land,-,8753,-,8692,-,8558,-,7828,-,7418,Upgrade
45,Machinery,-,28500,-,27522,-,30038,-,27514,-,25393,Upgrade
46,Construction In Progress,-,14232,-,11454,-,7837,-,7177,-,4277,Upgrade
47,Leasehold Improvements,-,557.37,-,547.5,-,605.54,-,570.14,-,536.82,Upgrade
