,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,88615,114921,120859,112366,131983,142881,225333,294782,228490,140401,171217,Upgrade
1,Market Cap Growth,2.27%,2.27%,-8.43%,-21.36%,-41.43%,-51.53%,-1.38%,109.96%,33.45%,-13.04%,28.34%,Upgrade
2,Enterprise Value,79168,109793,117861,107384,126480,141127,218448,286563,221668,132664,165105,Upgrade
3,Last Close Price,58.95,74.92,77.78,71.41,82.84,88.37,138.61,180.24,138.89,84.73,102.26,Upgrade
4,PE Ratio,15.38,19.95,24.07,24.06,25.59,34.73,54.45,50.85,37.68,24.65,30.04,Upgrade
5,Forward PE,13.22,18.34,20.49,20.30,21.73,22.24,28.64,36.23,31.21,25.01,25.62,Upgrade
6,PS Ratio,3.13,4.05,4.39,4.04,4.20,4.68,7.70,10.14,8.35,5.66,6.75,Upgrade
7,PB Ratio,2.42,3.13,3.34,3.23,3.79,4.10,6.61,8.74,7.06,4.84,6.08,Upgrade
8,P/TBV Ratio,3.15,3.15,3.35,3.28,3.81,4.11,6.64,8.77,7.08,4.86,6.10,Upgrade
9,P/FCF Ratio,21.05,27.31,24.82,17.97,34.46,-,129.88,100.55,55.82,35.34,49.98,Upgrade
10,P/OCF Ratio,22.13,22.13,20.99,15.33,25.23,50.41,51.07,48.35,33.43,22.25,27.31,Upgrade
11,PEG Ratio,0.74,0.98,1.57,1.38,0.89,1.84,1.95,1.81,2.49,2.30,1.48,Upgrade
12,EV/Sales Ratio,2.79,3.87,4.28,3.86,4.03,4.62,7.46,9.86,8.10,5.35,6.51,Upgrade
13,EV/EBITDA Ratio,11.19,15.77,19.94,19.90,21.18,27.58,38.19,36.53,29.22,20.14,25.08,Upgrade
14,EV/EBIT Ratio,14.30,19.85,26.65,27.39,28.20,37.89,49.72,43.43,34.52,23.91,29.84,Upgrade
15,EV/FCF Ratio,18.81,26.09,24.20,17.17,33.03,-,125.91,97.75,54.15,33.39,48.20,Upgrade
16,Debt / Equity Ratio,0.32,0.32,0.37,0.34,0.30,0.34,0.39,0.28,0.25,0.26,0.16,Upgrade
17,Debt / FCF Ratio,2.80,2.80,2.77,1.89,2.75,-,7.59,3.28,1.95,1.90,1.34,Upgrade
18,Return on Capital Employed (ROCE),14.15%,14.15%,11.40%,10.50%,11.94%,10.39%,12.52%,19.03%,19.31%,18.16%,18.83%,Upgrade
19,Earnings Yield,6.50%,5.01%,4.15%,4.16%,3.91%,2.88%,1.84%,1.97%,2.65%,4.06%,3.33%,Upgrade
20,FCF Yield,4.75%,3.66%,4.03%,5.56%,2.90%,0.57%,0.77%,0.99%,1.79%,2.83%,2.00%,Upgrade
21,Dividend Yield,4.15%,3.04%,2.63%,2.52%,2.31%,1.79%,1.18%,1.16%,1.44%,2.24%,1.86%,Upgrade
22,Total Shareholder Return,4.15%,3.04%,2.63%,2.52%,2.31%,1.79%,1.18%,1.16%,1.44%,2.24%,1.86%,Upgrade
