,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3619,3487,3857,3314,3695,3522,4552,3954,3309,2512,2786,3375,3999,3847,4877,2659,2274,2817,2553,2299,2746,Upgrade
1,Market Cap Growth,-1.01%,-1.01%,-15.27%,-16.17%,11.66%,40.20%,63.39%,17.14%,-17.26%,-34.70%,-42.87%,26.91%,75.89%,36.58%,91.05%,15.67%,-17.19%,-9.31%,-26.89%,-44.89%,6.29%,Upgrade
2,Enterprise Value,3322,3175,3518,3028,3409,3248,4320,3747,3102,2304,2578,3163,3818,3673,4726,2592,2206,2769,2548,2335,2781,Upgrade
3,Last Close Price,7.13,6.87,7.60,6.48,7.23,6.89,8.91,7.74,6.47,4.92,5.45,6.60,7.82,7.53,9.54,5.20,4.45,5.51,4.99,4.50,5.37,Upgrade
4,PE Ratio,293.23,-,177.42,121.32,107.65,75.61,84.95,73.78,75.32,130.56,473.35,-899.64,-,156.47,-,102.56,114.61,-19.68,-,-17.82,-,Upgrade
5,Forward PE,-,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,Upgrade
6,PS Ratio,8.67,8.39,8.46,6.64,6.93,5.66,6.80,5.93,5.02,4.28,4.89,5.89,6.96,6.50,8.28,4.63,4.17,5.44,5.17,4.55,5.49,Upgrade
7,PB Ratio,4.89,4.71,5.19,4.31,4.84,4.69,6.11,5.34,4.54,3.55,-,4.91,5.84,5.60,7.10,3.85,3.33,4.25,3.87,3.46,4.14,Upgrade
8,P/TBV Ratio,5.02,5.02,5.54,4.59,5.16,5.00,6.54,5.73,4.89,3.85,-,5.36,6.39,6.13,7.79,4.23,3.67,4.72,4.30,3.85,4.62,Upgrade
9,P/FCF Ratio,126.25,-,-,33.21,39.56,47.18,104.90,-,135.53,-,43.77,63.59,80.86,46.52,62.12,-,26.69,24.84,27.44,-,-468.99,Upgrade
10,P/OCF Ratio,54.07,-,48.65,29.58,37.53,44.69,96.76,-,121.86,-,41.60,60.41,77.20,43.44,57.56,-,23.47,35.52,40.46,-,211.79,Upgrade
11,EV/Sales Ratio,7.99,7.64,7.72,6.07,6.39,5.22,6.45,5.62,4.71,3.93,4.53,5.52,6.64,6.20,8.03,4.51,4.05,5.35,5.16,4.62,5.56,Upgrade
12,EV/EBITDA Ratio,102.87,93.36,81.70,56.63,54.79,41.74,50.20,43.16,40.10,33.27,44.15,60.90,65.70,55.93,71.90,41.54,38.44,167.81,119.73,72.01,-,Upgrade
13,EV/EBIT Ratio,335.45,-,-,105.54,92.13,62.26,72.27,62.15,61.78,55.57,84.07,137.10,130.33,99.51,-,75.03,74.04,-255.29,-,441.80,-,Upgrade
14,EV/FCF Ratio,115.89,-,-,30.35,36.50,43.51,99.55,-,127.07,-,40.50,59.60,77.19,44.41,60.20,-,25.90,24.42,27.39,-,-475.09,Upgrade
15,Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,-,0.03,0.05,0.05,0.05,0.02,0.03,0.11,0.11,0.14,0.15,Upgrade
16,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,0.50,0.34,0.69,1.06,0.23,0.17,1.66,4.66,1.93,-,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,0.40,0.63,0.38,0.40,-,0.24,0.66,0.81,-,-16.53,Upgrade
18,Asset Turnover,0.39,0.41,0.45,0.74,0.58,0.62,0.61,1.18,-,-,0.60,0.84,0.74,0.65,0.61,0.92,0.71,0.56,0.44,0.71,Upgrade,
