,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 5, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,116,169,202,224,231,207,257,345,124,164,233,Upgrade
1,Market Cap Growth,-24.57%,-24.57%,-12.69%,8.33%,-10.07%,-40.00%,106.94%,110.53%,-46.67%,-52.50%,-44.90%,Upgrade
2,Enterprise Value,92,136,162,165,149,117,171,307,67,-11,21,Upgrade
3,Last Close Price,0.67,0.98,1.17,1.30,1.34,1.20,1.49,2.00,0.72,0.95,1.35,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-1.66,-,-,Upgrade
5,PS Ratio,0.65,0.92,0.89,0.98,1.25,1.35,1.90,1.80,0.76,1.72,1.51,Upgrade
6,PB Ratio,1.47,2.11,2.42,2.44,2.27,1.88,2.01,2.51,0.61,0.87,0.84,Upgrade
7,P/TBV Ratio,2.18,2.18,2.50,2.52,2.33,1.89,2.03,2.53,0.61,0.87,0.84,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,6.97,31.92,-,5.77,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,6.70,31.78,-,5.56,-,Upgrade
10,EV/Sales Ratio,0.50,0.74,0.71,0.72,0.81,0.76,1.26,1.60,0.41,-,0.13,Upgrade
11,EV/FCF Ratio,-,-,-,-,-,-,4.64,28.40,-,-,-,Upgrade
12,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.00,0.01,0.04,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-,-,0.08,0.07,-,0.03,-,Upgrade
14,Earnings Yield,-10.13%,-6.92%,-8.78%,-8.93%,-11.23%,-12.15%,-30.39%,-15.38%,-60.35%,-73.07%,-29.05%,Upgrade
15,FCF Yield,-10.54%,-10.54%,-12.50%,-17.72%,-12.97%,-2.12%,14.35%,3.13%,11.91%,17.33%,-24.14%,Upgrade
16,Buyback Yield / Dilution,-2.42%,-0.06%,-4.76%,-,-0.59%,-,-,-,-,-,-,Upgrade
17,Total Shareholder Return,-2.42%,-0.06%,-4.76%,-,-0.59%,-,-,-,-,-,-,Upgrade
